dataset_id,contrast,program_id,lineage,score_method,n_control,n_case,unadjusted_standardized_beta,unadjusted_hc3_low,unadjusted_hc3_high,unadjusted_p,adjusted_standardized_beta,adjusted_hc3_low,adjusted_hc3_high,adjusted_p,sign_retained,magnitude_retention_ratio,adjusted_fdr_within_context_method
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,5,9,1.2168048189533167,0.36754958763753964,2.066060050269094,0.0049808546310856,1.1958714311262517,0.2847785405552884,2.106964321697215,0.010092805062161862,True,0.982796429221022,0.08034723635556483
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,5,9,1.1251343794866322,0.18691125477296122,2.063357504200303,0.01874982235363472,1.154630915987249,0.21515605507720015,2.094105776897298,0.01600182005933405,True,1.0262160120945512,0.1520172905636735
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_ENDO_7_SAENDO2,endothelial,singscore,5,9,0.8602681854041025,-0.23423376358366044,1.9547701343918655,0.12342842194329984,0.8176347331466801,-0.20675680708367727,1.8420262733770376,0.11772229720795005,True,0.9504416727472076,0.27959045586888137
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_ENDO_7_SAENDO2,endothelial,standardized_mean,5,9,0.43300894468301443,-0.9101543814919141,1.776172270857943,0.5274752723565217,0.6382430463744749,-0.6734073835354096,1.9498934762843594,0.3402218720419534,True,1.4739719680426064,0.6293362857503401
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,singscore,4,9,1.3353639065327074,0.4507830010454892,2.219944812019926,0.003088221656524517,1.194165565132965,-0.19249899613097754,2.580830126396908,0.0914285720809312,True,0.8942622750929624,0.24816326707681327
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,standardized_mean,4,9,1.2442532615802355,0.44900616800535365,2.039500355155117,0.0021647954660529373,1.4288242980769563,0.0012270403768508409,2.856421555777062,0.04979921025057611,True,1.148338800625132,0.22869488593859896
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,singscore,4,9,1.1442720678123561,0.0009658987475664738,2.287578236877146,0.04980256339498706,0.5893266503141522,-0.5305533737335731,1.7092066743618775,0.30233822180200953,True,0.5150231897566455,0.5744426214238181
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,standardized_mean,4,9,0.8698849311626691,-0.1971478294083313,1.9369176917336695,0.11007299086059748,0.7803274818844212,-0.7629624324346787,2.323617396203521,0.3216724310515058,True,0.8970467862243029,0.6293362857503401
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,singscore,4,9,-0.0925848953506662,-1.5108185353285837,1.3256487446272511,0.8981866443402603,-1.0001144531082085,-1.7865783067338405,-0.21365059948257648,0.012686405740352341,True,10.802134077273243,0.08034723635556483
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,standardized_mean,4,9,-0.34859497743855444,-1.6414546442687783,0.9442646893916695,0.5971685439758427,-1.118429509598688,-1.9183478750393614,-0.3185111441580146,0.006135848821880348,True,3.2083924955454344,0.11658112761572662
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,singscore,4,9,0.35766772112895445,-1.5708395427801733,2.286174985038082,0.7162250835956236,-0.21176506168691675,-1.4890764242503662,1.065546300876533,0.7452205768509862,False,0.5920720522905851,0.8328935858922787
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,standardized_mean,4,9,-0.1479530609643265,-1.7401230280486923,1.4442169061200394,0.8554777074391324,-0.11866838167649163,-1.1734712614701603,0.936134498117177,0.8254773479035384,True,0.8020677700281185,0.9116389481082339
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,4,9,1.348160784654436,0.16923932034249223,2.5270822489663796,0.025002341243510324,0.8368651631765784,-0.08450043703757282,1.7582307633907297,0.0750360128694765,True,0.620745813631633,0.24816326707681327
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,4,9,1.3088216961195172,0.219711365762149,2.3979320264768855,0.01850277403262201,1.12644679477866,-0.11090708860785448,2.3638006781651746,0.0743716248896627,True,0.8606571835708603,0.22869488593859896
GSE244832,mash_f2f4_group_vs_normal_sensitivity,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,4,9,0.9702449830013351,-0.1291854166551163,2.0696753826577865,0.08368463592048575,0.7441601767775361,-0.5254550798948407,2.013775433449913,0.25063198195906333,True,0.7669817312278873,0.5291119619135781
