dataset_id,contrast,program_id,lineage,score_method,n_control,n_case,unadjusted_standardized_beta,unadjusted_hc3_low,unadjusted_hc3_high,unadjusted_p,adjusted_standardized_beta,adjusted_hc3_low,adjusted_hc3_high,adjusted_p,sign_retained,magnitude_retention_ratio,adjusted_fdr_within_context_method
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_5,endothelial,standardized_mean,6,4,0.9688784693371226,-0.38236936768312413,2.3201263063573694,0.15991158474953893,1.3646394329883569,-0.13999340435733498,2.869272270334049,0.07546324319814178,True,1.4084732772749113,0.2048288029663848
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,6,4,1.3441144596313803,0.2329935353736543,2.4552353838891063,0.017740176685022556,1.5314209960355962,0.5807673995467988,2.482074592524394,0.001591877134188322,True,1.13935311465631,0.015122832774789059
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,6,4,1.5210494931078822,0.4741565708422715,2.567942415373493,0.0044033767171438995,1.6981864057905918,0.7218237964606747,2.6745490151205087,0.0006519530624882254,True,1.1164570340974078,0.006193554093638141
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_7_SAENDO2,endothelial,singscore,6,4,-0.8205170562927222,-2.4077139639919896,0.7666798514065449,0.3109449262925019,-1.1718860195661982,-3.7672514687068994,1.423479429574503,0.3761570104358891,True,1.4282287133201579,0.626869044925967
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_7_SAENDO2,endothelial,standardized_mean,6,4,-0.5293807295033491,-2.077551131890294,1.018789672883596,0.50272930502261,-0.9091797243583671,-3.7529126007872535,1.9345531520705195,0.5308962818620413,True,1.7174401592051438,0.789242471470203
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,singscore,6,4,0.38144081470953883,-1.202578127253624,1.965459756672702,0.6369416335232194,0.7444920371468589,-0.4661694214826335,1.9551534957763512,0.22808937857532308,True,1.9517891332991668,0.5417122741163923
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,standardized_mean,6,4,0.8183129593782374,-0.6182966282765248,2.254922547033,0.26423235284496605,1.092012487962001,-0.29977961239652307,2.483804588320525,0.12408933745684979,True,1.334468036277616,0.26196637907557174
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,singscore,6,4,-1.1115996683589782,-2.494315819811492,0.2711164830935353,0.11509670666254342,-1.0016627060860002,-3.0097423035973137,1.0064168914253135,0.3282327044562846,True,0.9011002203380695,0.6236421384669407
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,standardized_mean,6,4,-0.33962179852784014,-1.731386311305561,1.052142714249881,0.6324480689839636,-0.13302643789099827,-1.9639412268527752,1.6978883510707787,0.8867599416264739,True,0.3916899282308393,0.8927187487572055
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,singscore,6,4,-1.2962521031992236,-2.698958139245932,0.10645393284748472,0.07010185115989244,-1.042359846806384,-2.2673659587955974,0.18264626518282934,0.09536190303599103,True,0.8041335819118679,0.36237523153676593
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,standardized_mean,6,4,-0.9218076612484414,-2.5468362227870434,0.7032209002901606,0.2662145556228236,-0.5780956570921146,-1.4046521530578984,0.2484608388736692,0.17042831630875288,True,0.6271326236420907,0.3238138009866305
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,singscore,6,4,-0.9338983226276206,-2.47734367096585,0.6095470257106087,0.23564416919691855,-0.5337195643009593,-1.0374667666712345,-0.0299723619306842,0.03783685991332212,True,0.5714964374272389,0.17972508458828007
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,standardized_mean,6,4,-1.0408963892817877,-2.4151847661619104,0.3333919875983349,0.13767134116961105,-0.6744530547625771,-1.3585505944444312,0.009644484919276941,0.053314138155327546,True,0.6479540727660182,0.16882810415853722
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,6,4,-0.32131033660486735,-1.7416840722835882,1.0990633990738536,0.6574893961861935,-0.009135520428748115,-0.9545033434709828,0.9362323026134866,0.9848886715963809,True,0.028432077614678662,0.9848886715963809
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,6,4,0.07792285791897323,-1.1659736348095664,1.3218193506475129,0.9022792811854721,0.29580123999406727,-0.8703038186715601,1.4619062986596947,0.6190583038429374,True,3.79607791466852,0.789242471470203
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,6,4,-0.5536578833995557,-2.0404921660516253,0.9331763992525138,0.4654804592446431,-0.19255214824121042,-1.6061702288562132,1.2210659323737922,0.7894875799974739,True,0.3477818234229896,0.9375165012470003
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,standardized_mean,6,4,0.052511370176255595,-1.5046952980258437,1.609718038378355,0.9473028506868331,0.39162744923416604,-1.170161355226937,1.953416253695269,0.6230861616870024,True,7.457955256540815,0.789242471470203
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,6,4,0.4336444135706178,-1.0646309343029943,1.9319197614442296,0.5705233230902902,0.09469690035484325,-1.707423064381244,1.8968168650909305,0.9179684459321454,True,0.21837454234706088,0.9689666929283758
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.11460260010602677,-1.5130574717828449,1.7422626719948984,0.8902384722635258,-0.15400989542739002,-2.3922465053069626,2.084226714452183,0.8927187487572055,False,1.3438603948331438,0.8927187487572055
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,6,4,-0.9085471575606259,-2.267600423535421,0.4505061084141688,0.19009811613259542,-0.8241886254407363,-2.7270541249941194,1.078676874112647,0.3959172915321897,True,0.9071500786526203,0.626869044925967
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,-0.8189083073967266,-2.0122525782881207,0.37443596349466735,0.17862192278279088,-0.731777375547893,-2.6158962588389794,1.152341507743193,0.44650834326158473,True,0.8936011137488409,0.7712416838154645
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,6,4,-0.6637892862975645,-1.993583562412495,0.6660049898173659,0.32789278223945806,-0.698870446226737,-2.792035306913391,1.3942944144599168,0.5128482910307938,True,1.0528498435472582,0.7495475022757755
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.382671289535186,-1.0105830724516105,1.7759256515219826,0.5903467134250674,0.3426381408484376,-1.7127510668341819,2.3980273485310573,0.7438671615476304,True,0.8953850216059457,0.8313809452591163
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,6,4,0.9595497852652467,-0.22111271779212116,2.1402122883226147,0.11117497217508564,1.0727356302758488,-0.40346070302980763,2.5489319635815053,0.15435662936457303,True,1.1179572407275506,0.481392360723862
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,1.268599463525499,0.25712221642861666,2.280076710622381,0.013961940270579091,1.3227756822202894,-0.008055218804457143,2.653606583245036,0.05139862491776423,True,1.0427055349245002,0.16882810415853722
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,6,4,0.36263987519713725,-1.1678601361891077,1.8931398865833824,0.6423565331395387,0.32760560134202876,-1.4602757168544043,2.115486919538462,0.7194873124880188,True,0.9033910050954456,0.911350595818157
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,1.275822913392252,-0.06252482199277676,2.614170648777281,0.06170175796969247,1.3870781863597008,0.04548573172095427,2.7286706409984474,0.042718446192672226,True,1.0872027550215688,0.16882810415853722
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,6,4,0.3975634221627714,-1.0415776112522943,1.8367044555778373,0.5881967840544312,0.31731125233923363,-1.0913885703390367,1.726011075017504,0.6588566707542474,True,0.7981399561686016,0.89416262459505
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.39681594626391636,-0.9566338558198734,1.7502657483477062,0.5655283661867172,0.31115406366987153,-1.313661858027704,1.935969985367447,0.7074059935319641,True,0.7841269147559096,0.8313809452591163
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_1,endothelial,singscore,3,4,-1.0664569211434225,-2.3876528119969422,0.25473896971009724,0.11362820406665292,-0.4568315217000627,-5.272308546943323,4.3586455035431975,0.8524918162084615,True,0.42836378351810206,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_1,endothelial,standardized_mean,3,4,-0.9607619241674823,-2.3376882847620672,0.41616443642710266,0.1714352965507837,-0.3695685741486147,-5.052020517732475,4.312883369435245,0.8770613507116545,True,0.3846619696850004,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_2,endothelial,singscore,3,4,1.3005283696749999,-0.10182325389620162,2.702879993246201,0.0691120633441049,1.167732139249868,-1.382952146784525,3.718416425284261,0.3695534222852561,True,0.8978905546994586,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_2,endothelial,standardized_mean,3,4,1.179422102476964,-0.2187863533814718,2.5776305583354,0.09826847279611714,1.0929842012692228,-1.7258615295014959,3.9118299320399412,0.447270217771237,True,0.9267116488437782,0.9442371264059448
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_3,endothelial,singscore,3,4,1.4853764681752328,0.25349263878454,2.7172602975659257,0.018111936059085863,1.0741195708913498,-1.7971934312636106,3.9454325730463102,0.46343057956893174,True,0.7231295189500967,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_3,endothelial,standardized_mean,3,4,1.4637113791136045,0.4459961496006215,2.4814266086265873,0.004818309389889864,1.545849889298285,-0.6362149139246573,3.727914692521227,0.16497525010086977,True,1.0561166028745517,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_4,endothelial,singscore,3,4,0.3231172754259359,-1.58027694734389,2.226511498195762,0.7393406798648687,0.3612182325501679,-7.434891691371723,8.157328156472058,0.9276412204613895,True,1.1179168061317892,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_4,endothelial,standardized_mean,3,4,-0.1294978227006049,-1.8377471433767818,1.578751497975572,0.8818831853344665,0.6828308302900138,-5.165710630289532,6.53137229086956,0.818997502333567,False,5.27291359846797,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_5,endothelial,singscore,3,4,1.490298143793598,0.2029993568263857,2.7775969307608106,0.023263441044965853,1.5105184831694842,-0.872630619598596,3.8936675859375645,0.21412123759616042,True,1.0135679826617878,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_5,endothelial,standardized_mean,3,4,1.3663039612185046,0.01727834147850471,2.7153295809585045,0.04713293401146694,1.4751749208331217,-0.9987188813914254,3.949068723057669,0.24250771615864397,True,1.0796828251288413,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,3,4,1.1297473135222689,-0.6662539200354181,2.925748547079956,0.217609997805024,1.6000354362105735,-1.9959361965248403,5.196007068945987,0.38315039876656565,True,1.4162772657737634,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,3,4,1.1530379177144787,-0.5174820113403307,2.823557846769288,0.17610519429426208,1.3287601532589548,-1.9942507271839345,4.651771033701844,0.4331938604792025,True,1.1523993555153746,0.9442371264059448
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_7_SAENDO2,endothelial,singscore,3,4,-0.8282184646093813,-2.4934029212708846,0.836965992052122,0.32963374056412464,-1.0409211046344327,-2.0533861039879096,-0.028456105280955768,0.0438955023606435,True,1.256819485575427,0.44706524803033526
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_7_SAENDO2,endothelial,standardized_mean,3,4,-0.6108972976764258,-2.451359706828242,1.2295651114753903,0.515320917862083,-0.4521238150234865,-2.297536734427774,1.3932891043808013,0.6310869616131013,True,0.7400979129276868,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,singscore,3,4,0.8950164766222957,-0.671993155042321,2.4620261082869126,0.2629364112328415,1.0124939321741229,-0.1639370167574179,2.1889248811056636,0.0916280195311787,True,1.131257310474524,0.5803107903641318
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,standardized_mean,3,4,1.1604449814994853,-0.1715905618890381,2.4924805248880086,0.08772616405806659,1.134673184214164,-0.3992909772027482,2.668637345631076,0.14711099003248654,True,0.9777914526787648,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,singscore,3,4,-1.0528562537271327,-2.7738342586322458,0.6681217511779804,0.23049504372233587,0.23636073699562815,-2.2789582221339133,2.7516796961251693,0.8538736214464454,False,0.22449478374555532,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,standardized_mean,3,4,-1.007090010938411,-2.8986065396110794,0.8844265177342572,0.29669257226585,0.5007031852731767,-1.8194484385504575,2.8208548090968106,0.6723096930090908,False,0.49717818649260476,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,singscore,3,4,-1.4240739758045426,-2.6101744936904003,-0.23797345791868518,0.0186103726545032,-1.156768318464191,-3.1911817682754613,0.8776451313470792,0.26508326732911414,True,0.8122951041294502,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,standardized_mean,3,4,-1.5341802124410946,-2.6086870392859214,-0.4596733855962678,0.005134266129918177,-1.2838740844783147,-3.2859063518153615,0.7181581828587318,0.20878282118725733,True,0.8368469845113515,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,singscore,3,4,1.4024979317664643,0.17132050850108982,2.633675355031839,0.025566262969240163,0.6866798058783475,0.008909332834997175,1.364450278921698,0.04705949979266687,True,0.4896119918076923,0.44706524803033526
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,standardized_mean,3,4,1.63406219022567,0.6528250425565714,2.6152993378947684,0.0010984964700979064,0.936140641207019,-0.3086336296382628,2.180914912052301,0.14047328938315262,True,0.5728916847881625,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,3,4,1.273148379624926,-0.23290190117850362,2.7791986604283556,0.0975402161661645,0.7516947472415824,-1.542798783360816,3.046188277843981,0.520800500417628,True,0.5904219486679425,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,3,4,1.6672762804061503,0.7079306823275731,2.6266218784847277,0.0006583906712074982,1.5250526599479772,-0.6748438314285563,3.7249491513245108,0.17422670751195446,True,0.9146970288430378,0.6582352295734621
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,3,4,-0.042431848759415525,-1.9257747803310672,1.8409110828122361,0.9647777129088253,-0.48466931160557275,-2.17531893507456,1.2059803118634145,0.5741938957979204,True,11.422300130112191,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,standardized_mean,3,4,-0.28169311326984486,-2.0115817103344744,1.4481954837947848,0.7496020062208429,-1.2146937585113635,-2.334424030724449,-0.09496348629827822,0.03348443514105422,True,4.312117340787671,0.6362042676800301
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,3,4,-0.2600411478284848,-2.3268203305943063,1.8067380349373368,0.8052129723958508,-2.2407146565112024,-11.930814675627353,7.449385362604947,0.6503863499122589,True,8.616769596745163,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,-1.1017166836531826,-2.708923844280922,0.5054904769745565,0.17909364136160055,-2.195027405690298,-10.905178081934672,6.515123270554075,0.6213516442302158,True,1.9923701240611207,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,3,4,0.064330341138508,-1.9578729975014126,2.086533679778429,0.9502828946450254,0.699060872860988,-12.891948973366949,14.290070719088925,0.9196983908555194,True,10.866736604984855,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.26201793769499965,-1.7430003834351724,2.2670362588251716,0.7978466778790771,1.1803584041058186,-13.205756451808293,15.566473260019931,0.8722391429362576,True,4.504876324459158,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,3,4,0.31629933142027095,-1.6777666782174077,2.3103653410579494,0.7558798594986599,0.5309682023724538,-11.024612134886759,12.086548539631668,0.9282393901763953,True,1.6786889810618966,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.9711212377256706,-0.6659790621081645,2.6082215375595057,0.24496584253665832,0.2551272259287676,-8.86197134861057,9.372225800468104,0.9562600190784591,True,0.2627140834920529,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,3,4,1.0753583654846437,-0.6122133854957517,2.7629301164650393,0.21168126882960747,-0.9139071940527816,-8.188797373603204,6.360982985497642,0.8055082484894016,False,0.849862913969987,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.898515656670023,-0.8501507986623926,2.6471821120024384,0.313884330627311,-0.6105421611045752,-9.357572473584003,8.136488151374852,0.891182658269891,False,0.6795008596369899,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,3,4,0.47962098209257376,-1.2623903130742216,2.2216322772593693,0.5894460582172714,-0.6704248167550445,-9.293250665859846,7.952401032349757,0.8788793246284298,False,1.3978221174353103,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,1.5304961282946152,0.3188435184165812,2.7421487381726495,0.013294943078114923,1.0032848032384212,-6.074759061485633,8.081328667962476,0.7811487948487637,True,0.655529135089254,0.9562600190784591
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,3,4,0.9638340089224283,-0.835070032648115,2.7627380504929717,0.29365028348024025,0.14980325915814485,-9.443858298878935,9.743464817195223,0.9755845233421379,True,0.15542433424363777,0.9755845233421379
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.999880224343722,-0.6984259467140742,2.6981863954015184,0.24851950154362346,-0.4180717605122992,-7.640875784359977,6.804732263335378,0.9096745109744035,False,0.4181218413302487,0.9562600190784591
