dataset_id,adjustment,score_method,program_left,lineage_left,program_right,lineage_right,n_donors,spearman_rho,permutation_p_two_sided,fdr_within_dataset_method_adjustment
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,-0.11661506707946334,0.6458354164583542,0.8157921050000263
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.6842105263157895,0.0020997900209979003,0.251974802519748
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,-0.007223942208462332,0.9803019698030196,0.9915647090753109
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.303921568627451,0.23577642235776422,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.2843137254901961,0.2612738726127387,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.14950980392156862,0.5645435456454354,0.7428822335157789
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.303921568627451,0.24717528247175283,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.19117647058823534,0.46155384461553844,0.6851166735178335
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.2058823529411765,0.42455754424557546,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.46955624355005166,0.0504949505049495,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.16202270381836945,0.5158484151584841,0.7115150553910127
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.24871001031991744,0.32326767323267674,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.24664602683178533,0.31916808319168083,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.24664602683178533,0.31896810318968105,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.16821465428276572,0.5086491350864913,0.7115150553910127
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.13725490196078433,0.6003399660033997,0.7663914459617868
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.502450980392157,0.04329567043295671,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.10294117647058824,0.7021297870212979,0.8554296085542961
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.30637254901960786,0.23007699230076992,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.5171568627450981,0.034996500349965,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.26715686274509803,0.298970102989701,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.4901960784313726,0.04129587041295871,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.37048503611971106,0.1282871712828717,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.32301341589267285,0.18938106189381063,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.06707946336429307,0.7949205079492051,0.9169368777407974
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.003095975232198142,0.9929007099290071,0.9929007099290071
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.4117647058823529,0.0877912208779122,0.40519025020574867
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.02696078431372549,0.9193080691930807,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.3823529411764707,0.1321867813218678,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.5147058823529412,0.037696230376962306,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.4558823529411765,0.0598940105989401,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.3504901960784314,0.1690830916908309,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.18627450980392157,0.47185281471852814,0.6905163142222362
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.2672858617131063,0.27757224277572246,0.5645537141201135
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.43859649122807015,0.0704929507049295,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.3353973168214654,0.1723827617238276,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.2053663570691434,0.42175782421757824,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.1929824561403509,0.44145585441455854,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.3312693498452013,0.18098190180981902,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.30147058823529416,0.23417658234176583,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.5710784313725491,0.016298370162983702,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.14705882352941177,0.5695430456954305,0.7428822335157789
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.16911764705882354,0.5143485651434857,0.7115150553910127
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.30147058823529416,0.24347565243475652,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.465686274509804,0.0580941905809419,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.5727554179566564,0.013898610138986101,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.5232198142414861,0.029997000299970003,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.16615067079463364,0.5126487351264873,0.7115150553910127
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.4757481940144479,0.047295270472952705,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.5521155830753354,0.019098090190980903,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_5,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.37254901960784315,0.1272872712728727,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.4558823529411765,0.062493750624937505,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.3186274509803922,0.21007899210078992,0.5432648224539248
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.19117647058823534,0.45525447455254475,0.6851166735178335
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.2524509803921569,0.32856714328567144,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.06127450980392158,0.817918208179182,0.9251411307467384
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.43627450980392163,0.0846915308469153,0.40519025020574867
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.2507739938080495,0.3153684631536846,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.281733746130031,0.2501749825017498,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,-0.023735810113519093,0.9265073492650735,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.37254901960784315,0.1341865813418658,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.5479876160990712,0.019998000199980003,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.24458204334365324,0.32656734326567344,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.03186274509803922,0.9055094490550945,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.5000000000000001,0.0403959604039596,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.411764705882353,0.10018998100189981,0.41457923173199923
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.41666666666666674,0.09709029097090291,0.41457923173199923
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,-0.007352941176470588,0.9816018398160185,0.9915647090753109
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.2916666666666667,0.2565743425657434,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.11248710010319916,0.659034096590341,0.8237926207379261
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.43859649122807015,0.06979302069793021,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.36429308565531476,0.1424857514248575,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.05675954592363261,0.8249175082491751,0.9251411307467384
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.28586171310629516,0.25517448255174485,0.5500502581320815
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.19504643962848298,0.4296570342965703,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.06617647058823531,0.8023197680231977,0.9169368777407974
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,-0.007352941176470588,0.9833016698330167,0.9915647090753109
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.2058823529411765,0.43345665433456654,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,-0.16176470588235298,0.5372462753724627,0.7326085573260855
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,-0.07598039215686275,0.7744225577442255,0.9046862304060856
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.37009803921568635,0.14078592140785923,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,-0.22794117647058826,0.3805619438056194,0.6544345565443455
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.37500000000000006,0.1411858814118588,0.44995500449955
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.5465686274509804,0.025797420257974202,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.22303921568627455,0.39266073392660733,0.6544345565443455
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.22549019607843138,0.38266173382661733,0.6544345565443455
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.40441176470588236,0.10738926107389261,0.42955704429557046
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.02450980392156863,0.9255074492550744,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.16911764705882354,0.5131486851314868,0.7115150553910127
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.22058823529411767,0.3845615438456154,0.6544345565443455
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.07598039215686275,0.7765223477652234,0.9046862304060856
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.14215686274509806,0.5911408859114089,0.7627624334340759
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,-0.03186274509803922,0.9072092790720928,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,-0.014705882352941176,0.961003899610039,0.9915647090753109
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.18627450980392157,0.4624537546245375,0.6851166735178335
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.10049019607843139,0.7057294270572942,0.8554296085542961
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.11274509803921569,0.6744325567443256,0.8343495547352482
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.45098039215686275,0.0688931106889311,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.25490196078431376,0.3243675632436756,0.5884784655862771
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,-0.46323529411764713,0.0570942905709429,0.38450700384507003
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.4387254901960785,0.07999200079992001,0.3999600039996001
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.3186274509803922,0.21277872212778723,0.5432648224539248
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.44117647058823534,0.07639236076392361,0.3985688387682971
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.34068627450980393,0.18188181181881813,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.34558823529411764,0.18318168183181682,0.5050161650501617
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,-0.02450980392156863,0.9264073592640736,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.1985294117647059,0.44175582441755823,0.6796243452577819
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.28186274509803927,0.2715728427157284,0.5618748469980588
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,-0.03186274509803922,0.9052094790520948,0.9752708939632353
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,-0.09558823529411767,0.7230276972302769,0.859042808590428
GSE244832,disease_group_plus_qc,standardized_mean,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.42156862745098045,0.09149085091490851,0.40662600406626
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,-0.10784313725490197,0.6803504180481623,0.7926412637454319
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.28921568627450983,0.2602032490665047,0.45252738968087775
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.7303921568627452,0.0008698653219673867,0.017397306439347737
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.4607843137254902,0.06267762211132859,0.1979293329831429
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.27941176470588236,0.2774303257912213,0.4755948442135222
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.08088235294117649,0.7576329086921563,0.8738998315953322
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.021671826625386997,0.9319797351987382,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.06914344685242517,0.7851478708666942,0.8805396682617131
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.2652218782249742,0.2874842429174512,0.47914040486241866
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.05882352941176471,0.8166542035684891,0.8978065117963377
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.28586171310629516,0.25016959354548063,0.45252738968087775
GSE244832,disease_group_only,singscore,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,-0.07533539731682146,0.7663922813478388,0.8738998315953322
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.6838235294117648,0.0024702894922090123,0.02964347390650815
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.25980392156862747,0.31391716151942517,0.5160282107168632
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.21568627450980393,0.40574068863392776,0.5728103839537804
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.14460784313725492,0.5797547992794121,0.7246934990992652
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.2034313725490196,0.4335552308263205,0.5912116783995279
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.42401960784313725,0.08984168497185577,0.2507209813168068
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.3828689370485036,0.11683232301276766,0.27529958024069967
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.5830753353973168,0.011092443619541665,0.07394962413027777
