program_id,lineage,score_method,g_mash_cirrhosis_vs_healthy,g_alcohol_cirrhosis_vs_healthy,g_mash_vs_alcohol_direct,shared_cirrhosis_component,shared_bootstrap_low,shared_bootstrap_high,etiology_divergence_component,divergence_bootstrap_low,divergence_bootstrap_high,mash_above_random_95th,alcohol_above_random_95th,shared_larger_than_divergence
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,0.1499927970025306,-0.2774641232253564,0.4965781831524327,-0.0637356631114129,-0.9995891020866641,1.866108803585228,0.2137284601139435,-0.35680203187501647,1.0518681304151127,False,True,False
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,0.2032113909486284,0.0664105132827775,0.2674214612594623,0.13481095211570293,-0.7846471963200057,1.8216064096257014,0.06840043883292544,-0.31051466959600466,0.5144642197415721,False,True,True
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,0.2362301519934569,-0.4920163004068936,0.7656771899251319,-0.12789307420671836,-1.5156496351945377,0.8689935988447384,0.36412322620017523,-0.16761644069840456,1.201005928085725,True,False,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,standardized_mean,0.5230836134993463,0.0447335287006061,0.4439795258461984,0.2839085710999762,-0.6782664067405088,1.8953377914078222,0.2391750423993701,-0.3447468149212802,1.011957298596902,True,True,True
RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,0.4927002448611705,0.3789006958783729,0.0171812234226021,0.43580047036977165,-0.7247822212086491,1.4251459021262376,0.0568997744913988,-1.1916480182180529,0.6136941580461203,False,False,True
RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,standardized_mean,0.1338793612344145,0.097763424223502,0.0022642969941869,0.11582139272895825,-1.3382875836717878,1.1604677388299924,0.018057968505456247,-1.028537464400611,0.6137717565514506,False,False,True
RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,0.3822095500839301,-0.8761011454393433,1.3620164997815258,-0.24694579767770658,-1.686784078981359,0.6694092717589286,0.6291553477616367,0.24738289824745796,1.4449885687418245,False,False,False
RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,0.0523992587091827,-0.769553285987072,1.203683845750684,-0.3585770136389446,-2.4516752471056873,0.5427150313218011,0.41097627234812734,0.07291992760712925,1.2967965389409484,False,False,False
RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,0.7076167543572447,-0.6017171383912758,1.5806379064184268,0.05294980798298443,-1.2210773708703184,1.13853542671216,0.6546669463742603,0.23910636007768804,1.6579875550954526,False,False,False
RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,0.7288626640987168,0.3324264329616073,0.4582213786908628,0.5306445485301621,-0.4586090663506419,1.7411435852914812,0.19821811556855476,-0.39063784931498996,1.0098226330044235,False,False,True
RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,0.6939810740561793,0.940733196977837,-0.3475209974879283,0.8173571355170082,-0.08529291526182187,2.570627524871494,-0.12337606146082886,-0.676402310464364,0.29434247298420135,False,True,True
RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,0.6888580593871937,1.429838059855573,-1.0746878774990212,1.0593480596213833,0.16787443453928214,3.8062020375503187,-0.3704900002341897,-1.2798793933218664,0.013746282987585514,False,True,True
RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,1.323858129344624,0.3143745922264389,0.8964100209871466,0.8191163607855315,-0.07027818078843688,2.351516406050326,0.5047417685590926,-0.004616583876837082,1.4024746267461863,False,False,True
RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,1.3299916451045637,1.444192839239916,-0.0286951499640247,1.3870922421722398,0.829976007960427,2.8946978519336417,-0.05710059706767612,-0.9630097660505132,0.9111240804666885,False,False,True
RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,1.0623453610518327,0.3459213702719354,0.7621740680574457,0.7041333656618841,-0.175297499930421,3.040942056558473,0.35821199538994863,-0.18708981913683978,1.3406523388788931,False,False,True
RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,0.6322917105337805,0.3452424541821655,0.3704833044960874,0.488767082357973,-0.42211648882185693,2.8335825403250237,0.14352462817580752,-0.29604817864266475,0.8323055322388742,False,False,True
