dataset_id,contrast,lineage,program_id,score_method,analysis_tier,cell_gate,real_hedges_g,genes_dropped,loo_g_min,loo_g_median,loo_g_max,loo_positive_fraction,real_expected_direction,all_loo_expected_direction,sign_stable_vs_real
GSE202379,end_stage_vs_healthy_separate_stratum,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,sensitivity,20,-0.7806193408478683,261,-0.8218625455143271,-0.7797250324044745,-0.7484788531429281,0.0,False,False,True
GSE202379,end_stage_vs_healthy_separate_stratum,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,sensitivity,20,1.0435114601629605,252,0.9477764452090048,1.043462816252105,1.116981291772785,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,sensitivity,20,0.1962282749573973,252,0.15521872819232305,0.19622827495739723,0.23424518845234465,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,sensitivity,20,0.1317452203653875,122,0.06455553652660104,0.1330307093472209,0.20400152696190682,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,sensitivity,20,-0.1592615517777679,122,-0.19340441924246607,-0.15772304430908246,-0.12902064642832586,0.0,False,False,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,sensitivity,20,0.4068064835834196,4,-0.22876348169136604,0.30886700004043594,1.0516398725783218,0.5,True,False,False
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,sensitivity,20,0.0373857976535181,4,-0.8248531730122901,0.16508065959973983,0.7037469738158183,0.5,True,False,False
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,sensitivity,20,1.5981160756296469,353,1.5471066234061868,1.5977903062239145,1.6447025282502603,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,sensitivity,20,1.170671713593454,353,1.1461553217375162,1.170671713593454,1.1974125299599807,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,sensitivity,20,1.4990189321613303,123,1.4193636887550878,1.4994650860311727,1.5948689582843354,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,sensitivity,20,0.7974772621479973,123,0.7557725186067586,0.7967263717678553,0.8594363072217612,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,sensitivity,20,0.7336057649335807,22,0.4968741604887056,0.7533900052734507,0.9478488121397415,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,sensitivity,20,0.2761599707515699,22,0.1357948286960963,0.29172479360546827,0.39049327388182037,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,sensitivity,20,0.3826480978853818,39,0.2752432618660331,0.38286969249378966,0.4752748699493282,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,sensitivity,20,-0.0180094271570694,39,-0.10835305305704186,-0.024102565804638633,0.07996539379001837,0.3333333333333333,False,False,False
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,sensitivity,20,1.125760232633681,56,0.9720220711594941,1.1254363071763622,1.2743511126231273,1.0,True,True,True
GSE202379,end_stage_vs_healthy_separate_stratum,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,sensitivity,20,0.9433122086634594,56,0.8652889809029233,0.942060655143989,1.0424057068984023,1.0,True,True,True
