dataset_id,contrast,lineage,source_state,program_id,score_method,cell_gate,analysis_tier,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,effect_status
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_1,singscore,30,primary,5,9,0.7975757534597443,0.7759800452933937,-0.02159570816635059,0.048632622690622455,-0.41571393008221075,0.4312598378270467,-1.2609832122232223,0.42955535205880074,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_1,singscore,20,sensitivity,5,9,0.7975757534597443,0.7759800452933937,-0.02159570816635059,0.048632622690622455,-0.41571393008221075,0.4312598378270467,-1.2609832122232223,0.42955535205880074,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_1,standardized_mean,30,primary,5,9,0.610657109933546,0.4336683828549568,-0.17698872707858926,0.33138437528044173,-0.49999814911647095,0.42308075894798364,-1.3292364366545188,0.329240138421577,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_1,standardized_mean,20,sensitivity,5,9,0.610657109933546,0.4336683828549568,-0.17698872707858926,0.33138437528044173,-0.49999814911647095,0.42308075894798364,-1.3292364366545188,0.329240138421577,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_2,singscore,30,primary,5,9,0.26204473385165167,0.35909767293427,0.0970529390826183,0.06440081242398864,1.4108218081530381,0.4611902671323376,0.5068888845736566,2.3147547317324197,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_2,singscore,20,sensitivity,5,9,0.26204473385165167,0.35909767293427,0.0970529390826183,0.06440081242398864,1.4108218081530381,0.4611902671323376,0.5068888845736566,2.3147547317324197,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_2,standardized_mean,30,primary,5,9,-0.18919789330599274,0.008797874132351419,0.19799576743834416,0.14711292169261023,1.2599691284550472,0.559992455604256,0.1623839154707054,2.357554341439389,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_2,standardized_mean,20,sensitivity,5,9,-0.18919789330599274,0.008797874132351419,0.19799576743834416,0.14711292169261023,1.2599691284550472,0.559992455604256,0.1623839154707054,2.357554341439389,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_3,singscore,30,primary,5,9,0.5442731525079542,0.5715521684706576,0.027279015962703435,0.03181157411612392,0.8027833544051507,0.44128770119803035,-0.06214053994298874,1.66770724875329,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_3,singscore,20,sensitivity,5,9,0.5442731525079542,0.5715521684706576,0.027279015962703435,0.03181157411612392,0.8027833544051507,0.44128770119803035,-0.06214053994298874,1.66770724875329,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_3,standardized_mean,30,primary,5,9,-0.06536169658453157,-0.03809304899086999,0.027268647593661585,0.1721956031045438,0.1482505659804763,0.49337670224994284,-0.8187677704294116,1.1152689023903644,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_3,standardized_mean,20,sensitivity,5,9,-0.06536169658453157,-0.03809304899086999,0.027268647593661585,0.1721956031045438,0.1482505659804763,0.49337670224994284,-0.8187677704294116,1.1152689023903644,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_4,singscore,30,primary,5,9,0.5231631818111643,0.547747009039639,0.02458382722847474,0.04669636007751048,0.4928574032083255,0.44043710615297094,-0.3703993248514975,1.3561141312681486,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_4,singscore,20,sensitivity,5,9,0.5231631818111643,0.547747009039639,0.02458382722847474,0.04669636007751048,0.4928574032083255,0.44043710615297094,-0.3703993248514975,1.3561141312681486,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_4,standardized_mean,30,primary,5,9,0.019543733829549048,0.03499839104515921,0.015454657215610165,0.2005963979320657,0.07212587007002254,0.45273247371279557,-0.8152297784070567,0.9594815185471018,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_4,standardized_mean,20,sensitivity,5,9,0.019543733829549048,0.03499839104515921,0.015454657215610165,0.2005963979320657,0.07212587007002254,0.45273247371279557,-0.8152297784070567,0.9594815185471018,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_5,singscore,30,primary,5,9,0.4807058411903359,0.5331857758244396,0.05247993463410372,0.05102938075681235,0.9627816533084935,0.575168361146039,-0.16454833453774287,2.09011164115473,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_5,singscore,20,sensitivity,5,9,0.4807058411903359,0.5331857758244396,0.05247993463410372,0.05102938075681235,0.9627816533084935,0.575168361146039,-0.16454833453774287,2.09011164115473,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_5,standardized_mean,30,primary,5,9,-0.2175919333383328,-0.07649430587518599,0.1410976274631468,0.24603634502326777,0.5368775735570857,0.5682953673301865,-0.5769813464100799,1.6507364935242512,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_5,standardized_mean,20,sensitivity,5,9,-0.2175919333383328,-0.07649430587518599,0.1410976274631468,0.24603634502326777,0.5368775735570857,0.5682953673301865,-0.5769813464100799,1.6507364935242512,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_6_SAENDO1,singscore,30,primary,5,9,0.4436258643519199,0.5943727216255537,0.15074685727363374,0.10082643095352012,1.399679787462814,0.4759463260206979,0.46682498846224607,2.3325345864633817,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_6_SAENDO1,singscore,20,sensitivity,5,9,0.4436258643519199,0.5943727216255537,0.15074685727363374,0.10082643095352012,1.399679787462814,0.4759463260206979,0.46682498846224607,2.3325345864633817,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_6_SAENDO1,standardized_mean,30,primary,5,9,-0.263639931849733,0.12038525354242581,0.3840251853921588,0.3804368598940426,0.9450002810353165,0.511449676356088,-0.05744108462261577,1.9474416466932487,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_6_SAENDO1,standardized_mean,20,sensitivity,5,9,-0.263639931849733,0.12038525354242581,0.3840251853921588,0.3804368598940426,0.9450002810353165,0.511449676356088,-0.05744108462261577,1.9474416466932487,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_7_SAENDO2,singscore,30,primary,5,9,0.31782742510758727,0.3875540075650593,0.06972658245747204,0.07026836478059467,0.9289521641562564,0.5546825224166745,-0.1582255797804255,2.016129908092938,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_7_SAENDO2,singscore,20,sensitivity,5,9,0.31782742510758727,0.3875540075650593,0.06972658245747204,0.07026836478059467,0.9289521641562564,0.5546825224166745,-0.1582255797804255,2.016129908092938,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_7_SAENDO2,standardized_mean,30,primary,5,9,-0.006004236620273473,0.10657163594213936,0.11257587256241283,0.282927345709282,0.37249908913845153,0.6299635663406635,-0.862229500889249,1.6072276791661522,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,RAM2019_ENDO_7_SAENDO2,standardized_mean,20,sensitivity,5,9,-0.006004236620273473,0.10657163594213936,0.11257587256241283,0.282927345709282,0.37249908913845153,0.6299635663406635,-0.862229500889249,1.6072276791661522,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_1,singscore,30,primary,5,9,0.6937859460256599,0.6630554628472572,-0.030730483178402657,0.09861928119845005,-0.29171742711888715,0.4436503541024896,-1.1612721211597667,0.5778372669219924,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_1,singscore,20,sensitivity,5,9,0.6937859460256599,0.6630554628472572,-0.030730483178402657,0.09861928119845005,-0.29171742711888715,0.4436503541024896,-1.1612721211597667,0.5778372669219924,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_1,standardized_mean,30,primary,5,9,0.05459230243335671,-0.1771919393024466,-0.2317842417358033,0.4478629938544936,-0.4844997373730345,0.4369210134169232,-1.340864923670204,0.3718654489241349,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_1,standardized_mean,20,sensitivity,5,9,0.05459230243335671,-0.1771919393024466,-0.2317842417358033,0.4478629938544936,-0.4844997373730345,0.4369210134169232,-1.340864923670204,0.3718654489241349,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_2,singscore,30,primary,5,9,0.28037227114342017,0.3961900553571209,0.1158177842137007,0.07512592922167234,1.4432455054165698,0.4862146939728912,0.4902647052297031,2.3962263056034363,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_2,singscore,20,sensitivity,5,9,0.28037227114342017,0.3961900553571209,0.1158177842137007,0.07512592922167234,1.4432455054165698,0.4862146939728912,0.4902647052297031,2.3962263056034363,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_2,standardized_mean,30,primary,5,9,-0.27698751540470906,0.03488899062459783,0.3118765060293069,0.23274131795301353,1.2544807152166393,0.5513588347986242,0.17381739901133586,2.335144031421943,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_2,standardized_mean,20,sensitivity,5,9,-0.27698751540470906,0.03488899062459783,0.3118765060293069,0.23274131795301353,1.2544807152166393,0.5513588347986242,0.17381739901133586,2.335144031421943,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_3,singscore,30,primary,5,9,0.6491020737175388,0.6420724085205036,-0.007029665197035184,0.051734333713998326,-0.12720687966260966,0.4887236515397338,-1.0851052366804879,0.8306914773552685,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_3,singscore,20,sensitivity,5,9,0.6491020737175388,0.6420724085205036,-0.007029665197035184,0.051734333713998326,-0.12720687966260966,0.4887236515397338,-1.0851052366804879,0.8306914773552685,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_3,standardized_mean,30,primary,5,9,0.34429705531066634,0.17065500951429685,-0.1736420457963695,0.33194854728456985,-0.4897099634508919,0.46666785662540294,-1.4043789624366818,0.4249590355348979,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_3,standardized_mean,20,sensitivity,5,9,0.34429705531066634,0.17065500951429685,-0.1736420457963695,0.33194854728456985,-0.4897099634508919,0.46666785662540294,-1.4043789624366818,0.4249590355348979,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_4,singscore,30,primary,5,9,0.4813080344660185,0.5322300768942082,0.05092204242818971,0.06093080479033698,0.7823907702928573,0.5499036421050146,-0.29542036823297135,1.860201908818686,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_4,singscore,20,sensitivity,5,9,0.4813080344660185,0.5322300768942082,0.05092204242818971,0.06093080479033698,0.7823907702928573,0.5499036421050146,-0.29542036823297135,1.860201908818686,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_4,standardized_mean,30,primary,5,9,-0.2192995486368353,-0.1103020444555148,0.1089975041813205,0.26519316355989514,0.38477695016952757,0.5576905697389628,-0.7082965665188397,1.4778504668578947,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_4,standardized_mean,20,sensitivity,5,9,-0.2192995486368353,-0.1103020444555148,0.1089975041813205,0.26519316355989514,0.38477695016952757,0.5576905697389628,-0.7082965665188397,1.4778504668578947,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_5,singscore,30,primary,5,9,0.5951949518758592,0.6585785406981819,0.06338358882232265,0.07511459325025437,0.7899640438173152,0.5403310973274235,-0.26908490694443477,1.8490129945790652,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_5,singscore,20,sensitivity,5,9,0.5951949518758592,0.6585785406981819,0.06338358882232265,0.07511459325025437,0.7899640438173152,0.5403310973274235,-0.26908490694443477,1.8490129945790652,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_5,standardized_mean,30,primary,5,9,0.3450870653162005,0.556548129570447,0.2114610642542465,0.32301543345704264,0.6128609626974391,0.527804886536253,-0.4216366149136168,1.647358540308495,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_5,standardized_mean,20,sensitivity,5,9,0.3450870653162005,0.556548129570447,0.2114610642542465,0.32301543345704264,0.6128609626974391,0.527804886536253,-0.4216366149136168,1.647358540308495,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_6_SAENDO1,singscore,30,primary,5,9,0.6065273895345985,0.7292334172483503,0.12270602771375183,0.11155080823549775,1.0297883976773676,0.49521506293024226,0.059166874334092845,2.0004099210206423,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_6_SAENDO1,singscore,20,sensitivity,5,9,0.6065273895345985,0.7292334172483503,0.12270602771375183,0.11155080823549775,1.0297883976773676,0.49521506293024226,0.059166874334092845,2.0004099210206423,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_6_SAENDO1,standardized_mean,30,primary,5,9,0.26571907796365324,0.7547937279301825,0.4890746499665293,0.3902171730046508,1.17333923464241,0.5133711412296417,0.16713179783231236,2.179546671452508,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_6_SAENDO1,standardized_mean,20,sensitivity,5,9,0.26571907796365324,0.7547937279301825,0.4890746499665293,0.3902171730046508,1.17333923464241,0.5133711412296417,0.16713179783231236,2.179546671452508,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_7_SAENDO2,singscore,30,primary,5,9,0.3227707094894423,0.4292768912183169,0.1065061817288746,0.09264366559121466,1.0762518319381515,0.5287146310801089,0.03997115502113813,2.112532508855165,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_7_SAENDO2,singscore,20,sensitivity,5,9,0.3227707094894423,0.4292768912183169,0.1065061817288746,0.09264366559121466,1.0762518319381515,0.5287146310801089,0.03997115502113813,2.112532508855165,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_7_SAENDO2,standardized_mean,30,primary,5,9,-0.0522003185604241,0.3075494305027842,0.35974974906320834,0.370127375068445,0.9099218858392302,0.5334133832953012,-0.1355683454195602,1.9554121170980205,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,RAM2019_ENDO_7_SAENDO2,standardized_mean,20,sensitivity,5,9,-0.0522003185604241,0.3075494305027842,0.35974974906320834,0.370127375068445,0.9099218858392302,0.5334133832953012,-0.1355683454195602,1.9554121170980205,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_A_SAM,singscore,30,primary,4,9,0.21097249713511812,0.36293760557149274,0.15196510843637462,0.09118201852583521,1.5503373785113923,0.5239719924732461,0.52335227326383,2.5773224837589543,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_A_SAM,singscore,20,sensitivity,5,9,0.2184243023282404,0.36293760557149274,0.14451330324325234,0.08782859895824945,1.5403758166409829,0.48751061668827267,0.5848550079319684,2.4958966253499972,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_A_SAM,standardized_mean,30,primary,4,9,-0.30452921025129,0.20427979610175293,0.5088090063530429,0.3424166439008526,1.3822654710711844,0.4507426885947702,0.49880980142543485,2.2657211407169338,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_A_SAM,standardized_mean,20,sensitivity,5,9,-0.2905053829617538,0.20427979610175293,0.4947851790635067,0.3283385058214173,1.4107487795210372,0.441887818944111,0.5446486543905796,2.276848904651495,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_B_SAM,singscore,30,primary,4,9,0.47528472626419954,0.53594777873521,0.0606630524710105,0.04625591497309852,1.219968224982251,0.6219073621794354,0.0010297951105575631,2.4389066548539446,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_B_SAM,singscore,20,sensitivity,5,9,0.44437122160655135,0.53594777873521,0.0915765571286587,0.0596158548362992,1.4380611534787522,0.6756536450330556,0.11378000921396336,2.7623422977435412,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_B_SAM,standardized_mean,30,primary,4,9,-0.04386013906281774,0.12500328862075527,0.16886342768357301,0.18420195997173458,0.8527719158602027,0.5336945450826224,-0.19326939250173703,1.8988132242221425,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_B_SAM,standardized_mean,20,sensitivity,5,9,-0.1762142062760318,0.12500328862075527,0.30121749489678706,0.24555820165311001,1.1483666372696064,0.6641551168932703,-0.15337739184120336,2.450110666380416,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_C_KC,singscore,30,primary,4,9,0.7588443687811363,0.7554902886344148,-0.00335408014672145,0.03780050502847562,-0.08254055211006645,0.6450879664939632,-1.3469129664382342,1.1818318622181014,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_C_KC,singscore,20,sensitivity,5,9,0.7245882129465601,0.7554902886344148,0.030902075687854746,0.05714553368063951,0.5062443363165202,0.719551985546041,-0.9040775553537203,1.9165662279867606,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_C_KC,standardized_mean,30,primary,4,9,0.12352416364731197,0.0470232382719505,-0.07650092537536148,0.22597658005547588,-0.3149160479129913,0.5958939590662485,-1.4828682076828383,0.8530361118568557,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_C_KC,standardized_mean,20,sensitivity,5,9,-0.054573650607484495,0.0470232382719505,0.101596888879435,0.3157129749888836,0.3012609192953471,0.6916339445265605,-1.0543416119767115,1.6568634505674056,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_D_TMO,singscore,30,primary,4,9,0.1971151033651034,0.2086195211195211,0.011504417754417684,0.03309574420509606,0.3233583113066843,0.8895482060550115,-1.4201561725611382,2.0668727951745067,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_D_TMO,singscore,20,sensitivity,5,9,0.18465070965070968,0.2086195211195211,0.023968811468811413,0.035538515893240155,0.6313962969053653,0.7365254563814844,-0.812193597602344,2.0749861914130747,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_D_TMO,standardized_mean,30,primary,4,9,0.03026873301011372,0.0043017319536068355,-0.025967001056506886,0.1828489237464198,-0.13210550724108033,0.7253211218586627,-1.5537349060840593,1.2895238916018985,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_D_TMO,standardized_mean,20,sensitivity,5,9,-0.05638271439389573,0.0043017319536068355,0.060684446347502564,0.2077539580071542,0.27345313462942283,0.6727530766092435,-1.0451428955246944,1.5920491647835402,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_E_TMO,singscore,30,primary,4,9,0.4833151345783884,0.543659098931497,0.060343964353108626,0.035621571592242406,1.5758406442880772,0.7030713662858437,0.19782076636782375,2.9538605222083305,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_E_TMO,singscore,20,sensitivity,5,9,0.4791848081347105,0.543659098931497,0.06447429079678652,0.03451938093344648,1.7485513616114405,0.5992158129675504,0.5740883681950417,2.9230143550278394,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_E_TMO,standardized_mean,30,primary,4,9,-0.16584088346743892,0.11204409652402167,0.27788497999146056,0.1724427383266829,1.4990347422823964,0.6364246886889611,0.2516423524520328,2.74642713211276,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_E_TMO,standardized_mean,20,sensitivity,5,9,-0.159202217944918,0.11204409652402167,0.27124631446893965,0.1653236511654365,1.5359733355650544,0.5516330273114924,0.4547726020345293,2.6171740690955794,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_F_CDC1,singscore,30,primary,4,9,0.3354324604451741,0.37960918003726934,0.04417671959209524,0.042074651059976736,0.9767073960468012,0.5646700331614513,-0.1300458689496432,2.0834606610432456,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_F_CDC1,singscore,20,sensitivity,5,9,0.31558908750555464,0.37960918003726934,0.0640200925317147,0.04773907193660769,1.2554434180517187,0.6099097876305257,0.06002023429588821,2.450866601807549,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_F_CDC1,standardized_mean,30,primary,4,9,-0.04438503038516347,0.07427763668538245,0.11866266707054593,0.22378963290975282,0.4932483909529811,0.47747770549438123,-0.4426079118160061,1.4291046937219685,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,RAM2019_MAC_SIG_F_CDC1,standardized_mean,20,sensitivity,5,9,-0.16374670450387424,0.07427763668538245,0.2380243411892567,0.2639198083296527,0.84431441332472,0.600601240400658,-0.3328640178605695,2.0214928445100098,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_HSC,singscore,30,primary,5,9,0.1048793940285336,0.20446021473746137,0.09958082070892776,0.09908231579247712,0.9408802909465678,0.6643678870892754,-0.3612807677484121,2.2430413496415476,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_HSC,singscore,20,sensitivity,5,9,0.1048793940285336,0.20446021473746137,0.09958082070892776,0.09908231579247712,0.9408802909465678,0.6643678870892754,-0.3612807677484121,2.2430413496415476,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_HSC,standardized_mean,30,primary,5,9,0.145284973287429,0.37676311994546535,0.23147814665803634,0.2695426977646645,0.8039651884642223,0.609955767823857,-0.39154811647053744,1.999478493398982,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_HSC,standardized_mean,20,sensitivity,5,9,0.145284973287429,0.37676311994546535,0.23147814665803634,0.2695426977646645,0.8039651884642223,0.609955767823857,-0.39154811647053744,1.999478493398982,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_MESOTHELIAL,singscore,30,primary,5,9,0.26689600938040814,0.32468343040389747,0.05778742102348933,0.033470949423902975,1.6162930292058508,0.4421023435323604,0.7497724358824245,2.482813622529277,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_MESOTHELIAL,singscore,20,sensitivity,5,9,0.26689600938040814,0.32468343040389747,0.05778742102348933,0.033470949423902975,1.6162930292058508,0.4421023435323604,0.7497724358824245,2.482813622529277,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_MESOTHELIAL,standardized_mean,30,primary,5,9,0.03735759746754288,0.21458604063922007,0.17722844317167719,0.1628999428071072,1.0185147182566698,0.5384329024754251,-0.03681377059516322,2.073843207108503,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_MESOTHELIAL,standardized_mean,20,sensitivity,5,9,0.03735759746754288,0.21458604063922007,0.17722844317167719,0.1628999428071072,1.0185147182566698,0.5384329024754251,-0.03681377059516322,2.073843207108503,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_SAMES,singscore,30,primary,5,9,0.5442051846603257,0.6193978410410375,0.07519265638071171,0.0528695748913642,1.3314486690504208,0.5484275947552487,0.25653058333013345,2.4063667547707084,ESTIMATED
