dataset_id,contrast,lineage,source_state,program_id,score_method,cell_gate,analysis_tier,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,effect_status
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_SAMES,singscore,20,sensitivity,5,9,0.5442051846603257,0.6193978410410375,0.07519265638071171,0.0528695748913642,1.3314486690504208,0.5484275947552487,0.25653058333013345,2.4063667547707084,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_SAMES,standardized_mean,30,primary,5,9,0.11549147996115976,0.34948321194161847,0.2339917319804587,0.20250495216083617,1.0817320128528969,0.5919187979210733,-0.07842883107240661,2.2418928567782004,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_SAMES,standardized_mean,20,sensitivity,5,9,0.11549147996115976,0.34948321194161847,0.2339917319804587,0.20250495216083617,1.0817320128528969,0.5919187979210733,-0.07842883107240661,2.2418928567782004,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_VSMC,singscore,30,primary,5,9,0.4708862114410719,0.4603773774242536,-0.010508834016818291,0.05315803588503937,-0.18507187509190315,0.5615343816394882,-1.2856792631053,0.9155355129214937,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_VSMC,singscore,20,sensitivity,5,9,0.4708862114410719,0.4603773774242536,-0.010508834016818291,0.05315803588503937,-0.18507187509190315,0.5615343816394882,-1.2856792631053,0.9155355129214937,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_VSMC,standardized_mean,30,primary,5,9,0.3324456474331944,0.2663999393220291,-0.06604570811116528,0.22806369489794182,-0.2711085806198868,0.532966262142855,-1.3157224544198827,0.7735052931801092,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_MES_VSMC,standardized_mean,20,sensitivity,5,9,0.3324456474331944,0.2663999393220291,-0.06604570811116528,0.22806369489794182,-0.2711085806198868,0.532966262142855,-1.3157224544198827,0.7735052931801092,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_A,singscore,30,primary,5,9,0.6701694317525645,0.7182287475062985,0.04805931575373401,0.04459686787214082,1.0088533567772218,0.6067399437713333,-0.18035693301459155,2.198063646569035,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_A,singscore,20,sensitivity,5,9,0.6701694317525645,0.7182287475062985,0.04805931575373401,0.04459686787214082,1.0088533567772218,0.6067399437713333,-0.18035693301459155,2.198063646569035,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_A,standardized_mean,30,primary,5,9,0.2033544884652052,0.42001260711250876,0.21665811864730355,0.17140876195303933,1.1833051865055009,0.5847900894976492,0.03711661109010844,2.3294937619208933,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_A,standardized_mean,20,sensitivity,5,9,0.2033544884652052,0.42001260711250876,0.21665811864730355,0.17140876195303933,1.1833051865055009,0.5847900894976492,0.03711661109010844,2.3294937619208933,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_B,singscore,30,primary,5,9,0.4006074991928529,0.4678508432388827,0.06724334404602983,0.055727144155603765,1.1296329043327806,0.5270607132540999,0.09659390635474496,2.1626719023108163,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_B,singscore,20,sensitivity,5,9,0.4006074991928529,0.4678508432388827,0.06724334404602983,0.055727144155603765,1.1296329043327806,0.5270607132540999,0.09659390635474496,2.1626719023108163,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_B,standardized_mean,30,primary,5,9,0.07877176760658489,0.19734042675250807,0.11856865914592318,0.20468806667919096,0.542290758131909,0.6101252961631091,-0.6535548223477847,1.7381363386116027,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,RAM2019_SAMES_B,standardized_mean,20,sensitivity,5,9,0.07877176760658489,0.19734042675250807,0.11856865914592318,0.20468806667919096,0.542290758131909,0.6101252961631091,-0.6535548223477847,1.7381363386116027,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_1,singscore,20,sensitivity,3,4,0.6295031767050167,0.638899862321448,0.009396685616431366,0.09982726510167801,0.07926690574741518,0.8301656858957298,-1.5478578386082154,1.7063916501030456,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_1,standardized_mean,20,sensitivity,3,4,-0.42751331874178106,-0.454752675104384,-0.02723935636260294,0.3141568272996329,-0.07301577863244554,0.8182987323997497,-1.6768812941359548,1.5308497368710638,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_2,singscore,20,sensitivity,3,4,0.3588241006857109,0.5476614414558834,0.18883734077017245,0.09360285119587675,1.6988896867097576,0.777735037714221,0.17452901278988442,3.2232503606296308,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_2,standardized_mean,20,sensitivity,3,4,-0.3089205594489951,0.19835097996034728,0.5072715394093423,0.2920260039811582,1.4628013511234308,0.8130341690638067,-0.13074562024163017,3.0563483224884918,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_3,singscore,20,sensitivity,3,4,0.6806084763093359,0.738145911095053,0.057537434785717156,0.0626349864641564,0.7735704818805079,0.8644153473877678,-0.9206835989995169,2.4678245627605326,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_3,standardized_mean,20,sensitivity,3,4,0.4686342666161502,0.32170893056610267,-0.14692533605004754,0.22714876847985546,-0.5446941209807176,0.8386082883019219,-2.1883663660524846,1.0989781240910492,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_4,singscore,20,sensitivity,3,4,0.5883415059528029,0.6452009755594647,0.05685946960666177,0.1057937128351527,0.45259455720913416,0.8906741238434295,-1.2931267255239876,2.1983158399422558,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_4,standardized_mean,20,sensitivity,3,4,0.0384933838479767,0.12315168020040494,0.08465829635242825,0.3360467803711015,0.21214664473092912,0.8954216877179552,-1.542879863196263,1.967173152658121,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_5,singscore,20,sensitivity,3,4,0.6481820917571745,0.7045085503697827,0.05632645861260821,0.06332024594433652,0.7490938568750959,0.8682570048961249,-0.9526898727213088,2.4508775864715004,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_5,standardized_mean,20,sensitivity,3,4,0.27192145688875324,0.3659136152322945,0.09399215834354124,0.15863397196130177,0.49895549016433255,0.8650294802678822,-1.1965022911607166,2.1944132714893816,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_6_SAENDO1,singscore,20,sensitivity,3,4,0.6084387839696812,0.7933862180801152,0.18494743411043402,0.05627079418582544,2.7677805143041057,0.7235258487629177,1.349669850728787,4.185891177879425,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_6_SAENDO1,standardized_mean,20,sensitivity,3,4,-0.3210313945837679,0.478725466744533,0.7997568613283008,0.1943239702033351,3.4657559819639894,0.7370487890936127,2.0211403553405085,4.91037160858747,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_7_SAENDO2,singscore,20,sensitivity,3,4,0.22598003765742172,0.5495519222875906,0.32357188463016895,0.21375615146432075,1.2747309735433079,0.8753738893976716,-0.4410018496761283,2.990463796762744,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,RAM2019_ENDO_7_SAENDO2,standardized_mean,20,sensitivity,3,4,-0.00738199131760268,0.8098749800812416,0.8172569713988442,0.5916698545623946,1.1631763755759705,0.8654721204214945,-0.5331489804501586,2.8595017316020996,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_1,singscore,30,primary,5,4,0.801553861755373,0.7347249522463082,-0.06682890950906484,0.06598553466464947,-0.9002499626784574,0.6926203959267931,-2.2577859386949717,0.4572860133380571,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_1,singscore,20,sensitivity,5,4,0.801553861755373,0.7347249522463082,-0.06682890950906484,0.06598553466464947,-0.9002499626784574,0.6926203959267931,-2.2577859386949717,0.4572860133380571,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_1,standardized_mean,30,primary,5,4,0.4402804470528413,-0.006613719043223365,-0.4468941660960647,0.21655292710354312,-1.8343749219428493,0.7459495874270237,-3.2964361132998157,-0.372313730585883,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_1,standardized_mean,20,sensitivity,5,4,0.4402804470528413,-0.006613719043223365,-0.4468941660960647,0.21655292710354312,-1.8343749219428493,0.7459495874270237,-3.2964361132998157,-0.372313730585883,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_2,singscore,30,primary,5,4,0.37883401590591315,0.5712006534376085,0.19236663753169536,0.0869746103616374,1.9660055501698621,0.7231416412140532,0.5486479333903178,3.3833631669494064,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_2,singscore,20,sensitivity,5,4,0.37883401590591315,0.5712006534376085,0.19236663753169536,0.0869746103616374,1.9660055501698621,0.7231416412140532,0.5486479333903178,3.3833631669494064,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_2,standardized_mean,30,primary,5,4,-0.12022314426769087,0.44357819307150526,0.5638013373391961,0.292144079924839,1.7154437783933263,0.7479759114911135,0.2494109918707439,3.1814765649159087,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_2,standardized_mean,20,sensitivity,5,4,-0.12022314426769087,0.44357819307150526,0.5638013373391961,0.292144079924839,1.7154437783933263,0.7479759114911135,0.2494109918707439,3.1814765649159087,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_3,singscore,30,primary,5,4,0.6199391965130122,0.6618999002442791,0.041960703731266924,0.06017288294081638,0.6198540188504332,0.6730589642614764,-0.6993415511020605,1.939049588802927,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_3,singscore,20,sensitivity,5,4,0.6199391965130122,0.6618999002442791,0.041960703731266924,0.06017288294081638,0.6198540188504332,0.6730589642614764,-0.6993415511020605,1.939049588802927,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_3,standardized_mean,30,primary,5,4,0.1693295831320487,0.15535888221630065,-0.013970700915748063,0.16477503265713592,-0.07536579185414881,0.7197468969867064,-1.4860697099480933,1.3353381262397956,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_3,standardized_mean,20,sensitivity,5,4,0.1693295831320487,0.15535888221630065,-0.013970700915748063,0.16477503265713592,-0.07536579185414881,0.7197468969867064,-1.4860697099480933,1.3353381262397956,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_4,singscore,30,primary,5,4,0.5672517446018828,0.61688953432178,0.049637789719897185,0.07813958814882332,0.5646623023784666,0.7396811050718555,-0.8851126635623702,2.0144372683193033,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_4,singscore,20,sensitivity,5,4,0.5672517446018828,0.61688953432178,0.049637789719897185,0.07813958814882332,0.5646623023784666,0.7396811050718555,-0.8851126635623702,2.0144372683193033,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_4,standardized_mean,30,primary,5,4,0.07611832952985274,0.12914357310756935,0.05302524357771661,0.24357089864940504,0.1935105963323765,0.7450924794915403,-1.2668706634710425,1.6538918561357954,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_4,standardized_mean,20,sensitivity,5,4,0.07611832952985274,0.12914357310756935,0.05302524357771661,0.24357089864940504,0.1935105963323765,0.7450924794915403,-1.2668706634710425,1.6538918561357954,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_5,singscore,30,primary,5,4,0.5649813284819303,0.599497932226265,0.03451660374433474,0.10042404302832977,0.3055187246530643,0.6733879534313909,-1.0143216640724617,1.6253591133785905,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_5,singscore,20,sensitivity,5,4,0.5649813284819303,0.599497932226265,0.03451660374433474,0.10042404302832977,0.3055187246530643,0.6733879534313909,-1.0143216640724617,1.6253591133785905,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_5,standardized_mean,30,primary,5,4,-0.11887048005112337,-0.009185773524394085,0.10968470652672929,0.2828094002877858,0.344746379764729,0.671098696969097,-0.9706070662947011,1.660099825824159,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_5,standardized_mean,20,sensitivity,5,4,-0.11887048005112337,-0.009185773524394085,0.10968470652672929,0.2828094002877858,0.344746379764729,0.671098696969097,-0.9706070662947011,1.660099825824159,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_6_SAENDO1,singscore,30,primary,5,4,0.4935249209689614,0.6241806508331283,0.13065572986416696,0.06263587686059365,1.8541837740119962,0.7390602796608271,0.4056256258767752,3.3027419221472174,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_6_SAENDO1,singscore,20,sensitivity,5,4,0.4935249209689614,0.6241806508331283,0.13065572986416696,0.06263587686059365,1.8541837740119962,0.7390602796608271,0.4056256258767752,3.3027419221472174,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_6_SAENDO1,standardized_mean,30,primary,5,4,-0.41226699051697635,-0.15767836583341793,0.2545886246835584,0.25845021865629125,0.875607693022201,0.7230661368008888,-0.5416019351075412,2.292817321151943,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_6_SAENDO1,standardized_mean,20,sensitivity,5,4,-0.41226699051697635,-0.15767836583341793,0.2545886246835584,0.25845021865629125,0.875607693022201,0.7230661368008888,-0.5416019351075412,2.292817321151943,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_7_SAENDO2,singscore,30,primary,5,4,0.21338183843793362,0.28917210679592675,0.07579026835799313,0.27721213559063573,0.24302373085431028,0.5964866545096866,-0.9260901119846755,1.412137573693296,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_7_SAENDO2,singscore,20,sensitivity,5,4,0.21338183843793362,0.28917210679592675,0.07579026835799313,0.27721213559063573,0.24302373085431028,0.5964866545096866,-0.9260901119846755,1.412137573693296,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_7_SAENDO2,standardized_mean,30,primary,5,4,0.010853904867124519,0.12481690367857866,0.11396299881145414,0.6731949469851838,0.1504771297550882,0.596836162867201,-1.0193217494646256,1.320276008974802,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,RAM2019_ENDO_7_SAENDO2,standardized_mean,20,sensitivity,5,4,0.010853904867124519,0.12481690367857866,0.11396299881145414,0.6731949469851838,0.1504771297550882,0.596836162867201,-1.0193217494646256,1.320276008974802,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_1,singscore,20,sensitivity,6,3,0.829774326173954,0.750192010377094,-0.07958231579685993,0.03223209722400548,-2.1947016283877,0.6279851520314746,-3.4255525263693904,-0.9638507304060095,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_1,standardized_mean,20,sensitivity,6,3,0.48038061524787395,0.14170418657083025,-0.33867642867704373,0.12483057603898035,-2.4116344242903125,0.9746951309670506,-4.322036880985731,-0.5012319675948933,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_2,singscore,20,sensitivity,6,3,0.3735423502464599,0.4580816890310438,0.08453933878458392,0.06737345541475151,1.115366258966982,0.9040277064661695,-0.6565280457067102,2.887260563640674,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_2,standardized_mean,20,sensitivity,6,3,-0.12018032799985616,0.09964765053843432,0.21982797853829047,0.22334098969325392,0.8749072342607861,0.9487434044530527,-0.9846298384671971,2.7344443069887694,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_3,singscore,20,sensitivity,6,3,0.60757699639795,0.5667300516148287,-0.04084694478312134,0.03555041129834033,-1.0213213866380664,0.7890044914484821,-2.5677701898770913,0.5251274166009585,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_3,standardized_mean,20,sensitivity,6,3,0.08574917895857702,-0.16132561762417844,-0.24707479658275544,0.14594971926514094,-1.5047787862333277,0.8270134728470232,-3.1257251930134933,0.11616762054683782,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_4,singscore,20,sensitivity,6,3,0.6064538993382433,0.5340657546839526,-0.07238814465429078,0.06985871055851785,-0.9210736493136592,1.0092247174711433,-2.8991540955571,1.0570067969297816,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_4,standardized_mean,20,sensitivity,6,3,0.13563184647095755,-0.09983875846897117,-0.23547060493992872,0.22326499918742657,-0.9374832828827705,1.0040168572696637,-2.9053563231313113,1.0303897573657705,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_5,singscore,20,sensitivity,6,3,0.5480186494800549,0.41731298844600073,-0.13070566103405412,0.07247520459626944,-1.6030697733832744,0.8272664801691524,-3.224512074514813,0.018372527748264256,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_5,standardized_mean,20,sensitivity,6,3,-0.25995452254140805,-0.5644198631741378,-0.3044653406327298,0.2529979877186152,-1.0697154581371846,0.8279382919055913,-2.6924745102721435,0.5530435939977743,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_6_SAENDO1,singscore,20,sensitivity,6,3,0.489285258775406,0.514770680927176,0.02548542215177002,0.08748669856995694,0.2589388895642982,0.7152920217624603,-1.143033473090124,1.6609112522187206,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_6_SAENDO1,standardized_mean,20,sensitivity,6,3,-0.4304851388014532,-0.4249046326493273,0.005580506152125908,0.3225268798470337,0.015379958145979714,0.5327255651698651,-1.0287621495869559,1.0595220658789153,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_7_SAENDO2,singscore,20,sensitivity,6,3,0.4234929701802736,0.23919368814703343,-0.18429928203324017,0.18169246734588218,-0.901642134220594,0.7131844336455506,-2.299483624165873,0.4961993557246851,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,RAM2019_ENDO_7_SAENDO2,standardized_mean,20,sensitivity,6,3,0.4451496877615406,0.01664879515428347,-0.42850089260725716,0.47806846770958294,-0.7967262181971491,0.6714549213379062,-2.1127778640194452,0.5193254276251471,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_A_SAM,singscore,30,primary,6,4,0.36334611684613316,0.4658116073943087,0.10246549054817555,0.08382342715908303,1.1041003508266531,0.5444787229899185,0.036922053766413,2.1712786478868935,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_A_SAM,singscore,20,sensitivity,6,4,0.36334611684613316,0.4658116073943087,0.10246549054817555,0.08382342715908303,1.1041003508266531,0.5444787229899185,0.036922053766413,2.1712786478868935,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_A_SAM,standardized_mean,30,primary,6,4,-0.19263240141820523,0.19817600548310194,0.39080840690130714,0.25560831549304225,1.3809732199464055,0.5397997869640978,0.32296563749677376,2.4389808023960375,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_A_SAM,standardized_mean,20,sensitivity,6,4,-0.19263240141820523,0.19817600548310194,0.39080840690130714,0.25560831549304225,1.3809732199464055,0.5397997869640978,0.32296563749677376,2.4389808023960375,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_B_SAM,singscore,30,primary,6,4,0.6134042274394017,0.595299913047008,-0.018104314392393683,0.0709489099251813,-0.2304797069407764,0.5247039288839187,-1.2588994075532571,0.7979399936717042,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_B_SAM,singscore,20,sensitivity,6,4,0.6134042274394017,0.595299913047008,-0.018104314392393683,0.0709489099251813,-0.2304797069407764,0.5247039288839187,-1.2588994075532571,0.7979399936717042,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_B_SAM,standardized_mean,30,primary,6,4,0.020822131222268458,0.11535340440978502,0.09453127318751656,0.2707203558754831,0.31539218831022825,0.5240447071664629,-0.711735437736039,1.3425198143564954,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_B_SAM,standardized_mean,20,sensitivity,6,4,0.020822131222268458,0.11535340440978502,0.09453127318751656,0.2707203558754831,0.31539218831022825,0.5240447071664629,-0.711735437736039,1.3425198143564954,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_C_KC,singscore,30,primary,6,4,0.7969153895988469,0.7802952513530153,-0.01662013824583164,0.03573823510117521,-0.4200469812773417,0.6058455833739994,-1.6075043246903806,0.7674103621356971,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_C_KC,singscore,20,sensitivity,6,4,0.7969153895988469,0.7802952513530153,-0.01662013824583164,0.03573823510117521,-0.4200469812773417,0.6058455833739994,-1.6075043246903806,0.7674103621356971,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_C_KC,standardized_mean,30,primary,6,4,-0.12204900168861622,-0.058409002881921766,0.06363999880669446,0.17263733579383087,0.3329597794152843,0.55864524375344,-0.7619848983414581,1.4279044571720267,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_C_KC,standardized_mean,20,sensitivity,6,4,-0.12204900168861622,-0.058409002881921766,0.06363999880669446,0.17263733579383087,0.3329597794152843,0.55864524375344,-0.7619848983414581,1.4279044571720267,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_D_TMO,singscore,30,primary,6,4,0.2902186317589764,0.2610896047742861,-0.029129026984690276,0.05122551807826818,-0.5136129389496484,0.6340899781783446,-1.7564292961792038,0.729203418279907,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_D_TMO,singscore,20,sensitivity,6,4,0.2902186317589764,0.2610896047742861,-0.029129026984690276,0.05122551807826818,-0.5136129389496484,0.6340899781783446,-1.7564292961792038,0.729203418279907,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_D_TMO,standardized_mean,30,primary,6,4,0.23982798359574561,0.0857231941679085,-0.15410478942783712,0.18175390004151756,-0.7658235816519977,0.573571272831608,-1.8900232764019496,0.35837611309795403,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_D_TMO,standardized_mean,20,sensitivity,6,4,0.23982798359574561,0.0857231941679085,-0.15410478942783712,0.18175390004151756,-0.7658235816519977,0.573571272831608,-1.8900232764019496,0.35837611309795403,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_E_TMO,singscore,30,primary,6,4,0.598710360120989,0.6311901696010177,0.03247980948002871,0.08329582613207823,0.3521977447522523,0.5722539711456113,-0.7694200386931457,1.4738155281976502,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_E_TMO,singscore,20,sensitivity,6,4,0.598710360120989,0.6311901696010177,0.03247980948002871,0.08329582613207823,0.3521977447522523,0.5722539711456113,-0.7694200386931457,1.4738155281976502,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,RAM2019_MAC_SIG_E_TMO,standardized_mean,30,primary,6,4,0.01711737640382996,0.23047744878952875,0.2133600723856988,0.45690946716069447,0.42177354004654627,0.5470812538546351,-0.6505057175085385,1.4940527976016311,ESTIMATED
