lineage,program_id,score_method,n_control_donors,n_case_donors,states,reconstructed_total_difference,abundance_component,intensity_component,identity_error,abundance_share,intensity_share,total_bootstrap_low,total_bootstrap_high,abundance_bootstrap_low,abundance_bootstrap_high,intensity_bootstrap_low,intensity_bootstrap_high,bootstrap_iterations,dataset_id,contrast
endothelial,RAM2019_ENDO_6_SAENDO1,singscore,4,4,12,0.019341605123041283,-0.0016483726443356356,0.020989977767376905,1.3877787807814457e-17,-0.0852241907457805,1.0852241907457798,-0.07233276767554869,0.1216132194884813,-0.015901460171628468,0.014678711154344846,-0.06522571954057726,0.11547097932533332,10000,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,4,4,12,-0.1300944036537374,-0.03787319267778312,-0.0922212109759543,2.7755575615628914e-17,0.29112084466436683,0.7088791553356334,-0.5969164653629722,0.41089297481231096,-0.16003684886613723,0.09273549969787612,-0.5086493865046787,0.3958818534330505,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,4,4,8,0.0011039995566208272,0.012607024887090973,-0.011503025330470134,-1.214306433183765e-17,11.419411186793532,-10.419411186793521,-0.10949170073534129,0.11928931420540839,0.002842097638448349,0.024361219757601284,-0.12104255171553821,0.10405692877205086,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,4,4,8,-0.09593357522321483,0.1498400486171416,-0.24577362384035634,-8.326672684688674e-17,-1.5619145671210428,2.561914567121042,-0.7721602385394702,0.5749659533885398,0.0362400891441039,0.28190423476616033,-0.9424136854771387,0.44861359209030677,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,4,4,8,-0.1176845594513814,0.01983742434077565,-0.13752198379215713,8.326672684688674e-17,-0.1685643761021259,1.1685643761021267,-0.25979535768119066,0.03593598767576145,0.0047554410998683645,0.03870288639501682,-0.2796448442058021,0.01703037122949206,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,4,4,8,-0.6645037001233484,0.2068694636956699,-0.8713731638190181,-2.220446049250313e-16,-0.3113142389685261,1.311314238968526,-1.740752304813226,0.4116553849909659,0.04318490115690668,0.41223131279983916,-1.9500218859985083,0.24554585599704415,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,4,4,8,-0.12516312850093647,0.015907925389678883,-0.14107105389061542,5.551115123125783e-17,-0.12709753727160839,1.1270975372716088,-0.2394820813002452,-0.011966161977174483,-0.00041329608441909374,0.034851742375244264,-0.2549522954990851,-0.026521581761940916,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,4,4,8,-0.731281061507525,0.1523235298188172,-0.8836045913263422,0.0,-0.20829683392156295,1.208296833921563,-1.6514159323352129,0.1481858790616024,-0.019672154384953323,0.3660847899308365,-1.767397130118007,0.006710436982458101,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,4,4,8,-0.0558394415861842,0.014097556315493474,-0.06993699790167768,0.0,-0.25246592578714994,1.25246592578715,-0.12805902335418617,0.01590176191355795,0.004771580568200781,0.024577780728442265,-0.13793594001307252,-0.0005170005937385142,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,4,4,8,-0.3765198092305875,0.15609505366354068,-0.5326148628941281,-1.1102230246251565e-16,-0.41457328362754287,1.4145732836275426,-1.0320013688345036,0.24185490345900507,0.048006082067755224,0.2820647160850148,-1.1888819360778822,0.07724667556454429,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,4,4,8,-0.08231938945732675,0.023702096111406102,-0.10602148556873287,1.3877787807814457e-17,-0.28792847308097375,1.287928473080974,-0.20770575188096757,0.05302524415869503,0.0072795170807921535,0.04179965994572574,-0.2269449065897597,0.026080441629719866,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,4,4,8,-0.43826177957815954,0.22776426881507522,-0.666026048393235,2.220446049250313e-16,-0.5196991374294727,1.5196991374294733,-1.3699335577621368,0.5014706757135929,0.054240066012095516,0.43356975105488915,-1.5694314518551336,0.27965681962617,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,4,4,8,-0.10747462057740881,0.02008852832603613,-0.12756314890344495,0.0,-0.1869141590648122,1.1869141590648122,-0.2175937729358618,0.017251099833893627,0.005735165171672708,0.038774373084559555,-0.2407614503875529,-0.001670652538413163,10000,GSE202379,clinical_cirrhosis_vs_healthy
macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,4,4,8,-0.646967670365221,0.20171987086546425,-0.8486875412306851,-1.1102230246251565e-16,-0.3117928145491273,1.311792814549127,-1.4563605390288463,0.17397964295822443,0.050306460209034676,0.3883465309251296,-1.6844841308014795,-0.0006251618457651508,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,4,4,7,-0.14675500821475215,0.003674479200867468,-0.15042948741561965,2.7755575615628914e-17,-0.025038186059657082,1.0250381860596574,-0.25905277541379274,-0.018491844648393152,-0.016598074498639575,0.030676888519903002,-0.26682827367922884,-0.015621574092623408,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,4,4,7,-0.6858192889202619,0.03893259839008909,-0.724751887310351,0.0,-0.05676801311812574,1.0567680131181258,-1.1177671117613979,-0.18420941252151124,-0.0466494209452943,0.17430639268504705,-1.21457456315904,-0.1403091465953688,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,4,4,7,0.030944175797292778,0.009072805482172217,0.021871370315120587,-2.42861286636753e-17,0.29319913193376995,0.7068008680662309,-0.017837388463030013,0.08039423039975119,-0.00039067735006988636,0.02021840804762426,-0.029462934107498423,0.07565632592152755,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,4,4,7,0.19194931647869984,0.07701537933018278,0.1149339371485171,-4.163336342344337e-17,0.4012276820935124,0.5987723179064878,-0.09816544353687434,0.4957472818832293,-0.004058170751351717,0.16664518143280663,-0.22158748445831614,0.4730728780499175,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,4,4,7,0.0450840914042952,0.004618957111758046,0.04046513429253711,4.163336342344337e-17,0.10245203946414665,0.8975479605358524,-0.029670920960269798,0.10781187870691647,-0.0033055091397033456,0.013336529677749282,-0.034147924312655085,0.10619239158630801,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,4,4,7,0.3837692313774861,0.040271094856795295,0.3434981365206907,5.551115123125783e-17,0.10493570501274378,0.895064294987256,0.04788131909725529,0.6870118850881789,-0.03893687833969025,0.11769791967986828,-0.011098466929443392,0.6768646229508888,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,4,4,7,-0.03631186092503913,0.016943998976922302,-0.0532558599019614,-3.469446951953614e-17,-0.46662436309449606,1.466624363094495,-0.22462508145546006,0.14825888448843222,-0.0008948469120663048,0.03514969483054161,-0.23543033645624636,0.12005459074137736,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,4,4,7,-0.06324516953781081,0.08215122016730358,-0.14539638970511437,-2.7755575615628914e-17,-1.2989327211493975,2.2989327211493973,-0.9540460980907586,0.7695371643086598,-0.002297338205511909,0.17203859227860718,-1.022850825810646,0.6883270013423959,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,4,4,7,-0.00573806280366318,0.0011071503259280936,-0.006845213129591288,1.474514954580286e-17,-0.19294845034133973,1.1929484503413423,-0.09398490385863256,0.07192714848094173,-0.01364564703564762,0.01199407169038468,-0.09694021036773412,0.07727675390665484,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,4,4,7,0.08806825631270238,0.0033308233795249984,0.08473743293317738,-1.3877787807814457e-17,0.03782093025321523,0.9621790697467848,-0.4451453007184274,0.535770580186125,-0.1448277898470271,0.11098275770957633,-0.45391113386678106,0.6007072656035948,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,4,4,7,-0.03285048997319884,0.005190752130979037,-0.03804124210417785,-2.7755575615628914e-17,-0.15801140668568192,1.1580114066856813,-0.09002495772143587,0.029278700053319444,-0.0011415278309677424,0.01264767077507892,-0.09745093496290001,0.02547904419263928,10000,GSE202379,clinical_cirrhosis_vs_healthy
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,4,4,7,0.04191687384499404,0.0414800599542777,0.0004368138907163803,-3.8163916471489756e-17,0.9895790441736745,0.010420955826326423,-0.245357779662622,0.34411331908042375,-0.012342591655047544,0.1032378021862938,-0.3263693338301875,0.32783312713169754,10000,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_1,singscore,5,9,5,-0.04462937514864951,-0.020380261874443098,-0.024249113274206476,6.591949208711867e-17,0.4566557745108786,0.5433442254891229,-0.10806453866806431,0.005512174491047313,-0.040398165131457574,-0.00338774482402565,-0.07114404978537565,0.015624581850973604,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_1,standardized_mean,5,9,5,-0.2975296577337739,-0.10859326148133268,-0.18893639625244119,0.0,0.364982981220987,0.635017018779013,-0.6352841682265026,0.007777807211518296,-0.20329227516943998,-0.01879124082400786,-0.4624029661022065,0.061604581947678774,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_2,singscore,5,9,5,0.1051061384861936,0.006863516824157104,0.09824262166203648,1.3877787807814457e-17,0.06530081803983953,0.9346991819601603,0.05189733914328101,0.1642206515784683,0.002669015928505704,0.013254566469102048,0.047126557858336984,0.15459218148034087,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_2,standardized_mean,5,9,5,0.21740900608552427,0.008736812504482369,0.2086721935810419,0.0,0.04018606524996248,0.9598139347500374,0.06474055284985462,0.39955402347169156,-0.017601822251228045,0.046192688232438064,0.05102698483703527,0.3815074886624044,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_3,singscore,5,9,5,0.02916007470171833,0.0075681822060250925,0.021591892495693148,9.020562075079397e-17,0.25953919128949005,0.7404608087105069,0.0009359106843261939,0.057091484310062945,0.001030460492240072,0.015393287970730654,-0.00731251860087356,0.049488511187811536,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_3,standardized_mean,5,9,5,0.011630435655649536,0.021000226382658353,-0.00936979072700881,-6.938893903907228e-18,1.8056268057729548,-0.8056268057729542,-0.16516521821452085,0.1791279852237292,-0.018116164125540003,0.06381403887368578,-0.1774453108146538,0.1525708430363113,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_4,singscore,5,9,5,0.0220577771752426,-0.005073223986984447,0.027131001162227025,2.0816681711721685e-17,-0.22999706392349348,1.2299970639234925,-0.022393599659699857,0.06455057662495585,-0.013305805617029327,0.002780031454039388,-0.013201773552363367,0.06655292950699722,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_4,standardized_mean,5,9,5,-0.012721284023296451,-0.03602626358396348,0.02330497956066703,-3.469446951953614e-18,2.8319675528027424,-1.8319675528027428,-0.21682796359504236,0.18306780727576388,-0.09152059412883669,0.017139351921308825,-0.1468867465743019,0.1903347553886894,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_5,singscore,5,9,5,0.06299978551875868,0.009568991548058986,0.053430793970699726,-3.469446951953614e-17,0.15188927183267542,0.8481107281673251,0.007856341996854865,0.11496616863870017,0.0018078382462795566,0.019304552510754296,0.0016589016768953505,0.10317560622103586,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_5,standardized_mean,5,9,5,0.18964369459877384,0.0448077127703362,0.14483598182843765,0.0,0.2362731482590822,0.7637268517409179,-0.05890631868184924,0.4553692245260164,0.0008198485321190226,0.10313725637581352,-0.08014582771798909,0.37936358006697674,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_6_SAENDO1,singscore,5,9,5,0.15369122458511159,0.01121018307097682,0.14248104151413474,2.7755575615628914e-17,0.07293964311390343,0.9270603568860963,0.07021159453040302,0.24112337991869254,0.0012450648341315311,0.02329537047415641,0.06388793122841992,0.22620983825447097,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,5,9,5,0.41715144158716455,0.03809551576871324,0.3790559258184512,1.1102230246251565e-16,0.09132298721962613,0.9086770127803736,0.07153450260015197,0.771032678800546,-0.008802132004129637,0.09725839090043598,0.05160125797111692,0.7172465277776344,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_7_SAENDO2,singscore,5,9,5,0.07516927311994548,-0.0002465340975137398,0.07541580721745926,-4.163336342344337e-17,-0.003279719056486715,1.0032797190564873,0.004699986525539983,0.14073299943826903,-0.00695396718466199,0.0057079683628518466,0.0037173092633599994,0.1420762352406562,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,5,9,5,0.14543248404325942,-0.0068410760295446425,0.1522735600728041,-2.7755575615628914e-17,-0.047039532292591106,1.0470395322925914,-0.16307110300794683,0.4081223522717366,-0.04628486857401195,0.028815457049472595,-0.1611475911464312,0.4222092615826926,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,5,9,1,0.14451330324325234,0.0,0.14451330324325234,0.0,0.0,1.0,0.06527565187882338,0.21702293789918845,0.0,0.0,0.06527565187882338,0.21702293789918845,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,5,9,1,0.4947851790635067,0.0,0.4947851790635067,0.0,0.0,1.0,0.2315656263554129,0.7562641148554509,0.0,0.0,0.2315656263554129,0.7562641148554509,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,5,9,1,0.0915765571286587,0.0,0.0915765571286587,0.0,0.0,1.0,0.028421414421087067,0.16348712869559234,0.0,0.0,0.028421414421087067,0.16348712869559234,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,5,9,1,0.30121749489678706,0.0,0.30121749489678706,0.0,0.0,1.0,0.05165165832489438,0.5962227380212198,0.0,0.0,0.05165165832489438,0.5962227380212198,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,5,9,1,0.030902075687854746,0.0,0.030902075687854746,0.0,0.0,1.0,-0.03090054120011951,0.10641480751329346,0.0,0.0,-0.03090054120011951,0.10641480751329346,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,5,9,1,0.101596888879435,0.0,0.101596888879435,0.0,0.0,1.0,-0.2309097619054715,0.5019713325201206,0.0,0.0,-0.2309097619054715,0.5019713325201206,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,5,9,1,0.023968811468811413,0.0,0.023968811468811413,0.0,0.0,1.0,-0.018498466701591828,0.0686490816178316,0.0,0.0,-0.018498466701591828,0.0686490816178316,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,5,9,1,0.060684446347502564,0.0,0.060684446347502564,0.0,0.0,1.0,-0.16825040847439734,0.302429386318108,0.0,0.0,-0.16825040847439734,0.302429386318108,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,5,9,1,0.06447429079678652,0.0,0.06447429079678652,0.0,0.0,1.0,0.030543897938083753,0.10055277473849197,0.0,0.0,0.030543897938083753,0.10055277473849197,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,5,9,1,0.27124631446893965,0.0,0.27124631446893965,0.0,0.0,1.0,0.1168360701280376,0.4341998345718113,0.0,0.0,0.1168360701280376,0.4341998345718113,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,5,9,1,0.0640200925317147,0.0,0.0640200925317147,0.0,0.0,1.0,0.016307001725165332,0.11492384376726683,0.0,0.0,0.016307001725165332,0.11492384376726683,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,5,9,1,0.2380243411892567,0.0,0.2380243411892567,0.0,0.0,1.0,-0.014918472454473078,0.5237183034480856,0.0,0.0,-0.014918472454473078,0.5237183034480856,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,5,9,2,0.09837458249547876,-0.0005093078093532646,0.09888389030483204,-1.3877787807814457e-17,-0.005177229691182395,1.0051772296911825,-0.016714457753544965,0.20877213293946753,-0.010895942297255008,0.009620126873185917,-0.00972153146083022,0.20680203092246108,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,5,9,2,0.24499842756102896,-0.0025362757669438146,0.24753470332797278,0.0,-0.010352212429249285,1.0103522124292492,-0.0631134479733686,0.5369765449695258,-0.05464434372577377,0.04516913506950388,-0.02460547637306064,0.5233993449240517,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,5,9,2,0.0585441035474788,-0.0004025737810626164,0.05894667732854144,-2.7755575615628914e-17,-0.006876418916144686,1.0068764189161452,0.0290797354028381,0.08577108158954418,-0.008168816891900195,0.007164915796291392,0.03180410265872046,0.08401845199635467,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,5,9,2,0.1997821107765702,-0.002971717512991672,0.20275382828956187,0.0,-0.014874792850272486,1.0148747928502724,0.03129027488200978,0.35138032694183907,-0.0633791953148591,0.05031540889246643,0.04005599586476759,0.34760359611184544,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,5,9,2,0.07622816189007997,-0.0007737842409435722,0.07700194613102349,5.551115123125783e-17,-0.010150897276774942,1.010150897276774,0.020107254448529736,0.1312840661403071,-0.016627853928337044,0.013341603835214462,0.025989862330530716,0.12546917165428492,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,5,9,2,0.25864608203685624,-0.0037400193114761992,0.2623861013483324,5.551115123125783e-17,-0.014459988266681954,1.0144599882666818,0.02067105402498884,0.47560181920680306,-0.08459734491765025,0.06250025694742378,0.035560511682515825,0.4516394714676672,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,5,9,2,-0.00817512708416851,-0.0006152845001584902,-0.007559842584010018,-1.734723475976807e-18,0.07526298904270436,0.9247370109572954,-0.05658395844270482,0.03889229392492713,-0.013112748488005373,0.0109263104172407,-0.05963877175857945,0.04197391815531361,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,5,9,2,-0.04733428909775106,-0.0035376073317702375,-0.04379668176598078,-4.163336342344337e-17,0.07473667396725128,0.9252633260327479,-0.24710314895082883,0.14924892293292835,-0.0762198535194116,0.05973151439005853,-0.2623890436377057,0.16565784908957856,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,5,9,2,0.049697750148413045,-0.0009330683467657339,0.05063081849517871,6.938893903907228e-17,-0.018774860913809973,1.0187748609138085,-0.0050433118385897115,0.10614058453700542,-0.020900745567798286,0.016012753749779805,0.004768302509882624,0.0971082968489241,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,5,9,2,0.240040860430082,-0.004036350570089032,0.24407721100017102,0.0,-0.016815264546448837,1.0168152645464488,0.03964402601291325,0.44674353987187015,-0.09191698781687202,0.06820474054579986,0.07253675166616297,0.42778388306088083,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,5,9,2,0.06881512635248888,-0.0004907610059426919,0.06930588735843159,-1.3877787807814457e-17,-0.007131586207208094,1.0071315862072083,0.019038020540518483,0.11762351836544369,-0.010108580314847296,0.008843042322233029,0.019318183790015174,0.11800268985190457,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,5,9,2,0.1453900117862739,-0.0028413642503958237,0.14823137603666972,0.0,-0.01954304986626374,1.0195430498662639,-0.06158616552886092,0.34227702690425543,-0.06060776450874403,0.047880020254057715,-0.06493946554069548,0.3493946870066513,10000,GSE244832,mash_f2f4_group_vs_normal_sensitivity
endothelial,RAM2019_ENDO_1,singscore,6,4,5,-0.1385693922116351,-0.10221293998639597,-0.03635645222523905,-9.71445146547012e-17,0.7376299942940325,0.26237000570596675,-0.19879439841260993,-0.07124274686710241,-0.13595568346067383,-0.07201609781769551,-0.08917144154915711,0.020959657657459375,10000,GSE256398_human,mash_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_1,standardized_mean,6,4,5,-0.6773066117939881,-0.49809801613548305,-0.17920859565850505,0.0,0.7354099420588356,0.2645900579411644,-0.8832019712542496,-0.46246610936631233,-0.6455700090726473,-0.3735632609423588,-0.38712261428690475,0.04219712228284792,10000,GSE256398_human,mash_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,singscore,6,4,5,0.1572722293048618,0.024945697270040895,0.13232653203482092,-2.7755575615628914e-17,0.15861476231563626,0.8413852376843639,0.07677502604648202,0.2425589908178156,0.0022254706247919836,0.05463023799913171,0.06225866497629837,0.19689811289858672,10000,GSE256398_human,mash_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,6,4,5,0.3587064437750662,-0.03486234743524481,0.393568791210311,0.0,-0.09718907491136655,1.0971890749113666,0.09092939231827996,0.6035339171133296,-0.1189862402711965,0.047475075984805125,0.11999264943147621,0.6453866054110431,10000,GSE256398_human,mash_cirrhosis_vs_healthy
