dataset_a,state_a,dataset_b,state_b,lineage,common_nonprogram_genes,marker_effect_spearman_rho,top50_shared_markers,top50_marker_jaccard,shared_markers,supported_match
GSE202379,cluster_21,GSE256398_human,cluster_10,mesenchymal_hsc_myofibroblast,29195,0.002655526060299933,1,0.010101010101010102,RGS6,False
GSE202379,cluster_21,GSE256398_human,cluster_22,mesenchymal_hsc_myofibroblast,29195,0.0003904173868382831,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_35,mesenchymal_hsc_myofibroblast,29195,-0.012877704482538306,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_37,mesenchymal_hsc_myofibroblast,29195,0.02899092677733662,1,0.010101010101010102,IGFN1,False
GSE202379,cluster_7,GSE256398_human,cluster_1,mesenchymal_hsc_myofibroblast,29195,-0.024057369710933606,0,0.0,,False
GSE202379,cluster_7,GSE256398_human,cluster_10,mesenchymal_hsc_myofibroblast,29195,-0.05141120232703793,0,0.0,,False
GSE202379,cluster_7,GSE256398_human,cluster_22,mesenchymal_hsc_myofibroblast,29195,-0.029751496697350374,0,0.0,,False
GSE202379,cluster_7,GSE256398_human,cluster_35,mesenchymal_hsc_myofibroblast,29195,0.035887239764478,0,0.0,,False
GSE202379,cluster_7,GSE256398_human,cluster_37,mesenchymal_hsc_myofibroblast,29195,0.08288854809626126,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_1,mesenchymal_hsc_myofibroblast,29195,-0.038229536228502864,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_10,mesenchymal_hsc_myofibroblast,29195,0.018597003364513004,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_22,mesenchymal_hsc_myofibroblast,29195,0.02029887502891109,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_35,mesenchymal_hsc_myofibroblast,29195,-0.02778900574498096,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_37,mesenchymal_hsc_myofibroblast,29195,0.036297038530843484,0,0.0,,False
GSE244832,cluster_13,GSE256398_human,cluster_15,endothelial,23818,0.04699774746301593,1,0.010101010101010102,DGKG,False
GSE244832,cluster_13,GSE256398_human,cluster_3,endothelial,23818,-0.03428432103020546,4,0.041666666666666664,ANO2;MPZL2;POSTN;SELE,False
GSE244832,cluster_13,GSE256398_human,cluster_32,endothelial,23818,0.018173593081922793,5,0.05263157894736842,ANO2;CADM3-AS1;MPZL2;POSTN;SYNDIG1,False
GSE244832,cluster_13,GSE256398_human,cluster_38,endothelial,23818,-0.034817127402947325,0,0.0,,False
GSE244832,cluster_13,GSE256398_human,cluster_5,endothelial,23818,-0.0022645437939710356,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_15,endothelial,23818,-0.176666534573803,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_3,endothelial,23818,0.10764573242408805,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_32,endothelial,23818,0.055909675598330835,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_38,endothelial,23818,0.09989358456203139,25,0.3333333333333333,AC008691.1;AC011824.2;AC021594.2;AC099792.1;ADAMTS15;ADGRG3;CATSPERB;COLEC12;DLGAP2;EFNA5;GRIN2B;KCNIP1;KLHL14;LINC01117;LINC01748;LINC02147;MPP7;PLCE1;PPP2R2B;RYR2;SCN3B;SEMA3A;SEMA3D;TSPEAR;ZNF831,True
GSE244832,cluster_15,GSE256398_human,cluster_5,endothelial,23818,-0.035103715968001166,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_15,endothelial,23818,0.10405099203041672,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_3,endothelial,23818,-0.05832801322782312,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_32,endothelial,23818,-0.032692485417424734,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_38,endothelial,23818,-0.028820047918062065,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_5,endothelial,23818,0.020182449056980457,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_15,endothelial,23818,0.2263179720466173,22,0.28205128205128205,AC018742.1;AC092155.1;AC099329.1;ACSM3;ADAMTS14;ANKRD55;CNBD1;CROCC2;DGKG;EHD3;FCHO1;HS3ST3A1;IFITM10;IL13RA2;LINC02005;MRO;MS4A4E;PITPNM3;PPP4R4;PTPRT;SLC18A2;WDR66,True
GSE244832,cluster_2,GSE256398_human,cluster_3,endothelial,23818,-0.18991282814511007,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_32,endothelial,23818,-0.24361385542883202,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_38,endothelial,23818,-0.10487783777950903,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_5,endothelial,23818,0.2414633770409692,2,0.02040816326530612,AC092155.1;MRO,False
GSE244832,cluster_8,GSE256398_human,cluster_15,endothelial,23818,-0.035105869823327925,0,0.0,,False
GSE244832,cluster_8,GSE256398_human,cluster_3,endothelial,23818,0.05594353063167861,9,0.0989010989010989,ANO2;CD200;COL15A1;DKK2;KIAA1549L;LEF1;MPZL2;NETO1;VEGFC,False
GSE244832,cluster_8,GSE256398_human,cluster_32,endothelial,23818,0.18078276640098767,21,0.26582278481012656,AC008514.1;ANKRD29;ANO2;CD200;CD34;CHRM3;CLIC5;COL15A1;FAP;FMO2;GJA5;IGFBP5;LEF1;LINC00639;LINC00840;MPZL2;NAV3;NETO1;SLCO2A1;SYCP2L;VEGFC,True
GSE244832,cluster_8,GSE256398_human,cluster_38,endothelial,23818,-0.05332118282697607,1,0.010101010101010102,PRDM16,False
GSE244832,cluster_8,GSE256398_human,cluster_5,endothelial,23818,-0.14537023230362722,0,0.0,,False
GSE244832,cluster_5,GSE256398_human,cluster_24,macrophage_monocyte,23818,-0.021710143694755317,0,0.0,,False
GSE244832,cluster_5,GSE256398_human,cluster_36,macrophage_monocyte,23818,0.08306289111995596,1,0.010101010101010102,CCDC26,False
GSE244832,cluster_5,GSE256398_human,cluster_7,macrophage_monocyte,23818,-0.02666108776419085,0,0.0,,False
GSE244832,cluster_16,GSE256398_human,cluster_1,mesenchymal_hsc_myofibroblast,23818,-0.12658308838912247,0,0.0,,False
GSE244832,cluster_16,GSE256398_human,cluster_10,mesenchymal_hsc_myofibroblast,23818,0.1263041885884137,2,0.02040816326530612,ATP1A2;OLFML2A,False
GSE244832,cluster_16,GSE256398_human,cluster_22,mesenchymal_hsc_myofibroblast,23818,0.10593151304676875,0,0.0,,False
GSE244832,cluster_16,GSE256398_human,cluster_35,mesenchymal_hsc_myofibroblast,23818,-0.08878464814488002,0,0.0,,False
GSE244832,cluster_16,GSE256398_human,cluster_37,mesenchymal_hsc_myofibroblast,23818,-0.1171859939291266,0,0.0,,False
GSE244832,cluster_3,GSE256398_human,cluster_1,mesenchymal_hsc_myofibroblast,23818,0.12658308838912247,4,0.041666666666666664,CHRM2;COLEC10;SLC25A48;SYT1,False
GSE244832,cluster_3,GSE256398_human,cluster_10,mesenchymal_hsc_myofibroblast,23818,-0.1263041885884137,0,0.0,,False
GSE244832,cluster_3,GSE256398_human,cluster_22,mesenchymal_hsc_myofibroblast,23818,-0.10593151304676875,0,0.0,,False
GSE244832,cluster_3,GSE256398_human,cluster_35,mesenchymal_hsc_myofibroblast,23818,0.08878464814488002,2,0.02040816326530612,KCND2;PRDM6,False
GSE244832,cluster_3,GSE256398_human,cluster_37,mesenchymal_hsc_myofibroblast,23818,0.1171859939291266,0,0.0,,False
