lineage,program_id,score_method,source_state,mean_fraction_control,mean_fraction_case,mean_intensity_control,mean_intensity_case,abundance_component,intensity_component,combined_component,dataset_id,contrast
endothelial,RAM2019_ENDO_2,singscore,cluster_4,0.0033783783783783786,0.0,0.02148782374039082,0.02148782374039082,-7.259399912294197e-05,0.0,-7.259399912294197e-05,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,singscore,cluster_6,0.5359209375315033,0.44740625130741707,0.2809269767143843,0.2738350859259634,-0.02455229495181862,-0.0034868245162652934,-0.028039119468083913,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_0,0.008463241398394982,0.0,-1.2196861365373635,-1.2196861365373635,0.010322498203791448,0.0,0.010322498203791448,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_1,0.0,0.0017730496453900709,-3.0965336884955548,-3.0965336884955548,-0.005490307958325452,0.0,-0.005490307958325452,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_11,0.19807997061084343,0.26151713302075674,-0.19324426016538815,-0.46831707539495226,-0.02098378694403024,-0.063211334583649,-0.08419512152767925,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_12,0.001122929483710159,0.0,-2.5110162228230783,-2.5110162228230783,0.002819694150682553,0.0,0.002819694150682553,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_13,0.009262712959820221,0.040590788808465145,-1.5816804036509626,-1.8240646407398309,-0.05334771953591068,-0.006041851496157196,-0.05938957103206788,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_15,0.08161984553750526,0.12523901019095934,-0.3302294646009797,-0.5704532321643346,-0.01964351342536165,-0.024846206838468127,-0.044489720263829774,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_16,0.14094032679455448,0.11755635218145641,-0.20418196395138483,-0.326904694773471,0.0062094584724885545,-0.015861709176188107,-0.009652250703699553,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_19,0.0018878101402373248,0.0008305647840531562,-0.9970930413979757,-2.7873268307601697,0.0020005301678451422,-0.0024332633208098576,-0.00043273315296471536,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_2,0.0033783783783783786,0.0,-1.3285640689781295,-1.3285640689781295,0.004488392124926114,0.0,0.004488392124926114,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_21,0.015945468786674157,0.005086850061502029,-0.8929388758192915,-1.4754478682270293,0.012858704323675411,-0.006125757430124692,0.00673294689355072,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_4,0.0033783783783783786,0.0,-1.9395376226755805,-1.9395376226755805,0.006552491968498583,0.0,0.006552491968498583,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_2,standardized_mean,cluster_6,0.5359209375315033,0.44740625130741707,0.0061358298766433506,-0.0362159061332126,0.0013312642557234064,-0.02082280675650986,-0.019491542500786455,GSE202379,clinical_cirrhosis_vs_healthy
endothelial,RAM2019_ENDO_3,singscore,cluster_0,0.008463241398394982,0.0,0.3275901622314179,0.3275901622314179,-0.002772474622703864,0.0,-0.002772474622703864,GSE202379,clinical_cirrhosis_vs_healthy
