dataset_id,contrast,lineage,source_state,cell_gate,analysis_tier,mean_fraction_control,mean_fraction_case,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,effect_status
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_15,30,primary,0.08161984553750526,0.12523901019095934,4,4,0.2863526410363729,0.3488669493690568,0.0625143083326839,0.09261345566832903,0.586958641410104,0.7099970268936755,-0.8046355313014999,1.978552814121708,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_15,20,sensitivity,0.08161984553750526,0.12523901019095934,4,4,0.2863526410363729,0.3488669493690568,0.0625143083326839,0.09261345566832903,0.586958641410104,0.7099970268936755,-0.8046355313014999,1.978552814121708,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_16,30,primary,0.14094032679455448,0.11755635218145641,4,4,0.3780363551340299,0.34463490901803057,-0.03340144611599932,0.08512936064298207,-0.3411835297912259,0.7099970268936753,-1.7327777025028293,1.0504106429203777,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_16,20,sensitivity,0.14094032679455448,0.11755635218145641,4,4,0.3780363551340299,0.34463490901803057,-0.03340144611599932,0.08512936064298207,-0.3411835297912259,0.7099970268936753,-1.7327777025028293,1.0504106429203777,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_19,30,primary,0.0018878101402373248,0.0008305647840531562,4,4,0.021751903020617188,0.014417751221106482,-0.0073341517995107065,0.036905740347324086,-0.17280572734492688,0.7099970268936754,-1.5643999000565305,1.2187884453666769,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_19,20,sensitivity,0.0018878101402373248,0.0008305647840531562,4,4,0.021751903020617188,0.014417751221106482,-0.0073341517995107065,0.036905740347324086,-0.17280572734492688,0.7099970268936754,-1.5643999000565305,1.2187884453666769,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_2,30,primary,0.0033783783783783786,0.0,4,4,0.02912776570459472,0.0,-0.02912776570459472,0.041192881301063765,-0.6148754619013456,0.7099970268936752,-2.006469634612949,0.7767187108102577,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_2,20,sensitivity,0.0033783783783783786,0.0,4,4,0.02912776570459472,0.0,-0.02912776570459472,0.041192881301063765,-0.6148754619013456,0.7099970268936752,-2.006469634612949,0.7767187108102577,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_21,30,primary,0.015945468786674157,0.005086850061502029,4,4,0.1207440519855999,0.050515694061779,-0.0702283579238209,0.051820217938669554,-1.178461607346716,0.7099970268936755,-2.57005578005832,0.2131325653648879,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_21,20,sensitivity,0.015945468786674157,0.005086850061502029,4,4,0.1207440519855999,0.050515694061779,-0.0702283579238209,0.051820217938669554,-1.178461607346716,0.7099970268936755,-2.57005578005832,0.2131325653648879,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_4,30,primary,0.0033783783783783786,0.0,4,4,0.02912776570459472,0.0,-0.02912776570459472,0.041192881301063765,-0.6148754619013456,0.7099970268936752,-2.006469634612949,0.7767187108102577,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_4,20,sensitivity,0.0033783783783783786,0.0,4,4,0.02912776570459472,0.0,-0.02912776570459472,0.041192881301063765,-0.6148754619013456,0.7099970268936752,-2.006469634612949,0.7767187108102577,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_6,30,primary,0.5359209375315033,0.44740625130741707,4,4,0.8224486077108065,0.7308410683081736,-0.09160753940263289,0.13359741354630775,-0.5962595218037026,0.7099970268936755,-1.9878536945153065,0.7953346509079013,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,cluster_6,20,sensitivity,0.5359209375315033,0.44740625130741707,4,4,0.8224486077108065,0.7308410683081736,-0.09160753940263289,0.13359741354630775,-0.5962595218037026,0.7099970268936755,-1.9878536945153065,0.7953346509079013,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_0,20,sensitivity,0.0013227513227513227,0.0,3,4,0.02101193871979996,0.0,-0.02101193871979996,0.023017425627501316,-0.7687334140423384,0.9415023063156999,-2.6140779344211102,1.0766111063364332,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_11,20,sensitivity,0.0,0.004807692307692308,3,4,0.0,0.03478085284184965,0.03478085284184965,0.05388226552934983,0.5435766099940235,0.6276682042104667,-0.6866530702584911,1.773806290246538,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_12,20,sensitivity,0.6958492975734355,0.7562174667437824,3,4,0.9899235160479171,1.056675381804062,0.06675186575614489,0.08694353619196533,0.646535670630493,0.8298286622548916,-0.9799285073890944,2.2729998486500804,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_13,20,sensitivity,0.0013227513227513227,0.0,3,4,0.02101193871979996,0.0,-0.02101193871979996,0.023017425627501316,-0.7687334140423384,0.9415023063156999,-2.6140779344211102,1.0766111063364332,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_18,20,sensitivity,0.0013227513227513227,0.0,3,4,0.02101193871979996,0.0,-0.02101193871979996,0.023017425627501316,-0.7687334140423384,0.9415023063156999,-2.6140779344211102,1.0766111063364332,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_20,20,sensitivity,0.290658638934501,0.23897484094852514,3,4,0.5667568346019033,0.5081312925164236,-0.058625542085479654,0.08267068307786919,-0.5971751497343445,0.7977699762184395,-2.160804303122486,0.966454003653797,ESTIMATED
GSE202379,clinical_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_9,20,sensitivity,0.009523809523809523,0.0,3,4,0.05661542936122455,0.0,-0.05661542936122455,0.06201909552796597,-0.7687334140423383,0.9415023063156998,-2.61407793442111,1.0766111063364332,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_13,30,primary,0.024212952070481217,0.03535716627217725,5,9,0.1560279996832637,0.18191924688685923,0.025891247203595535,0.04638562148856059,0.5225458585122903,0.41335619511963934,-0.28763228392220275,1.3327240009467833,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_13,20,sensitivity,0.024212952070481217,0.03535716627217725,5,9,0.1560279996832637,0.18191924688685923,0.025891247203595535,0.04638562148856059,0.5225458585122903,0.41335619511963934,-0.28763228392220275,1.3327240009467833,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_15,30,primary,0.0054560430206329665,0.027354455641702864,5,9,0.05287056462619731,0.1369678520251135,0.08409728739891618,0.08919820288540521,0.8826340990123815,0.48333525842617886,-0.06470300750292901,1.8299712055276922,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_15,20,sensitivity,0.0054560430206329665,0.027354455641702864,5,9,0.05287056462619731,0.1369678520251135,0.08409728739891618,0.08919820288540521,0.8826340990123815,0.48333525842617886,-0.06470300750292901,1.8299712055276922,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_17,30,primary,0.016739607690371697,0.0034064779022401088,5,9,0.0944785047089669,0.0365245658727147,-0.0579539388362522,0.07010452983786238,-0.7739122047667931,0.7073058944684696,-2.1602317579249934,0.6124073483914073,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_17,20,sensitivity,0.016739607690371697,0.0034064779022401088,5,9,0.0944785047089669,0.0365245658727147,-0.0579539388362522,0.07010452983786238,-0.7739122047667931,0.7073058944684696,-2.1602317579249934,0.6124073483914073,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,30,primary,0.8624507163448168,0.7334487685358337,5,9,1.194230197321188,1.0416461435854043,-0.15258405373578365,0.1415975586758886,-1.0088072660736107,0.4441353819877316,-1.8793126147695647,-0.13830191737765674,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_2,20,sensitivity,0.8624507163448168,0.7334487685358337,5,9,1.194230197321188,1.0416461435854043,-0.15258405373578365,0.1415975586758886,-1.0088072660736107,0.4441353819877316,-1.8793126147695647,-0.13830191737765674,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,30,primary,0.09114068087369737,0.20043313164804605,5,9,0.303317284454793,0.45109221306812913,0.14777492861333613,0.118424587540435,1.168190569497954,0.4467667581860651,0.2925277234532664,2.0438534155426415,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,cluster_8,20,sensitivity,0.09114068087369737,0.20043313164804605,5,9,0.303317284454793,0.45109221306812913,0.14777492861333613,0.118424587540435,1.168190569497954,0.4467667581860651,0.2925277234532664,2.0438534155426415,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,30,primary,1.0,1.0,4,9,1.5707963267948966,1.5707963267948966,0.0,,,,,,ZERO_POOLED_VARIANCE
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,cluster_5,20,sensitivity,1.0,1.0,5,9,1.5707963267948966,1.5707963267948966,0.0,,,,,,ZERO_POOLED_VARIANCE
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_16,30,primary,0.03150248055974454,0.033460664108872086,5,9,0.1632131880046009,0.15765044785097518,-0.005562740153625734,0.09802002890428275,-0.053128648209917036,0.5302716197189784,-1.0924610228591147,0.9862037264392806,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_16,20,sensitivity,0.03150248055974454,0.033460664108872086,5,9,0.1632131880046009,0.15765044785097518,-0.005562740153625734,0.09802002890428275,-0.053128648209917036,0.5302716197189784,-1.0924610228591147,0.9862037264392806,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,30,primary,0.9684975194402554,0.966539335891128,5,9,1.4075831387902955,1.4131458789439213,0.005562740153625789,0.09802002890428278,0.05312864820991755,0.5302716197189784,-0.98620372643928,1.0924610228591152,ESTIMATED
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,cluster_3,20,sensitivity,0.9684975194402554,0.966539335891128,5,9,1.4075831387902955,1.4131458789439213,0.005562740153625789,0.09802002890428278,0.05312864820991755,0.5302716197189784,-0.98620372643928,1.0924610228591152,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_15,30,primary,0.32575100556053077,0.07043471628705522,6,4,0.6064181172691105,0.2633876311051677,-0.3430304861639428,0.06071010777320062,-5.1034992173030975,0.6738104925647077,-6.424167782729924,-3.7828306518762704,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_15,20,sensitivity,0.32575100556053077,0.07043471628705522,6,4,0.6064181172691105,0.2633876311051677,-0.3430304861639428,0.06071010777320062,-5.1034992173030975,0.6738104925647077,-6.424167782729924,-3.7828306518762704,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,30,primary,0.056972192409061206,0.3387520047756526,6,4,0.23641687602412517,0.6204315801800542,0.384014704155929,0.05483989509628228,6.324811348408841,0.6711243412572419,5.009407639544647,7.640215057273035,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_3,20,sensitivity,0.056972192409061206,0.3387520047756526,6,4,0.23641687602412517,0.6204315801800542,0.384014704155929,0.05483989509628228,6.324811348408841,0.6711243412572419,5.009407639544647,7.640215057273035,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_32,30,primary,0.01548563250080956,0.1963048392349786,6,4,0.11287618070645088,0.4561053300360564,0.3432291493296055,0.06329263282353559,4.898096529895884,0.6910781878837554,3.5435832816437234,6.252609778148045,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_32,20,sensitivity,0.01548563250080956,0.1963048392349786,6,4,0.11287618070645088,0.4561053300360564,0.3432291493296055,0.06329263282353559,4.898096529895884,0.6910781878837554,3.5435832816437234,6.252609778148045,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,30,primary,0.19008827844688356,0.2686250364901823,6,4,0.4490392290619087,0.5428413918351412,0.09380216277323256,0.06326436773309327,1.3392141129933313,0.7066985144110972,-0.04591497525241928,2.7243432012390816,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_38,20,sensitivity,0.19008827844688356,0.2686250364901823,6,4,0.4490392290619087,0.5428413918351412,0.09380216277323256,0.06326436773309327,1.3392141129933313,0.7066985144110972,-0.04591497525241928,2.7243432012390816,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,30,primary,0.4117028910827149,0.12588340321213123,6,4,0.695976611035858,0.35274881535524194,-0.343227795680616,0.08826225279111892,-3.5123984800604107,0.7173930189829429,-4.918488797266979,-2.1063081628538427,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,cluster_5,20,sensitivity,0.4117028910827149,0.12588340321213123,6,4,0.695976611035858,0.35274881535524194,-0.343227795680616,0.08826225279111892,-3.5123984800604107,0.7173930189829429,-4.918488797266979,-2.1063081628538427,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,30,primary,0.5994175985918782,0.7295207708451069,6,4,0.8879912406714515,1.0274748439540247,0.13948360328257314,0.10980513508281936,1.1473524436416929,0.6273169562257934,-0.08218879056086226,2.376893677844248,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_24,20,sensitivity,0.5994175985918782,0.7295207708451069,6,4,0.8879912406714515,1.0274748439540247,0.13948360328257314,0.10980513508281936,1.1473524436416929,0.6273169562257934,-0.08218879056086226,2.376893677844248,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_36,30,primary,0.3615507247481761,0.19447315555920264,6,4,0.6411367143637053,0.45031905761641633,-0.190817656747289,0.11695306613285798,-1.4736803198044162,0.625899420092203,-2.700443183185134,-0.24691745642369822,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_36,20,sensitivity,0.3615507247481761,0.19447315555920264,6,4,0.6411367143637053,0.45031905761641633,-0.190817656747289,0.11695306613285798,-1.4736803198044162,0.625899420092203,-2.700443183185134,-0.24691745642369822,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_7,30,primary,0.039031676659945704,0.07600607359569043,6,4,0.1969054525822428,0.2715205163392782,0.07461506375703542,0.0544483507906305,1.2377647836302155,0.7922744513096981,-0.31509314093679275,2.7906227081972235,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,cluster_7,20,sensitivity,0.039031676659945704,0.07600607359569043,6,4,0.1969054525822428,0.2715205163392782,0.07461506375703542,0.0544483507906305,1.2377647836302155,0.7922744513096981,-0.31509314093679275,2.7906227081972235,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_1,30,primary,0.2393819216173122,0.1390774806180367,6,4,0.4977653893503476,0.3736172070856979,-0.12414818226464969,0.14383328609323054,-0.779609818361562,0.5923010453602783,-1.9405198672677075,0.3813002305445835,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_1,20,sensitivity,0.2393819216173122,0.1390774806180367,6,4,0.4977653893503476,0.3736172070856979,-0.12414818226464969,0.14383328609323054,-0.779609818361562,0.5923010453602783,-1.9405198672677075,0.3813002305445835,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_10,30,primary,0.03801389635036575,0.03431258429697958,6,4,0.1915738933068296,0.18614954915969695,-0.005424344147132665,0.038290217296771546,-0.12795455243285034,0.5206910044709027,-1.1485089211958195,0.8925998163301189,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_10,20,sensitivity,0.03801389635036575,0.03431258429697958,6,4,0.1915738933068296,0.18614954915969695,-0.005424344147132665,0.038290217296771546,-0.12795455243285034,0.5206910044709027,-1.1485089211958195,0.8925998163301189,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_22,30,primary,0.56302197858543,0.4814046381712093,6,4,0.8479349417276952,0.7665198191428266,-0.0814151225848686,0.1307484459550421,-0.5624253444615344,0.5903744919313162,-1.719559348646914,0.5947086597238453,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_22,20,sensitivity,0.56302197858543,0.4814046381712093,6,4,0.8479349417276952,0.7665198191428266,-0.0814151225848686,0.1307484459550421,-0.5624253444615344,0.5903744919313162,-1.719559348646914,0.5947086597238453,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_35,30,primary,0.011679119076896614,0.039267841437741154,6,4,0.07631241686586401,0.18929351930451596,0.11298110243865195,0.08110135074629105,1.2582706258885652,0.6386588813507629,0.006499218441069932,2.5100420333360605,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_35,20,sensitivity,0.011679119076896614,0.039267841437741154,6,4,0.07631241686586401,0.18929351930451596,0.11298110243865195,0.08110135074629105,1.2582706258885652,0.6386588813507629,0.006499218441069932,2.5100420333360605,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,30,primary,0.1479030843699954,0.30593745547603324,6,4,0.38712823421700954,0.5860383267732925,0.19891009255628295,0.0762176744721354,2.3572055957466427,0.5166793864861664,1.3445139982337566,3.3698971932595287,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,20,sensitivity,0.1479030843699954,0.30593745547603324,6,4,0.38712823421700954,0.5860383267732925,0.19891009255628295,0.0762176744721354,2.3572055957466427,0.5166793864861664,1.3445139982337566,3.3698971932595287,ESTIMATED
