dataset_id,contrast,lineage,program_id,score_method,n_control,n_case,hedges_g,robust_ci95_width,minimum_detectable_cohens_d_80_power,balanced_n_per_group_for_observed_absolute_g_80_power
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,6,4,-1.1742658618723456,2.415746991740653,1.8084154821220664,12.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,6,4,-0.532972020793911,2.200388726712033,1.8084154821220664,56.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,6,4,-0.5395968144283503,2.6383289667924004,1.8084154821220664,54.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,6,4,-1.0091506109125112,2.28226138851246,1.8084154821220664,16.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,6,4,0.1499927970025306,2.3877779192152992,1.8084154821220664,698.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,6,4,0.2032113909486284,2.211875602599183,1.8084154821220664,381.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,6,4,0.2362301519934569,2.349246217432748,1.8084154821220664,282.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,6,4,0.5230836134993463,2.2316577398649176,1.8084154821220664,58.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,6,4,0.4927002448611705,2.093942883503297,1.8084154821220664,65.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,6,4,0.1338793612344145,2.230467719535158,1.8084154821220664,876.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,6,4,0.3822095500839301,2.322081302913436,1.8084154821220664,108.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,6,4,0.0523992587091827,2.2937300563647725,1.8084154821220664,
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,6,4,0.7076167543572447,2.3670373161937284,1.8084154821220664,32.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,6,4,0.7288626640987168,2.571351887491673,1.8084154821220664,30.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,6,4,0.6939810740561793,2.2975231457087024,1.8084154821220664,33.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,6,4,0.6888580593871937,2.2776114072291693,1.8084154821220664,34.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,6,4,1.323858129344624,2.3929128028231323,1.8084154821220664,9.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,6,4,1.3299916451045637,3.061858568471906,1.8084154821220664,9.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,6,4,1.0623453610518327,2.2840073822368017,1.8084154821220664,14.0
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,6,4,0.6322917105337805,2.19567098796162,1.8084154821220664,40.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_1,singscore,3,4,-2.908617060410606,2.525698759138613,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_1,standardized_mean,3,4,-4.24901302755473,2.514141430892017,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_2,singscore,3,4,2.5178521306759865,3.37859511789103,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_2,standardized_mean,3,4,2.293520953518356,3.1036554692932814,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_3,singscore,3,4,2.6068444697980104,3.226092704861805,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_3,standardized_mean,3,4,1.7056669466480563,2.52614159316108,2.1397460546453404,6.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_4,singscore,3,4,-0.112228166751566,2.6869754696554304,2.1397460546453404,1247.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_4,standardized_mean,3,4,-0.9223021598892645,2.662469889942984,2.1397460546453404,19.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_5,singscore,3,4,1.8665501696370204,3.4255515256477995,2.1397460546453404,5.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_5,standardized_mean,3,4,1.6891382156277406,3.356004706686237,2.1397460546453404,6.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,3,4,1.6068459353608735,3.625841966446777,2.1397460546453404,7.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,3,4,1.797568285712507,3.600886628916479,2.1397460546453404,5.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,3,4,0.6022996472943436,3.1422304561582166,2.1397460546453404,44.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,3,4,0.7620906560552124,3.215880361633295,2.1397460546453404,28.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,3,4,1.3684985742419016,3.0914276822061084,2.1397460546453404,9.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,3,4,1.860995871839182,2.95619063816785,2.1397460546453404,5.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,3,4,-1.170138162933262,3.5567948192200056,2.1397460546453404,12.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,3,4,-0.8985767857287248,3.520235342296182,2.1397460546453404,20.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,3,4,-1.8651897070416747,3.1479945018572737,2.1397460546453404,5.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,3,4,-2.430809465932484,3.337846443560176,2.1397460546453404,3.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,3,4,0.9823872199028028,2.903847369230939,2.1397460546453404,17.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,3,4,0.9315449153009416,3.172375429352373,2.1397460546453404,19.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,3,4,0.9527586307621158,2.91936015654423,2.1397460546453404,18.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,3,4,1.2905342541220466,2.737623327750409,2.1397460546453404,10.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,3,4,0.2720172437382589,3.0387655342862208,2.1397460546453404,213.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,3,4,0.0422239084363234,2.862136028535537,2.1397460546453404,
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,3,4,-0.2802900509960286,3.5220865901580947,2.1397460546453404,200.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,3,4,-1.8408441824178745,3.340128610113055,2.1397460546453404,5.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,3,4,0.4177571383683191,3.3352400655045056,2.1397460546453404,90.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,3,4,0.2148111559225989,3.3234097857432445,2.1397460546453404,341.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,3,4,0.6064261321837356,3.3282904068356918,2.1397460546453404,43.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,3,4,0.8493402790577674,3.042728266389888,2.1397460546453404,22.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,3,4,0.9860482716317832,3.497734649216124,2.1397460546453404,17.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,3,4,0.4091106016656815,3.516946376934791,2.1397460546453404,94.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,3,4,0.7224679901930582,2.8157255099468808,2.1397460546453404,31.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,3,4,0.5241127472870672,2.7301476585940296,2.1397460546453404,58.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,3,4,1.3820620093521048,3.508436633713967,2.1397460546453404,9.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,3,4,1.2843475198858938,3.455949607027556,2.1397460546453404,10.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_1,singscore,3,4,-0.9978186064383532,2.472324604035727,2.1397460546453404,16.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_1,standardized_mean,3,4,-0.8607434044121356,2.467167470796628,2.1397460546453404,22.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_2,singscore,3,4,1.390769734485877,2.999316647982614,2.1397460546453404,9.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_2,standardized_mean,3,4,1.1680044864041847,2.769345675210146,2.1397460546453404,12.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_3,singscore,3,4,1.87817818176836,3.1153009091051542,2.1397460546453404,5.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_3,standardized_mean,3,4,1.8067059428641443,2.51239715635461,2.1397460546453404,5.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_4,singscore,3,4,0.2521807905346716,2.9710541422738226,2.1397460546453404,247.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_4,standardized_mean,3,4,-0.0997886510206411,2.6326912956877884,2.1397460546453404,
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_5,singscore,3,4,1.895159323696979,3.274024474451207,2.1397460546453404,5.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_5,standardized_mean,3,4,1.5375725948226522,3.036256764967614,2.1397460546453404,7.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,3,4,1.089571741890663,3.46426527253106,2.1397460546453404,14.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,3,4,1.1255715800284036,3.261453465020852,2.1397460546453404,13.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,3,4,-0.7100492326878778,2.855195811877791,2.1397460546453404,32.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,3,4,-0.4968526623490459,2.9937557472214245,2.1397460546453404,64.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,3,4,0.7835085739384997,2.743559507388968,2.1397460546453404,26.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,3,4,1.1373005889756238,2.610937756091979,2.1397460546453404,13.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,3,4,-0.9791387549330368,3.2009616792885627,2.1397460546453404,17.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,3,4,-0.918644804891837,3.45079747303432,2.1397460546453404,19.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,3,4,-1.6880544929144006,2.8119358155311507,2.1397460546453404,6.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,3,4,-2.060813554736096,2.886698988112924,2.1397460546453404,4.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,3,4,1.629074690407735,2.8601539213920284,2.1397460546453404,6.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,3,4,2.5797699587422223,3.0982494192697203,2.1397460546453404,3.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,3,4,1.335717578960684,3.1601310060347503,2.1397460546453404,9.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,3,4,2.825490607884595,3.251557056190035,2.1397460546453404,3.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,3,4,-0.0326271730373849,2.8963223387003243,2.1397460546453404,
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,3,4,-0.219044198341686,2.690318244319033,2.1397460546453404,328.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,3,4,-0.2018618561441612,3.2087528112927446,2.1397460546453404,386.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,3,4,-1.0479019874007862,3.0574023299746287,2.1397460546453404,15.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,3,4,0.0494821452157279,3.1109102637235297,2.1397460546453404,
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,3,4,0.2034269607729043,3.113334811727935,2.1397460546453404,380.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,3,4,0.2467013280142418,3.110589772774647,2.1397460546453404,258.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,3,4,0.8734224727477914,2.944802639402147,2.1397460546453404,21.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,3,4,1.010231364270754,3.1707344584228365,2.1397460546453404,16.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,3,4,0.7874879103767725,3.065174619124972,2.1397460546453404,26.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,3,4,0.3814490065909824,2.7708899436071315,2.1397460546453404,108.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,3,4,2.0458142928394194,3.239232274317133,2.1397460546453404,4.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,3,4,0.8644879848083981,3.226968368753963,2.1397460546453404,22.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,3,4,0.9094251294790556,3.089334646103328,2.1397460546453404,19.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_1,singscore,4,4,0.5878757332492263,2.783188345423207,1.981019905799673,46.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_1,standardized_mean,4,4,0.3545755146101594,2.783188345423208,1.981019905799673,125.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_2,singscore,4,4,0.2756277587294916,2.783188345423208,1.981019905799673,207.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_2,standardized_mean,4,4,-0.4425256269961499,2.783188345423208,1.981019905799673,81.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_3,singscore,4,4,0.9157240599391644,2.7831883454232065,1.981019905799673,19.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_3,standardized_mean,4,4,0.8832480086167274,2.7831883454232065,1.981019905799673,21.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_4,singscore,4,4,1.014517735545647,2.783188345423208,1.981019905799673,16.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_4,standardized_mean,4,4,0.8727822686659489,2.783188345423208,1.981019905799673,21.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_5,singscore,4,4,0.8574700362157073,2.783188345423208,1.981019905799673,22.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_5,standardized_mean,4,4,0.4984580469966346,2.7831883454232065,1.981019905799673,64.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,4,4,0.126813253251553,2.783188345423207,1.981019905799673,977.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,4,4,-0.0873410521080365,2.783188345423207,1.981019905799673,
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,4,4,0.9053519856463496,2.783188345423208,1.981019905799673,20.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,4,4,0.874806583561296,2.783188345423207,1.981019905799673,21.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,4,4,0.7026711981974705,2.783188345423208,1.981019905799673,32.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,4,4,0.5516721037233465,2.783188345423207,1.981019905799673,52.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,4,4,0.7917110373571149,2.783188345423207,1.981019905799673,26.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,4,4,0.5350519036722842,2.783188345423208,1.981019905799673,55.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,4,4,0.8916578244336933,2.783188345423208,1.981019905799673,20.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,4,4,0.5937738128867763,2.7831883454232065,1.981019905799673,45.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,4,4,0.4557902144047104,2.783188345423208,1.981019905799673,76.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,4,4,0.3008259364741232,2.783188345423208,1.981019905799673,174.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,4,4,0.4965781831524327,2.7831883454232065,1.981019905799673,64.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,4,4,0.2674214612594623,2.7831883454232083,1.981019905799673,220.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,4,4,0.7656771899251319,2.783188345423207,1.981019905799673,27.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,4,4,0.4439795258461984,2.783188345423208,1.981019905799673,80.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,4,4,0.0171812234226021,2.783188345423208,1.981019905799673,
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,4,4,0.0022642969941869,2.783188345423208,1.981019905799673,
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,4,4,1.3620164997815258,2.783188345423208,1.981019905799673,9.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,4,4,1.203683845750684,2.783188345423208,1.981019905799673,11.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,4,4,1.5806379064184268,2.783188345423208,1.981019905799673,7.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,4,4,0.4582213786908628,2.783188345423208,1.981019905799673,75.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,4,4,-0.3475209974879283,2.7831883454232083,1.981019905799673,130.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,4,4,-1.0746878774990212,2.783188345423208,1.981019905799673,14.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,4,4,0.8964100209871466,2.783188345423207,1.981019905799673,20.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,4,4,-0.0286951499640247,2.783188345423208,1.981019905799673,
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,4,4,0.7621740680574457,2.783188345423207,1.981019905799673,28.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,4,4,0.3704833044960874,2.783188345423207,1.981019905799673,115.0
