program_left,lineage_left,program_right,lineage_right,singscore,standardized_mean,stable
RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.3631782787203682,0.3414914608138205,False
RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.2321387731726635,-0.1559424733366011,False
RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.624504040898875,0.5684629636535959,True
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,0.0379780078034907,-0.0105809265707509,False
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.4717419755206962,0.3224187830944932,False
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.4308891875420306,0.4878071872585926,False
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.2014278837825222,0.2512066085277221,False
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.0629007024039667,0.0029749874354315,False
RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.5804662079506466,0.4040487202936237,False
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,0.2048424194534006,0.0949145015271947,False
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.6669530875479638,0.6051267078622986,True
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.5650099578277568,0.5978582196541842,True
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.4337719522580159,0.429397594049363,False
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.3248329958011245,0.2331622078992376,False
RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.492602702532535,0.4608361334070693,True
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,0.3240906380566418,0.2002560936130978,False
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.3646487935759397,0.1184734946295651,False
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.3213583160487723,0.0692431226926267,False
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.2589183574981009,0.1071553858542444,False
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.2048384933236706,0.0743352408813213,False
RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.1720759361194984,0.0432116864761098,False
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,-0.1107920881495622,0.0259673701456854,False
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.4723191922517775,0.3619192103208072,False
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.3011148303803607,0.3304808558134993,False
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.2360388911073654,0.1082299706008532,False
