dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability,context
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,3,4,9980,0.0,-2.177981876140711,-11.625006733204875,-1.168186615065704,6.0,6.0,6.0,0.0241482965931863,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,3,4,9980,0.6279559118236473,0.2148111559225991,-1.6614695056668158,2.441650584151472,5.0,3.0,5.0,0.985370741482966,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,3,4,9980,0.9377755511022045,0.8927996327587076,-0.4090910145435084,3.773845477951828,2.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,3,4,9980,0.7570140280561122,0.4091106016656816,-2.393547550850777,6.677384835116681,4.0,1.0,5.0,0.99188376753507,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,3,4,9980,0.8414829659318638,0.577838741682412,-0.7345200046169292,2.212559926331785,3.0,1.0,5.0,0.9985971943887776,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,3,4,9980,0.9866733466933868,1.3948003886095726,0.2004080608814954,5.190607194637983,1.0,1.0,3.0,1.0,256:MASH-C/F0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_1,4,4,10000,0.8558,0.6492349304407445,-0.7620284663850783,2.668016171404952,5.0,2.0,7.0,0.7593,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_2,4,4,10000,0.6898,0.3119869637812121,-1.09605634289469,2.1505429345999643,6.0,2.0,7.0,0.354,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_3,4,4,10000,0.955,0.9694216137510068,-0.263803600846438,5.420382726826124,3.0,1.0,6.0,0.9196,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_4,4,4,10000,0.9873,1.141134810655505,0.1767489842775078,2.833539658150129,2.0,1.0,4.0,0.9995,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_5,4,4,10000,0.9436,0.8850147591640249,-0.451514925706159,5.538917061845513,3.0,1.0,5.0,0.9936,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,4,4,10000,0.5812,0.1084089044574442,-2.575643206983544,1.34048517851654,7.0,4.0,7.0,0.2073,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,4,4,10000,0.966,1.0323170205275731,-0.1256571426228473,2.676177678686724,3.0,1.0,7.0,0.7667,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_1,4,4,9996,0.7497999199679872,0.379365408253511,-1.0227009756955083,2.531091915239296,5.0,1.0,7.0,0.7766106442577031,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_2,4,4,9996,0.2139855942376951,-0.4877628277312286,-2.1745149141942948,0.8781049422495043,7.0,4.0,7.0,0.1237494997999199,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_3,4,4,9996,0.9486794717887156,0.9659241810744914,-0.3232302115499742,3.6443395200435793,2.0,1.0,5.0,0.9923969587835134,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_4,4,4,9996,0.9613845538215288,0.9704636876576244,-0.2146546783227858,2.58875609720816,2.0,1.0,4.0,0.9988995598239296,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_5,4,4,9996,0.819827931172469,0.5379807898574411,-0.951960530395174,2.760657153663257,4.0,1.0,5.0,0.9806922769107644,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,4,4,9996,0.4057623049219688,-0.1354185910325949,-3.732790243888078,1.1379864518585003,6.0,4.0,7.0,0.2571028411364546,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,4,4,9996,0.9531812725090036,0.974016334176302,-0.22604830598397,3.0472904012739064,2.0,1.0,7.0,0.8705482192877151,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,4,4,9995,0.9036518259129565,0.8059456922271685,-0.4428795617567907,3.362534918174769,3.0,1.0,6.0,0.9164582291145572,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,4,4,9995,0.936168084042021,0.793733135857497,-1.10002696901414,5.962400484422521,3.0,1.0,6.0,0.713256628314157,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,4,4,9995,0.9543771885942972,0.9740256956711038,-0.2473651464397581,3.640518725227088,2.0,1.0,5.0,0.9943971985992996,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,4,4,9995,0.7978989494747374,0.4851531093891702,-0.96283472610869,2.9078490534295414,5.0,1.0,6.0,0.6173086543271635,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,4,4,9995,0.8200100050025012,0.5560341827337275,-0.7842811518285885,2.4028515948323714,5.0,1.0,6.0,0.7585792896448225,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,4,4,9995,0.9295647823911956,0.8394344250518323,-0.3631968567275743,4.223503326356646,3.0,1.0,4.0,1.0,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,4,4,10000,0.8445,0.6481511515828614,-0.7195268733889303,3.2610759227952397,2.0,1.0,6.0,0.8999,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,4,4,10000,0.8368,0.5350519036722845,-1.024692032400882,4.363421758171243,3.0,1.0,6.0,0.7918,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,4,4,10000,0.8577,0.6527098329995542,-0.8041257295918111,2.544542130847807,3.0,1.0,6.0,0.9394,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,4,4,10000,0.7123,0.3460117082445108,-1.052507866762748,3.327401311281014,4.0,1.0,6.0,0.7848,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,4,4,10000,0.6781,0.2803266710806421,-1.1178031237100043,2.4083737314048586,5.0,1.0,6.0,0.6633,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,4,4,10000,0.7832,0.4718967320497615,-1.083833171817649,1.883458151466396,4.0,1.0,6.0,0.9208,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,4,4,9998,0.4791958391678336,-0.0265273212160542,-6.615258657003631,1.2577725240596258,5.0,3.0,6.0,0.5745149029805962,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,4,4,9998,1.0,1.5749690541224677,0.9797077054258432,3.5492143953894493,2.0,1.0,4.0,1.0,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,4,4,9998,0.9990998199639928,1.7286126281467828,0.6495999840825912,4.669456442493124,2.0,1.0,3.0,1.0,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,4,4,9998,0.2568513702740548,-0.4028286456509313,-2.7741089649313078,0.8478650388660197,6.0,4.0,6.0,0.4302860572114423,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,4,4,9998,0.9490898179635928,0.9541884776016292,-0.1996222398516249,4.248489409452569,3.0,1.0,5.0,1.0,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,4,4,9998,0.908881776355271,0.7896227836421802,-0.55504166594216,3.186805620980251,4.0,2.0,5.0,0.9951990398079616,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,4,4,9997,0.4646393918175452,-0.0425802311234722,-7.915380253556082,1.1771930558173014,5.0,1.0,6.0,0.7788336500950285,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,4,4,9997,0.9924977493247974,1.2981246898560386,0.4413074384158494,3.623612856663145,1.0,1.0,3.0,1.0,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,4,4,9997,0.8048414524357307,0.4973338010408662,-0.8995346080029349,2.435729059646345,3.0,1.0,5.0,0.9974992497749324,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,4,4,9997,0.0255076522956887,-1.1782415961238868,-8.242907169950715,0.0111301837369848,6.0,4.0,6.0,0.2619785935780734,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,4,4,9997,0.4837451235370611,-0.0286951499640247,-1.3879578517709683,1.6854229471354412,4.0,2.0,5.0,0.994998499549865,256:Etiology
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,4,4,9997,0.7550265079523857,0.4189927270943575,-1.0320817247753409,1.9957159338463,3.0,1.0,6.0,0.9666900070021006,256:Etiology
