dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability,context
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,6,4,10000,0.9165,0.6863392123959634,-0.3208211480239683,3.220438449412611,3.0,1.0,5.0,0.999,256:MASH-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_1,6,4,10000,0.0,-2.100442740641464,-5.139282068575629,-1.244340125612668,7.0,6.0,7.0,0.0153,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_2,6,4,10000,1.0,2.518350027896325,1.4904064931454637,4.682779642758639,1.0,1.0,2.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_3,6,4,10000,0.3223,-0.2968173443157416,-3.4045572461060707,1.9202611214369905,4.0,3.0,7.0,0.9389,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_4,6,4,10000,0.0208,-1.125108788397007,-2.753801533972273,-0.0542032361003211,6.0,5.0,6.0,0.4489,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_5,6,4,10000,0.5955,0.1461620086399258,-1.573647442366442,2.156032697947971,3.0,3.0,5.0,0.9835,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,6,4,10000,0.998,1.7036279032331612,0.5738286902278732,4.677819715695661,2.0,1.0,2.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.0863,-0.8289174077949599,-2.259434055733174,0.5936880620271158,5.0,3.0,7.0,0.6134,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_1,6,4,10000,0.0,-3.975791732728901,-11.878795114797564,-2.3996864222937835,7.0,7.0,7.0,0.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_2,6,4,10000,1.0,2.929610699226042,1.6230018137150035,7.280948250868193,1.0,1.0,2.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_3,6,4,10000,0.1063,-0.7842684854696842,-2.945604648717985,0.553326006230725,5.0,4.0,6.0,0.8479,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_4,6,4,10000,0.0238,-1.1462126119731677,-2.7756305169440494,-0.0279714866485657,6.0,4.0,6.0,0.4076,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_5,6,4,10000,0.9636,1.0489308510043325,-0.1060886027929667,3.029671078866348,3.0,3.0,4.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,6,4,10000,0.9998,2.2020408674046994,0.9274032095768469,8.784570205598355,2.0,1.0,2.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.2089,-0.4960485057063556,-2.0331384028115016,1.0426108338244156,4.0,3.0,6.0,0.7445,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.7147,0.3483466602860187,-1.397742904580337,1.5717824174953048,1.0,1.0,3.0,0.9997,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.0163,-1.2552537115236584,-3.74087730736079,-0.1282449527900923,5.0,2.0,6.0,0.7465,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,6,4,10000,0.0028,-1.6462872612957673,-4.652981829516894,-0.5340216970858718,6.0,5.0,6.0,0.3516,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,6,4,10000,0.0609,-0.9966950059624776,-4.025499892491775,0.356322676035521,4.0,3.0,6.0,0.904,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.3051,-0.2828449535468341,-1.4198624563672435,1.4603609927628265,2.0,1.0,4.0,0.9997,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,6,4,10000,0.1787,-0.5655384179388402,-2.361309022891505,0.6221765522185787,3.0,2.0,4.0,0.9985,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.9314,0.8384496394266694,-0.4356199226200888,2.1623149875715355,1.0,1.0,4.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.276,-0.3100873058437258,-1.5992998557881035,0.8951776331979023,4.0,2.0,6.0,0.9706,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,6,4,10000,0.0684,-0.983566341547678,-2.513594676132876,0.4640404162424658,5.0,3.0,6.0,0.6655,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,6,4,10000,0.0354,-1.164018200022272,-5.0048487555224455,0.0782312775063274,6.0,4.0,6.0,0.3686,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.5679,0.0915411415871364,-0.909150223759097,1.7845381668096116,2.0,1.0,4.0,0.9955,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,6,4,10000,0.5444,0.0687637176915589,-1.1805019467095288,1.831265885253048,3.0,1.0,4.0,0.9998,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,6,4,9999,0.7648764876487649,0.4238887810700966,-0.8534349111314714,2.138917898758745,3.0,1.0,6.0,0.9386938693869388,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,6,4,9999,0.0382038203820382,-0.9577423309516742,-2.7362667629436253,0.0879070193093421,6.0,4.0,6.0,0.2106210621062106,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,6,4,10000,0.1132,-0.6475374529675404,-2.614106354999344,0.4375172188203131,5.0,4.0,6.0,0.8528,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,6,4,9999,0.9757975797579758,1.0326998082716083,0.0083581174529729,3.1292713552145885,1.0,1.0,4.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,6,4,10000,0.7174,0.3354316591360161,-0.996572590712333,1.654014703322801,3.0,2.0,4.0,0.9996,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,6,4,9999,0.7504750475047505,0.3875648848134047,-0.7716004371678208,2.30211492438087,3.0,1.0,4.0,0.9982998299829984,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,6,4,10000,0.5959,0.1529216381236595,-1.199182812859793,1.529086822155321,5.0,2.0,6.0,0.8652,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,6,4,10000,0.0516,-0.8370373860233725,-3.478468509746852,0.1606799527039334,6.0,5.0,6.0,0.1376,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,6,4,10000,0.7491,0.3558061314055791,-0.8700095980814869,1.6463393760845773,4.0,3.0,5.0,0.9998,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,6,4,10000,0.9987,1.551582740624605,0.4891046227140229,4.780468055673064,2.0,1.0,3.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,6,4,10000,1.0,1.6129945663861562,0.9515566732508282,3.126252850532318,1.0,1.0,3.0,1.0,256:ALD-C
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,6,4,10000,0.7649,0.3849912625837912,-0.6461605320282364,2.479491423406447,4.0,2.0,5.0,0.9974,256:ALD-C
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0016009605763458,-1.165630917654698,-3.1426587421408536,-0.6210567626081942,7.0,6.0,7.0,0.0134080448268961,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9979,0.9982964224872232,1.5981700947978537,0.6494531527712282,5.081982641321049,3.0,2.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9979,1.0,2.139360638429416,1.4365688746160137,9.972049866084127,2.0,1.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9985,0.6641962944416625,0.2590951229056671,-2.1232346459650464,1.876762975347559,5.0,3.0,7.0,0.8340510766149224,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9979,1.0,2.034873370349024,1.2388919132950762,23.041774492650248,2.0,1.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9985,0.9610415623435152,1.1404608934614058,-0.4142731780323312,7.271388149637703,4.0,1.0,5.0,0.9922884326489736,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9979,0.0871830844774025,-0.7805301057064885,-3.253024857213215,0.3863992505295752,6.0,5.0,7.0,0.1618398637137989,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9984,0.0236378205128205,-1.000652739083239,-3.13205164196068,-0.0654564955391755,7.0,6.0,7.0,0.0202323717948717,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,0.993991588223513,1.3509840555326538,0.3781911357403994,4.696341934394672,3.0,2.0,5.0,0.993991588223513,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.152102656045749,1.4819296333533265,7.572992516025812,1.0,1.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.4074148296593186,-0.124930211102768,-1.789522378321494,1.4429689494407705,5.0,3.0,6.0,0.6291583166332665,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9984,1.0,1.6995303227720506,0.8589052758215557,15.791747271154584,2.0,1.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,0.9714428857715433,1.219789546514332,-0.0541667191128256,6.289548014408197,4.0,1.0,5.0,0.989879759519038,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.194689378757515,-0.5493015018678947,-4.4136748772511085,0.7776307866425515,6.0,5.0,7.0,0.3671342685370741,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9985,0.9295943915873812,0.8397264125610135,-0.3639031409359846,4.444709572347594,3.0,2.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9991,0.0443399059153237,-1.0902941636914634,-4.107006054163427,0.1227685565599528,5.0,4.0,6.0,0.924131718546692,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,3,4,9985,0.0,-1.8302039891356572,-7.06875108302131,-0.8128160421905829,6.0,5.0,6.0,0.0778167250876314,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,3,4,9985,0.999098647971958,1.8372613903775377,0.7563205794336352,6.323313631256514,1.0,1.0,2.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9985,0.9892839258888332,1.5225068357294258,0.2247975221946653,5.63101365833201,2.0,1.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,3,4,9985,0.4753129694541813,-0.0326271730373849,-1.5420595942102286,2.0037538095818004,4.0,4.0,5.0,0.998097145718578,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9992,0.9929943955164132,1.261095362175189,0.3021774278712935,5.567362995871692,3.0,2.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9983,0.0618050686166483,-1.0581518622908626,-4.425672186613415,0.3837710868818381,5.0,4.0,6.0,0.9694480617048984,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,3,4,9988,0.0,-2.11125134837806,-13.465926851398937,-1.086039027381161,6.0,5.0,6.0,0.0329395274329195,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,3,4,9991,1.0,3.030584031022588,2.0474051013139323,7.406159879234151,2.0,1.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9983,1.0,3.330198317174004,2.236039451815048,8.255996237557373,1.0,1.0,2.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,3,4,9983,0.3400781328258038,-0.2231503032666078,-2.2762621436735664,1.571815124561304,4.0,4.0,5.0,0.9980967644996496,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,3,4,9987,0.3690798037448683,-0.2018618561441612,-2.039942367269712,2.04331904231539,6.0,2.0,6.0,0.4474817262441173,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,3,4,9981,0.5564572688107404,0.0650110693897685,-1.535120850617795,1.80321597403182,5.0,3.0,6.0,0.7449153391443744,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,3,4,9992,0.6811449159327462,0.2874582702769151,-1.1141540676131565,2.2026992183520626,4.0,2.0,5.0,0.9924939951961568,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,3,4,9981,0.9539124336238852,1.1043704769887166,-0.1557273211569415,6.500118266705074,2.0,1.0,5.0,0.998497144574692,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,3,4,9995,0.7792896448224113,0.4591355665316853,-0.6742305054931274,4.9149601933877936,3.0,1.0,6.0,0.817208604302151,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,3,4,9981,0.9470994890291554,1.0342995718524886,-0.3423679988648552,3.616375610310373,2.0,1.0,3.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,3,4,9987,0.0178231701211575,-1.1483523350718627,-3.2477966043689075,-0.12858838131313,6.0,5.0,6.0,0.0378492039651547,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,3,4,9987,0.6368278762391109,0.2277083963317541,-1.1371602076919476,2.047634796297545,5.0,3.0,6.0,0.9621507960348452,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,3,4,9987,0.9473315309902872,0.9824692646432006,-0.1858347468453071,3.987774316865575,3.0,1.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,3,4,9987,0.9183939120857114,0.8856527868831022,-0.4290095462188921,9.005597143537134,3.0,1.0,5.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,3,4,9987,1.0,2.323086219806593,1.4739158845625144,22.038105488176544,1.0,1.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,3,4,9987,0.956944027235406,1.0744658487282843,-0.2810940173474461,3.690292554409194,3.0,2.0,4.0,1.0,256:MASH-F
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0,-3.359796910655521,-19.910257773092248,-2.4015372775975075,7.0,7.0,7.0,0.0010006003602161,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9984,1.0,2.782930597017818,1.7214336069838103,8.763981480250997,2.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9984,1.0,3.127854341028775,2.333332129666058,9.03977287627634,1.0,1.0,5.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9990,0.4119119119119119,-0.112228166751566,-1.8543153720930063,1.592594122970142,6.0,5.0,6.0,0.1304304304304304,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9984,1.0,2.0059086450725925,1.055090889107236,7.829710507871056,3.0,2.0,3.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9990,0.996196196196196,1.6509003844313292,0.6304898210147467,14.205224578677552,4.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9984,0.862479967948718,0.7004456936119603,-0.746768732147615,4.678801374167173,5.0,4.0,6.0,0.8700921474358975,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9985,0.0,-4.470847260205745,-38.78527395830323,-3.865132044372946,7.0,7.0,7.0,0.00050075112669,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,1.0,2.780249724966808,1.2849441562715798,24.106763579105664,2.0,1.0,5.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.048613161795853,1.353408370727368,10.03740846645809,2.0,1.0,5.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.0287575150300601,-1.056877443453812,-3.941396841392143,0.0453816718282467,6.0,6.0,6.0,0.0081162324649298,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9985,0.998597896845268,1.7491151832598126,0.6925709034057106,8.43217066909807,3.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,1.0,1.8719959537803803,0.9223288712420852,12.022654466047891,3.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.9040080160320642,0.8473835994866851,-0.5403998366618034,4.594404398025951,5.0,3.0,5.0,0.99188376753507,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9982,0.9984972951312362,1.5430853638424236,0.596460684891151,6.178586731812056,1.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9987,0.0290377490737959,-1.222834431407502,-7.096084399567407,0.1232591199903913,5.0,5.0,6.0,0.8856513467507761,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,3,4,9982,0.0,-2.030020988991478,-7.81306920709352,-0.972588863221609,6.0,5.0,6.0,0.1144059306752153,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,3,4,9982,0.9634341815267482,1.0951933721983913,-0.0945386147229312,6.189360413712535,2.0,1.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.9626327389300742,1.0730876318008291,-0.1048314140852245,4.547462789081782,3.0,2.0,3.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,3,4,9982,0.693047485473853,0.3076996667580304,-1.111990368305647,4.130872552395699,4.0,2.0,4.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9986,1.0,2.07839309888564,1.464929455310657,52.36315861606886,1.0,1.0,3.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9982,0.0696253255860549,-0.9777438188038036,-5.750902174887333,0.5848815885773482,5.0,3.0,6.0,0.9733520336605892,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,3,4,9992,0.0,-2.4974316718107894,-16.037520554366438,-1.5803194673237562,6.0,5.0,6.0,0.0291232986389111,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,3,4,9996,0.954281712685074,1.0672430169662803,-0.1813513997591467,3.3627999685510703,3.0,1.0,4.0,0.9987995198079233,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.996393508314967,1.451180324615534,0.4874207592785179,6.39558226662038,2.0,1.0,3.0,1.0,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,3,4,9982,0.5469845722300141,0.0598320187242821,-1.2719819216301276,2.682205653911532,4.0,3.0,5.0,0.9996994590262472,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,3,4,9991,0.3193874487038334,-0.2802900509960286,-4.058744051541551,2.7461068642178788,6.0,2.0,6.0,0.3571214092683415,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,3,4,9983,0.7535810878493439,0.4395570498058738,-1.2617576586689765,2.853693850916033,5.0,3.0,6.0,0.8755885004507663,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,3,4,9996,0.8477390956382553,0.6464235555544864,-0.9022321508627832,3.3539225295005286,4.0,2.0,5.0,0.9991996798719488,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,3,4,9983,0.9643393769407994,0.9860482716317834,-0.904361985562028,23.46275580620909,2.0,1.0,5.0,0.9899829710507864,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,3,4,9995,0.9179589794897448,0.843303335476377,-0.5291392966796347,2.6520062546337058,3.0,1.0,6.0,0.7788894447223612,256:MASH-C/F0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,3,4,9983,0.992687568867074,1.5458362230308698,0.4460524359566761,6.880547348148768,1.0,1.0,3.0,1.0,256:MASH-C/F0
