program_id,gene_symbol,g__GSE202379,g__GSE244832,g__GSE256398,var__GSE202379,var__GSE244832,var__GSE256398,average_detection,coherent_positive_member,minimum_g,median_g,fixed_effect,fixed_se,fixed_low,fixed_high,fixed_p,random_effect,random_se,random_low,random_high,tau2,q,i2,fixed_fdr_within_program,meta_supported_member,program_label
RAM2019_ENDO_2,TFF3,1.8025471532030668,1.2241298932809443,1.245011131642615,0.7707646866267066,0.3735483609287784,0.5135449615362933,0.580952380952381,True,1.2241298932809443,1.245011131642615,1.3577246517334516,0.4109387624642553,0.552284677303511,2.1631646261633923,0.0009532991437708,1.3577253666859683,0.4109416822464474,0.5522796694829314,2.1631710638890054,6.656575486655075e-06,0.3292322161302681,0.0,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,NTS,1.0642398061469898,0.7860496727369313,1.9538505472116223,0.5943838637489819,0.3368558647781876,0.655262414219114,0.4404761904761904,True,0.7860496727369313,1.0642398061469898,1.1503308442632088,0.4023518010508233,0.361721314203595,1.9389403743228224,0.0042495532773113,1.1503317943979496,0.4023534886050671,0.3617189567320181,1.938944632063881,3.7085488803973673e-06,1.391729966369148,0.0,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,EFEMP1,0.8628116176340508,0.7284738907816477,4.7332094762123775,0.562036990627024,0.3332225365090507,1.8168711632733323,0.5690476190476189,True,0.7284738907816477,0.8628116176340508,1.1868080536912529,0.4331222178196436,0.3378885067647514,2.0357276006177543,0.0061416237439444,1.846670646366431,1.165071612071802,-0.4368697132943007,4.130211006027163,3.26112144333486,7.73951349532607,0.7415858243276131,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,ADIRF,1.9097237974806007,0.6726247776199108,1.21454023275033,0.8039204152219774,0.3299621149222875,0.5088609152272433,0.9583333333333331,True,0.6726247776199108,1.21454023275033,1.089917054817347,0.4003290869360225,0.3052720444227427,1.874562065211951,0.0064779691566653,1.0899184083803328,0.4003309851929968,0.3052696774020591,1.8745671393586063,4.054703959858722e-06,1.394263858655115,0.0,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,LGALS3,0.505452983671099,1.030491415711355,1.9076636467415515,0.5212902265585013,0.3553574676883941,0.6441154534853714,0.8595238095238095,True,0.505452983671099,1.030491415711355,1.0869178025678123,0.398887802594508,0.3050977094825766,1.868737895653048,0.0064326616185718,1.0869183582941413,0.3988903549903314,0.3050932625130917,1.8687434540751908,5.741340683488695e-06,1.7033575261064828,0.0,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,PPDPF,0.4745561089914274,2.5296328049316448,0.8597718836286836,0.518766958381757,0.5777378664355419,0.4628671474090676,0.9166666666666664,True,0.4745561089914274,0.8597718836286836,1.228871248733284,0.4145495305900887,0.4163541687767101,2.041388328689858,0.0030331987461335,1.2599292453231017,0.6120857098536581,0.0602412540099317,2.459617236636271,0.6061088819244017,4.31977230117496,0.537012633870538,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,TSPAN5,0.4430065982072183,1.1690398675028435,2.763867243030723,0.5163545705045943,0.3680550366032389,0.8941018002353073,1.0,True,0.4430065982072183,1.1690398675028435,1.2344660435970072,0.416230447327743,0.4186543668346307,2.050277720359384,0.0030187367498949,1.3177917105884738,0.5870813596076774,0.1671122457574261,2.4684711754195217,0.4831542572201796,3.8408750648197767,0.4792853278882048,0.0370169666095164,True,Endo2
RAM2019_ENDO_2,S100A10,0.4421780595033753,1.204730025121228,0.5128471310916726,0.5162934530255142,0.3715850458373025,0.4331049279084766,1.0,True,0.4421780595033753,0.5128471310916726,0.7615292560705007,0.3796778042669406,0.0173607597072971,1.5056977524337043,0.044885598603086,0.7615286901020719,0.3796803609480016,0.0173551826439887,1.5057021975601552,5.722811245281127e-06,0.8689418041138951,0.0,0.1261979293741441,False,Endo2
RAM2019_ENDO_2,LAPTM5,0.4382792393337215,1.5815139340791835,0.5999496463677554,0.5160073909692454,0.4153272079313868,0.4391628903027164,1.0,True,0.4382792393337215,0.5999496463677554,0.9094947062674408,0.3885801501629561,0.1478776119480469,1.6711118005868348,0.0192549039801497,0.9094944093836836,0.3885817814925333,0.1478741176583182,1.671114701109049,3.773075872785912e-06,1.7358544625047945,0.0,0.0855773510228875,False,Endo2
RAM2019_ENDO_2,CALD1,0.3489150552189061,0.293401372466026,2.134080506458149,0.5101451429798677,0.3146979596679839,0.7013103921694586,1.0,True,0.293401372466026,0.3489150552189061,0.7098455980787531,0.390322004270512,-0.0551855302914504,1.4748767264489566,0.0689701305280037,0.8008871378198885,0.539096067897032,-0.2557411552582942,1.8575154308980717,0.3913340071452674,3.69881106945498,0.459285710341864,0.162282660065891,False,Endo2
RAM2019_ENDO_2,C4ORF48,0.3754666768501518,0.6783196573523397,0.2646985508182136,0.5117479354520746,0.3302826760090526,0.4210457493419955,0.6047619047619047,True,0.2646985508182136,0.3754666768501518,0.4643462315548637,0.3686841620741817,-0.2582747261105323,1.18696718922026,0.2078610210083644,0.4643458821826882,0.3686865809430355,-0.2582798164656614,1.1869715808310377,5.18267653740509e-06,0.2487261468866501,0.0,0.3464350350139407,False,Endo2
