spatial_study,donor_id,scar_cluster,metric,scar_spots,other_spots,scar_median,other_median,scar_minus_other
Hammond_2025_PMC12162837,A,A6,EC4_6_fraction_of_EC1_6,151.0,1861.0,0.9022048777290548,0.4310113365751447,0.4711935411539099
Hammond_2025_PMC12162837,B,B6,EC4_6_fraction_of_EC1_6,123.0,1486.0,0.5207967661626196,0.471094974603894,0.0497017915587255
