dataset_id,contrast,lineage,comparison_group,donors_before_cell_gate,donors_30,donors_20,minimum_cells,median_cells,maximum_cells,formal_30_cell_gate,formal_20_cell_gate,analysis_role
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,control,3,3,3,384,438.0,519,PASS,PASS,mixed_f2f4_small_directional_sensitivity
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,case,3,3,3,332,440.0,507,PASS,PASS,mixed_f2f4_small_directional_sensitivity
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,control,3,3,3,244,255.0,425,PASS,PASS,mixed_f2f4_small_directional_sensitivity
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,case,3,3,3,131,239.0,396,PASS,PASS,mixed_f2f4_small_directional_sensitivity
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,control,3,3,3,311,382.0,471,PASS,PASS,mixed_f2f4_small_directional_sensitivity
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,case,3,3,3,248,425.0,581,PASS,PASS,mixed_f2f4_small_directional_sensitivity
