program_id,paper_id,program_name,cell_lineage,gene_symbol,direction,discovery_dataset,discovery_assay,disease_etiology,source_table,source_page,verified,data_lineage_class,notes
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HNMT,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ZEB2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,RND3,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NR4A2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CD302,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SLC40A1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,STAT1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NABP1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SPATS2L,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CLK1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CFLAR,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NRP2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ARL4C,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CMTM6,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CCR1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,GPX1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,FRMD4B,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,FILIP1L,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NFKBIZ,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,PARP14,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,RNF13,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SIAH2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,P2RY13,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SUCNR1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,RAP2B,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,TIPARP,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CCNL1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,MFSD1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SEC62,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SKIL,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,TNFSF10,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NCEH1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ETV5,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,BCL6,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,IL1RAP,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HES1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ARAP2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,RBM47,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ALB,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CXCL3,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CXCL2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SCARB2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,PLAC8,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CISD2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NDST3,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,FAM198B,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,FNIP2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,MIR3945HG,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ANKH,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,BASP1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,DAB2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SEPP1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ZFYVE16,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ARRDC3,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,AFF4,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,TGFBI,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ETF1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CD14,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,NDFIP1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CSF1R,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ATOX1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,TIMD4,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HAVCR2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,LCP2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CPEB4,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CANX,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SQSTM1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SERPINB6,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ATXN1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,C6orf62,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HLA-E,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,DDAH2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HSPA1A,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,HSPA1B,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,C2,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,PIM1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,VEGFA,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,PLA2G7,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,DST,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,PTP4A1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,TMEM30A,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,ME1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,CD164,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,MARCKS,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
RAM2019_MAC_SIG_C_KC,Ramachandran2019_Nature,Kupffer-cell metagene C,macrophage_monocyte,SERINC1,UP_IN_STATE,GSE136103,scRNA-seq,mixed nonviral cirrhosis,Supplementary Table 9,supplementary file,TRUE,REUSED,HOMEOSTATIC_MACROPHAGE; exact author metagene list; external only outside GSE136103
