dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability,balanced_n_per_group_for_bootstrap_median_effect_80_power,planning_interpretation
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_1,4,4,9998,0.3749749949989998,-0.199900114867474,-1.6319913484119535,1.6566280600057883,6.0,1.0,6.0,0.48499699939988,393.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,standardized_mean,RAM2019_ENDO_3,5,9,10000,0.6788,0.20681166286838115,-0.6936529529750673,1.1618378182857843,5.0,2.0,6.0,0.6754,368.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,standardized_mean,RAM2019_ENDO_4,5,9,10000,0.6695,0.1808616363953472,-0.75158164735663,1.1637440320192498,5.0,2.0,6.0,0.658,480.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,standardized_mean,RAM2019_ENDO_5,5,9,10000,0.9518,0.793506570148067,-0.14363768111133798,2.038862759719586,3.0,1.0,6.0,0.9346,25.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,5,9,10000,0.9969,1.3201329911368367,0.3875114203540521,2.6873215241318054,1.0,1.0,4.0,0.9931,10.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,5,9,10000,0.7826,0.4666788902486222,-0.6692041097950016,2.3276854083378598,4.0,1.0,7.0,0.7055,73.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,4,9,10000,0.9995,1.641245032912373,0.6501432091437976,4.395963574282645,2.0,1.0,4.0,0.9987,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,4,9,10000,0.9976,1.3033148903068903,0.40267432264063857,2.6153413269015213,3.0,2.0,4.0,1.0,10.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,4,9,10000,1.0,1.6788051062738911,0.8760360214937897,2.9861539280175573,2.0,1.0,3.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,4,9,10000,1.0,1.4657334915962479,0.6463167308667278,3.2933848061681403,2.0,1.0,3.0,1.0,8.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,4,9,10000,0.9728,0.9061795614502941,-0.019583423354135873,2.577267995922703,3.0,2.0,4.0,0.9992,20.0,bootstrap estimate for prospective planning; not validation evidence
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,4,9,10000,0.9994,1.611601577217204,0.6829745570953445,3.091258364628766,1.0,1.0,3.0,1.0,7.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_1,6,4,10000,0.0,-2.3743243942605963,-5.922223784715669,-1.2991112564725036,7.0,7.0,7.0,0.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_2,6,4,10000,1.0,3.029870293693012,1.9145003013523487,5.523709132369625,1.0,1.0,3.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_3,6,4,10000,0.9981,1.4423693099594281,0.5943829728559491,2.9424915887891,4.0,1.0,5.0,0.9914,8.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_4,6,4,10000,0.7665,0.4727094496200157,-0.9208616056415856,2.3223550199776666,5.0,3.0,6.0,0.5314,71.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_5,6,4,10000,0.9999,1.6260541675647673,0.8134399109040938,3.144147108392407,3.0,3.0,5.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,6,4,10000,1.0,2.3743222087999394,1.57304048139157,4.410809033523186,2.0,1.0,3.0,0.9999,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.7461,0.40733039562201084,-0.7615609381362521,2.2684241495965463,6.0,3.0,6.0,0.4773,95.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_1,6,4,10000,0.0,-4.4238352171576905,-12.537112274328138,-3.547316337847739,7.0,7.0,7.0,0.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_2,6,4,10000,0.9999,2.3404750595923742,1.031305750091535,7.107310200790061,2.0,1.0,4.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_3,6,4,10000,0.6835,0.24072239753576274,-1.2446833582168693,1.3578160081052806,5.0,3.0,6.0,0.7136,271.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_4,6,4,10000,0.5049,0.01005856017909596,-1.515564988024043,1.8584755482599424,6.0,4.0,6.0,0.4974,,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_5,6,4,10000,0.9993,1.7895580849034451,0.681938704543507,4.357976094295905,3.0,2.0,4.0,1.0,5.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,6,4,10000,1.0,3.2144389256145756,1.7831543079878267,10.165229377886979,1.0,1.0,2.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.8349,0.5599867509038499,-0.5479964802142554,2.4094082020860443,4.0,3.0,6.0,0.789,51.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.997,1.3949594338748061,0.4901817748491732,3.1646877495000423,1.0,1.0,2.0,1.0,9.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.0885,-0.6621377206363281,-2.3936363008088426,0.33622958315061374,5.0,3.0,6.0,0.9398,36.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.6294,0.18258565136915436,-0.8834778542121452,2.303535624395827,3.0,1.0,4.0,1.0,471.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,6,4,10000,1.0,1.7580305738391295,0.9599382417613215,3.732403038206574,1.0,1.0,2.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.5684,0.08658091071018102,-1.044494156037777,1.6039202960039383,4.0,2.0,5.0,0.9998,,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.6762,0.23991390010129882,-0.7622584511705254,2.0915044320738096,3.0,2.0,4.0,1.0,273.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_1,6,4,10000,0.0,-2.100442740641464,-5.139282068575629,-1.244340125612668,7.0,6.0,7.0,0.0153,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_2,6,4,10000,1.0,2.518350027896325,1.4904064931454635,4.682779642758639,1.0,1.0,2.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_3,6,4,10000,0.3223,-0.29681734431574164,-3.4045572461060707,1.9202611214369905,4.0,3.0,7.0,0.9389,179.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_4,6,4,10000,0.0208,-1.125108788397007,-2.7538015339722732,-0.05420323610032117,6.0,5.0,6.0,0.4489,13.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_5,6,4,10000,0.5955,0.14616200863992584,-1.573647442366442,2.156032697947971,3.0,3.0,5.0,0.9835,735.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,6,4,10000,0.998,1.7036279032331612,0.5738286902278732,4.677819715695661,2.0,1.0,2.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.0863,-0.8289174077949599,-2.259434055733174,0.5936880620271158,5.0,3.0,7.0,0.6134,23.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_1,6,4,10000,0.0,-3.975791732728901,-11.878795114797564,-2.3996864222937835,7.0,7.0,7.0,0.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_2,6,4,10000,1.0,2.929610699226042,1.6230018137150037,7.280948250868193,1.0,1.0,2.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_3,6,4,10000,0.1063,-0.7842684854696842,-2.9456046487179854,0.553326006230725,5.0,4.0,6.0,0.8479,26.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_4,6,4,10000,0.0238,-1.1462126119731675,-2.7756305169440494,-0.0279714866485657,6.0,4.0,6.0,0.4076,12.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_5,6,4,10000,0.9636,1.0489308510043323,-0.10608860279296678,3.0296710788663477,3.0,3.0,4.0,1.0,15.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,6,4,10000,0.9998,2.2020408674046994,0.9274032095768467,8.784570205598355,2.0,1.0,2.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.2089,-0.4960485057063556,-2.0331384028115016,1.0426108338244156,4.0,3.0,6.0,0.7445,64.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.7147,0.34834666028601874,-1.397742904580337,1.5717824174953048,1.0,1.0,3.0,0.9997,130.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.0163,-1.2552537115236584,-3.74087730736079,-0.12824495279009238,5.0,2.0,6.0,0.7465,10.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.3051,-0.2828449535468341,-1.4198624563672435,1.4603609927628263,2.0,1.0,4.0,0.9997,197.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.9314,0.8384496394266694,-0.4356199226200888,2.1623149875715355,1.0,1.0,4.0,1.0,23.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.276,-0.31008730584372585,-1.5992998557881035,0.8951776331979023,4.0,2.0,6.0,0.9706,164.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.5679,0.09154114158713644,-0.909150223759097,1.7845381668096116,2.0,1.0,4.0,0.9955,,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0016009605763458075,-1.165630917654698,-3.1426587421408536,-0.6210567626081942,7.0,6.0,7.0,0.013408044826896138,12.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9979,0.9982964224872232,1.5981700947978537,0.6494531527712282,5.081982641321049,3.0,2.0,4.0,1.0,7.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9979,1.0,2.139360638429416,1.4365688746160135,9.972049866084127,2.0,1.0,4.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9985,0.6641962944416625,0.25909512290566716,-2.1232346459650464,1.876762975347559,5.0,3.0,7.0,0.8340510766149224,234.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9979,1.0,2.034873370349024,1.2388919132950762,23.041774492650248,2.0,1.0,3.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9985,0.9610415623435152,1.1404608934614058,-0.41427317803233127,7.271388149637703,4.0,1.0,5.0,0.9922884326489735,13.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9979,0.08718308447740254,-0.7805301057064885,-3.253024857213215,0.38639925052957524,6.0,5.0,7.0,0.16183986371379896,26.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9984,0.023637820512820512,-1.000652739083239,-3.13205164196068,-0.06545649553917557,7.0,6.0,7.0,0.020232371794871796,16.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,0.993991588223513,1.3509840555326538,0.3781911357403994,4.696341934394672,3.0,2.0,5.0,0.993991588223513,9.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.152102656045749,1.4819296333533265,7.572992516025812,1.0,1.0,4.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.40741482965931863,-0.12493021110276807,-1.789522378321494,1.4429689494407705,5.0,3.0,6.0,0.6291583166332665,1006.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9984,1.0,1.6995303227720506,0.8589052758215557,15.791747271154584,2.0,1.0,3.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,0.9714428857715431,1.219789546514332,-0.05416671911282561,6.289548014408197,4.0,1.0,5.0,0.9898797595190381,11.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.19468937875751502,-0.5493015018678947,-4.4136748772511085,0.7776307866425515,6.0,5.0,7.0,0.36713426853707415,53.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9985,0.9295943915873811,0.8397264125610135,-0.3639031409359846,4.444709572347594,3.0,2.0,3.0,1.0,23.0,bootstrap estimate for prospective planning; not validation evidence
