dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability,balanced_n_per_group_for_bootstrap_median_effect_80_power,planning_interpretation
GSE202379,clinical_cirrhosis_vs_healthy,endothelial,singscore,RAM2019_ENDO_1,4,4,9998,0.3749749949989998,-0.199900114867474,-1.6319913484119535,1.6566280600057883,6.0,1.0,6.0,0.48499699939988,393.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9991,0.044339905915323795,-1.0902941636914634,-4.107006054163427,0.12276855655995289,5.0,4.0,6.0,0.9241317185466921,14.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9985,0.9892839258888333,1.5225068357294258,0.22479752219466537,5.63101365833201,2.0,1.0,3.0,1.0,7.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9992,0.9929943955164131,1.261095362175189,0.30217742787129354,5.567362995871692,3.0,2.0,3.0,1.0,10.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9983,0.0618050686166483,-1.0581518622908626,-4.425672186613415,0.38377108688183814,5.0,4.0,6.0,0.9694480617048983,15.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9983,1.0,3.330198317174004,2.236039451815048,8.255996237557373,1.0,1.0,2.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0,-3.3597969106555214,-19.910257773092248,-2.4015372775975075,7.0,7.0,7.0,0.0010006003602161296,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9984,1.0,2.782930597017818,1.7214336069838105,8.763981480250997,2.0,1.0,4.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9984,1.0,3.127854341028775,2.333332129666058,9.039772876276341,1.0,1.0,5.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9990,0.4119119119119119,-0.11222816675156602,-1.8543153720930066,1.5925941229701421,6.0,5.0,6.0,0.13043043043043043,1247.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9984,1.0,2.0059086450725925,1.0550908891072361,7.829710507871056,3.0,2.0,3.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9990,0.9961961961961961,1.6509003844313292,0.6304898210147467,14.205224578677553,4.0,1.0,4.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9984,0.862479967948718,0.7004456936119603,-0.746768732147615,4.678801374167173,5.0,4.0,6.0,0.8700921474358975,32.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9985,0.0,-4.470847260205745,-38.78527395830323,-3.865132044372946,7.0,7.0,7.0,0.000500751126690035,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,1.0,2.780249724966808,1.2849441562715798,24.106763579105664,2.0,1.0,5.0,1.0,3.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.048613161795853,1.3534083707273679,10.03740846645809,2.0,1.0,5.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.028757515030060122,-1.056877443453812,-3.941396841392143,0.04538167182824676,6.0,6.0,6.0,0.00811623246492986,15.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9985,0.9985978968452679,1.7491151832598126,0.6925709034057106,8.43217066909807,3.0,1.0,4.0,1.0,6.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,1.0,1.8719959537803803,0.9223288712420853,12.022654466047893,3.0,1.0,4.0,1.0,5.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.9040080160320642,0.8473835994866851,-0.5403998366618034,4.594404398025951,5.0,3.0,5.0,0.9918837675350701,22.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9982,0.9984972951312362,1.5430853638424236,0.596460684891151,6.1785867318120555,1.0,1.0,4.0,1.0,7.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9987,0.029037749073795936,-1.2228344314075021,-7.096084399567407,0.12325911999039137,5.0,5.0,6.0,0.8856513467507761,11.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.9626327389300742,1.0730876318008291,-0.10483141408522456,4.547462789081782,3.0,2.0,3.0,1.0,14.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9986,1.0,2.07839309888564,1.4649294553106573,52.36315861606886,1.0,1.0,3.0,1.0,4.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9982,0.0696253255860549,-0.9777438188038036,-5.750902174887333,0.5848815885773482,5.0,3.0,6.0,0.9733520336605891,17.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.996393508314967,1.4511803246155341,0.48742075927851797,6.39558226662038,2.0,1.0,3.0,1.0,8.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_1,4,4,10000,0.8558,0.6492349304407445,-0.7620284663850783,2.6680161714049517,5.0,2.0,7.0,0.7593,38.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_2,4,4,10000,0.6898,0.3119869637812121,-1.0960563428946901,2.1505429345999643,6.0,2.0,7.0,0.354,162.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_3,4,4,10000,0.955,0.9694216137510067,-0.26380360084643806,5.420382726826124,3.0,1.0,6.0,0.9196,17.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_4,4,4,10000,0.9873,1.141134810655505,0.17674898427750788,2.8335396581501295,2.0,1.0,4.0,0.9995,13.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_5,4,4,10000,0.9436,0.8850147591640249,-0.451514925706159,5.538917061845513,3.0,1.0,5.0,0.9936,21.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,4,4,10000,0.5812,0.10840890445744421,-2.575643206983544,1.3404851785165401,7.0,4.0,7.0,0.2073,1336.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,4,4,10000,0.966,1.0323170205275733,-0.12565714262284733,2.676177678686724,3.0,1.0,7.0,0.7667,15.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_1,4,4,9996,0.7497999199679872,0.37936540825351106,-1.0227009756955083,2.531091915239296,5.0,1.0,7.0,0.7766106442577031,110.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_2,4,4,9996,0.2139855942376951,-0.48776282773122864,-2.1745149141942948,0.8781049422495043,7.0,4.0,7.0,0.12374949979991996,66.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_3,4,4,9996,0.9486794717887155,0.9659241810744914,-0.3232302115499742,3.6443395200435793,2.0,1.0,5.0,0.9923969587835134,17.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_4,4,4,9996,0.9613845538215287,0.9704636876576243,-0.2146546783227858,2.58875609720816,2.0,1.0,4.0,0.9988995598239295,17.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_5,4,4,9996,0.819827931172469,0.5379807898574411,-0.951960530395174,2.760657153663257,4.0,1.0,5.0,0.9806922769107643,55.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,4,4,9996,0.4057623049219688,-0.13541859103259493,-3.732790243888078,1.1379864518585003,6.0,4.0,7.0,0.2571028411364546,857.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,4,4,9996,0.9531812725090036,0.974016334176302,-0.22604830598397,3.0472904012739064,2.0,1.0,7.0,0.8705482192877151,17.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,4,4,9995,0.9036518259129565,0.8059456922271685,-0.4428795617567907,3.3625349181747692,3.0,1.0,6.0,0.9164582291145573,25.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,4,4,9995,0.936168084042021,0.793733135857497,-1.10002696901414,5.962400484422521,3.0,1.0,6.0,0.713256628314157,25.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,4,4,9995,0.8200100050025012,0.5560341827337275,-0.7842811518285885,2.4028515948323714,5.0,1.0,6.0,0.7585792896448225,51.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,4,4,10000,0.8445,0.6481511515828614,-0.7195268733889303,3.2610759227952393,2.0,1.0,6.0,0.8999,38.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,4,4,10000,0.8368,0.5350519036722845,-1.024692032400882,4.363421758171243,3.0,1.0,6.0,0.7918,55.0,bootstrap estimate for prospective planning; not validation evidence
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,4,4,10000,0.6781,0.28032667108064213,-1.1178031237100043,2.4083737314048586,5.0,1.0,6.0,0.6633,200.0,bootstrap estimate for prospective planning; not validation evidence
