dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_1,6,4,10000,0.0,-3.975791732728901,-11.878795114797564,-2.3996864222937835,7.0,7.0,7.0,0.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_2,6,4,10000,1.0,2.929610699226042,1.6230018137150037,7.280948250868193,1.0,1.0,2.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_3,6,4,10000,0.1063,-0.7842684854696842,-2.9456046487179854,0.553326006230725,5.0,4.0,6.0,0.8479
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_4,6,4,10000,0.0238,-1.1462126119731675,-2.7756305169440494,-0.0279714866485657,6.0,4.0,6.0,0.4076
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_5,6,4,10000,0.9636,1.0489308510043323,-0.10608860279296678,3.0296710788663477,3.0,3.0,4.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,6,4,10000,0.9998,2.2020408674046994,0.9274032095768467,8.784570205598355,2.0,1.0,2.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,6,4,10000,0.2089,-0.4960485057063556,-2.0331384028115016,1.0426108338244156,4.0,3.0,6.0,0.7445
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.7147,0.34834666028601874,-1.397742904580337,1.5717824174953048,1.0,1.0,3.0,0.9997
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.0163,-1.2552537115236584,-3.74087730736079,-0.12824495279009238,5.0,2.0,6.0,0.7465
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,6,4,10000,0.0028,-1.6462872612957673,-4.652981829516894,-0.5340216970858718,6.0,5.0,6.0,0.3516
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,6,4,10000,0.0609,-0.9966950059624777,-4.025499892491775,0.356322676035521,4.0,3.0,6.0,0.904
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.3051,-0.2828449535468341,-1.4198624563672435,1.4603609927628263,2.0,1.0,4.0,0.9997
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,6,4,10000,0.1787,-0.5655384179388402,-2.3613090228915046,0.6221765522185787,3.0,2.0,4.0,0.9985
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,6,4,10000,0.9314,0.8384496394266694,-0.4356199226200888,2.1623149875715355,1.0,1.0,4.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,6,4,10000,0.276,-0.31008730584372585,-1.5992998557881035,0.8951776331979023,4.0,2.0,6.0,0.9706
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,6,4,10000,0.0684,-0.983566341547678,-2.5135946761328762,0.46404041624246584,5.0,3.0,6.0,0.6655
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,6,4,10000,0.0354,-1.164018200022272,-5.0048487555224455,0.07823127750632741,6.0,4.0,6.0,0.3686
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,6,4,10000,0.5679,0.09154114158713644,-0.909150223759097,1.7845381668096116,2.0,1.0,4.0,0.9955
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,6,4,10000,0.5444,0.06876371769155899,-1.1805019467095288,1.831265885253048,3.0,1.0,4.0,0.9998
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,6,4,9999,0.7648764876487649,0.4238887810700966,-0.8534349111314714,2.138917898758745,3.0,1.0,6.0,0.9386938693869387
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,6,4,9999,0.038203820382038206,-0.9577423309516742,-2.7362667629436253,0.08790701930934211,6.0,4.0,6.0,0.21062106210621062
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,6,4,10000,0.1132,-0.6475374529675404,-2.6141063549993437,0.43751721882031314,5.0,4.0,6.0,0.8528
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,6,4,9999,0.9757975797579758,1.0326998082716083,0.008358117452972933,3.1292713552145885,1.0,1.0,4.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,6,4,10000,0.7174,0.3354316591360161,-0.996572590712333,1.654014703322801,3.0,2.0,4.0,0.9996
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,6,4,9999,0.7504750475047505,0.38756488481340473,-0.7716004371678208,2.30211492438087,3.0,1.0,4.0,0.9982998299829983
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,6,4,10000,0.5959,0.15292163812365955,-1.199182812859793,1.5290868221553213,5.0,2.0,6.0,0.8652
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,6,4,10000,0.0516,-0.8370373860233725,-3.4784685097468517,0.1606799527039334,6.0,5.0,6.0,0.1376
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,6,4,10000,0.7491,0.3558061314055791,-0.8700095980814869,1.6463393760845773,4.0,3.0,5.0,0.9998
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,6,4,10000,0.9987,1.551582740624605,0.48910462271402294,4.780468055673064,2.0,1.0,3.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,6,4,10000,1.0,1.6129945663861562,0.9515566732508282,3.126252850532318,1.0,1.0,3.0,1.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,6,4,10000,0.7649,0.38499126258379124,-0.6461605320282364,2.479491423406447,4.0,2.0,5.0,0.9974
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0016009605763458075,-1.165630917654698,-3.1426587421408536,-0.6210567626081942,7.0,6.0,7.0,0.013408044826896138
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9979,0.9982964224872232,1.5981700947978537,0.6494531527712282,5.081982641321049,3.0,2.0,4.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9979,1.0,2.139360638429416,1.4365688746160135,9.972049866084127,2.0,1.0,4.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9985,0.6641962944416625,0.25909512290566716,-2.1232346459650464,1.876762975347559,5.0,3.0,7.0,0.8340510766149224
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9979,1.0,2.034873370349024,1.2388919132950762,23.041774492650248,2.0,1.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9985,0.9610415623435152,1.1404608934614058,-0.41427317803233127,7.271388149637703,4.0,1.0,5.0,0.9922884326489735
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9979,0.08718308447740254,-0.7805301057064885,-3.253024857213215,0.38639925052957524,6.0,5.0,7.0,0.16183986371379896
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9984,0.023637820512820512,-1.000652739083239,-3.13205164196068,-0.06545649553917557,7.0,6.0,7.0,0.020232371794871796
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,0.993991588223513,1.3509840555326538,0.3781911357403994,4.696341934394672,3.0,2.0,5.0,0.993991588223513
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.152102656045749,1.4819296333533265,7.572992516025812,1.0,1.0,4.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.40741482965931863,-0.12493021110276807,-1.789522378321494,1.4429689494407705,5.0,3.0,6.0,0.6291583166332665
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9984,1.0,1.6995303227720506,0.8589052758215557,15.791747271154584,2.0,1.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,0.9714428857715431,1.219789546514332,-0.05416671911282561,6.289548014408197,4.0,1.0,5.0,0.9898797595190381
GSE256398_human,mash_fibrosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.19468937875751502,-0.5493015018678947,-4.4136748772511085,0.7776307866425515,6.0,5.0,7.0,0.36713426853707415
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9985,0.9295943915873811,0.8397264125610135,-0.3639031409359846,4.444709572347594,3.0,2.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9991,0.044339905915323795,-1.0902941636914634,-4.107006054163427,0.12276855655995289,5.0,4.0,6.0,0.9241317185466921
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,3,4,9985,0.0,-1.8302039891356574,-7.06875108302131,-0.8128160421905829,6.0,5.0,6.0,0.07781672508763145
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,3,4,9985,0.9990986479719579,1.8372613903775379,0.7563205794336352,6.323313631256514,1.0,1.0,2.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9985,0.9892839258888333,1.5225068357294258,0.22479752219466537,5.63101365833201,2.0,1.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,3,4,9985,0.4753129694541813,-0.0326271730373849,-1.5420595942102286,2.0037538095818004,4.0,4.0,5.0,0.9980971457185779
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9992,0.9929943955164131,1.261095362175189,0.30217742787129354,5.567362995871692,3.0,2.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9983,0.0618050686166483,-1.0581518622908626,-4.425672186613415,0.38377108688183814,5.0,4.0,6.0,0.9694480617048983
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,3,4,9988,0.0,-2.11125134837806,-13.465926851398935,-1.086039027381161,6.0,5.0,6.0,0.0329395274329195
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,3,4,9991,1.0,3.030584031022588,2.0474051013139323,7.406159879234151,2.0,1.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9983,1.0,3.330198317174004,2.236039451815048,8.255996237557373,1.0,1.0,2.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,3,4,9983,0.34007813282580385,-0.22315030326660784,-2.2762621436735664,1.5718151245613041,4.0,4.0,5.0,0.9980967644996495
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,3,4,9987,0.3690798037448683,-0.20186185614416127,-2.039942367269712,2.04331904231539,6.0,2.0,6.0,0.44748172624411736
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,3,4,9981,0.5564572688107404,0.06501106938976853,-1.5351208506177947,1.80321597403182,5.0,3.0,6.0,0.7449153391443744
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,3,4,9992,0.6811449159327462,0.2874582702769151,-1.1141540676131563,2.2026992183520626,4.0,2.0,5.0,0.9924939951961569
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,3,4,9981,0.9539124336238853,1.1043704769887166,-0.15572732115694154,6.500118266705074,2.0,1.0,5.0,0.998497144574692
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,3,4,9995,0.7792896448224113,0.4591355665316853,-0.6742305054931274,4.9149601933877936,3.0,1.0,6.0,0.817208604302151
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,3,4,9981,0.9470994890291554,1.0342995718524886,-0.34236799886485525,3.616375610310373,2.0,1.0,3.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,3,4,9987,0.017823170121157503,-1.1483523350718627,-3.2477966043689075,-0.12858838131313,6.0,5.0,6.0,0.037849203965154704
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,3,4,9987,0.6368278762391109,0.2277083963317541,-1.1371602076919476,2.047634796297545,5.0,3.0,6.0,0.9621507960348453
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,3,4,9987,0.9473315309902873,0.9824692646432006,-0.18583474684530712,3.987774316865575,3.0,1.0,4.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,3,4,9987,0.9183939120857114,0.8856527868831022,-0.4290095462188921,9.005597143537134,3.0,1.0,5.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,3,4,9987,1.0,2.323086219806593,1.4739158845625144,22.038105488176544,1.0,1.0,4.0,1.0
GSE256398_human,mash_fibrosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,3,4,9987,0.9569440272354061,1.0744658487282845,-0.28109401734744616,3.690292554409194,3.0,2.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_1,3,4,9994,0.0,-3.3597969106555214,-19.910257773092248,-2.4015372775975075,7.0,7.0,7.0,0.0010006003602161296
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_2,3,4,9984,1.0,2.782930597017818,1.7214336069838105,8.763981480250997,2.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_3,3,4,9984,1.0,3.127854341028775,2.333332129666058,9.039772876276341,1.0,1.0,5.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_4,3,4,9990,0.4119119119119119,-0.11222816675156602,-1.8543153720930066,1.5925941229701421,6.0,5.0,6.0,0.13043043043043043
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_5,3,4,9984,1.0,2.0059086450725925,1.0550908891072361,7.829710507871056,3.0,2.0,3.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,3,4,9990,0.9961961961961961,1.6509003844313292,0.6304898210147467,14.205224578677553,4.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,3,4,9984,0.862479967948718,0.7004456936119603,-0.746768732147615,4.678801374167173,5.0,4.0,6.0,0.8700921474358975
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_1,3,4,9985,0.0,-4.470847260205745,-38.78527395830323,-3.865132044372946,7.0,7.0,7.0,0.000500751126690035
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_2,3,4,9986,1.0,2.780249724966808,1.2849441562715798,24.106763579105664,2.0,1.0,5.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_3,3,4,9980,1.0,2.048613161795853,1.3534083707273679,10.03740846645809,2.0,1.0,5.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_4,3,4,9980,0.028757515030060122,-1.056877443453812,-3.941396841392143,0.04538167182824676,6.0,6.0,6.0,0.00811623246492986
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_5,3,4,9985,0.9985978968452679,1.7491151832598126,0.6925709034057106,8.43217066909807,3.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,3,4,9980,1.0,1.8719959537803803,0.9223288712420853,12.022654466047893,3.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,3,4,9980,0.9040080160320642,0.8473835994866851,-0.5403998366618034,4.594404398025951,5.0,3.0,5.0,0.9918837675350701
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,3,4,9982,0.9984972951312362,1.5430853638424236,0.596460684891151,6.1785867318120555,1.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,3,4,9987,0.029037749073795936,-1.2228344314075021,-7.096084399567407,0.12325911999039137,5.0,5.0,6.0,0.8856513467507761
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,3,4,9982,0.0,-2.030020988991478,-7.81306920709352,-0.972588863221609,6.0,5.0,6.0,0.11440593067521539
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,3,4,9982,0.9634341815267482,1.0951933721983913,-0.09453861472293124,6.189360413712535,2.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.9626327389300742,1.0730876318008291,-0.10483141408522456,4.547462789081782,3.0,2.0,3.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,3,4,9982,0.693047485473853,0.3076996667580304,-1.111990368305647,4.130872552395699,4.0,2.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,3,4,9986,1.0,2.07839309888564,1.4649294553106573,52.36315861606886,1.0,1.0,3.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,3,4,9982,0.0696253255860549,-0.9777438188038036,-5.750902174887333,0.5848815885773482,5.0,3.0,6.0,0.9733520336605891
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,3,4,9992,0.0,-2.4974316718107894,-16.037520554366438,-1.5803194673237562,6.0,5.0,6.0,0.029123298638911128
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,3,4,9996,0.954281712685074,1.0672430169662805,-0.18135139975914677,3.3627999685510703,3.0,1.0,4.0,0.9987995198079231
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,3,4,9982,0.996393508314967,1.4511803246155341,0.48742075927851797,6.39558226662038,2.0,1.0,3.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,3,4,9982,0.5469845722300141,0.05983201872428216,-1.2719819216301276,2.6822056539115318,4.0,3.0,5.0,0.9996994590262472
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,3,4,9991,0.31938744870383345,-0.28029005099602866,-4.058744051541551,2.7461068642178788,6.0,2.0,6.0,0.3571214092683415
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,3,4,9983,0.7535810878493439,0.43955704980587385,-1.2617576586689763,2.8536938509160334,5.0,3.0,6.0,0.8755885004507663
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,3,4,9996,0.8477390956382553,0.6464235555544864,-0.9022321508627831,3.3539225295005286,4.0,2.0,5.0,0.9991996798719488
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,3,4,9983,0.9643393769407994,0.9860482716317834,-0.9043619855620281,23.46275580620909,2.0,1.0,5.0,0.9899829710507864
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,3,4,9995,0.9179589794897449,0.843303335476377,-0.5291392966796347,2.6520062546337058,3.0,1.0,6.0,0.7788894447223612
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,3,4,9983,0.992687568867074,1.5458362230308698,0.4460524359566761,6.880547348148768,1.0,1.0,3.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,3,4,9980,0.0,-2.177981876140711,-11.625006733204877,-1.168186615065704,6.0,6.0,6.0,0.02414829659318637
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,3,4,9980,0.6279559118236473,0.21481115592259914,-1.6614695056668158,2.4416505841514717,5.0,3.0,5.0,0.9853707414829659
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,3,4,9980,0.9377755511022045,0.8927996327587076,-0.4090910145435084,3.7738454779518276,2.0,1.0,4.0,1.0
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,3,4,9980,0.7570140280561122,0.4091106016656816,-2.393547550850777,6.677384835116681,4.0,1.0,5.0,0.9918837675350701
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,3,4,9980,0.8414829659318638,0.577838741682412,-0.7345200046169292,2.212559926331785,3.0,1.0,5.0,0.9985971943887776
GSE256398_human,mash_cirrhosis_vs_masld_f0,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,3,4,9980,0.9866733466933868,1.3948003886095726,0.20040806088149543,5.190607194637983,1.0,1.0,3.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_1,4,4,10000,0.8558,0.6492349304407445,-0.7620284663850783,2.6680161714049517,5.0,2.0,7.0,0.7593
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_2,4,4,10000,0.6898,0.3119869637812121,-1.0960563428946901,2.1505429345999643,6.0,2.0,7.0,0.354
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_3,4,4,10000,0.955,0.9694216137510067,-0.26380360084643806,5.420382726826124,3.0,1.0,6.0,0.9196
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_4,4,4,10000,0.9873,1.141134810655505,0.17674898427750788,2.8335396581501295,2.0,1.0,4.0,0.9995
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_5,4,4,10000,0.9436,0.8850147591640249,-0.451514925706159,5.538917061845513,3.0,1.0,5.0,0.9936
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_6_SAENDO1,4,4,10000,0.5812,0.10840890445744421,-2.575643206983544,1.3404851785165401,7.0,4.0,7.0,0.2073
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,singscore,RAM2019_ENDO_7_SAENDO2,4,4,10000,0.966,1.0323170205275733,-0.12565714262284733,2.676177678686724,3.0,1.0,7.0,0.7667
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_1,4,4,9996,0.7497999199679872,0.37936540825351106,-1.0227009756955083,2.531091915239296,5.0,1.0,7.0,0.7766106442577031
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_2,4,4,9996,0.2139855942376951,-0.48776282773122864,-2.1745149141942948,0.8781049422495043,7.0,4.0,7.0,0.12374949979991996
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_3,4,4,9996,0.9486794717887155,0.9659241810744914,-0.3232302115499742,3.6443395200435793,2.0,1.0,5.0,0.9923969587835134
