dataset_id,contrast,program_id,lineage,score_method,analysis_tier,cell_gate,coverage_tier,program_coverage,expected_direction,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,cohens_d,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,conventional_se_g,conventional_ci95_low,conventional_ci95_high,permutation_p_two_sided,permutation_mode,source_file,annotation_limitation,etiology_limitation,endpoint_limitation,uncertainty_status,permutation_status,assay,annotation_role,endpoint_family,expected_direction_observed,formal_primary_row,comparable_advanced_sensitivity_input
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,primary,30,primary,0.8785714285714286,positive_case_higher,3,7,0.4997084026856199,0.5655965629667034,0.0658881602810834,0.0634618862588518,1.0382319871857446,0.9377579239097048,0.929291084259414,-0.8836526012387463,2.759168449058156,0.7288019939815211,-0.4906939842940766,2.366209832113486,0.1833333333333333,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,primary,30,primary,0.8785714285714286,positive_case_higher,3,7,-0.2092949810627172,0.0926043164813818,0.3018992975440991,0.2745264432069938,1.099709354105703,0.993285868224506,0.7664549133220847,-0.5089657618867801,2.495537498335792,0.7333853197272108,-0.4441493584408272,2.4307210948898392,0.1583333333333333,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,primary,30,primary,1.0,positive_case_higher,3,7,0.381202613618173,0.3757878586916525,-0.0054147549265205,0.0918914079468692,-0.0589255845296364,-0.0532231086074135,0.9939483613538838,-2.0013618968610256,1.8949156796461983,0.6901938277731053,-1.4060030110427,1.299556793827873,0.9166666666666666,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,False,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,primary,30,primary,1.0,positive_case_higher,3,7,0.0403233621961743,0.0666766380778386,0.0263532758816643,0.3657850110440133,0.0720458058312656,0.0650736310734012,1.0589560407226737,-2.010480208743039,2.140627470889841,0.6902572978837627,-1.2878306727787736,1.417977934925576,0.9,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,primary,30,primary,0.8297872340425532,positive_case_higher,3,7,0.6563110368607198,0.6509384437502831,-0.0053725931104366,0.0572468771378204,-0.0938495404299925,-0.0847673268399933,0.8941989853038451,-1.8373973380355293,1.667862684355543,0.6903908819804191,-1.4379334555216148,1.268398801841628,0.9,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,False,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,primary,30,primary,0.8297872340425532,positive_case_higher,3,7,0.1392273388373754,-0.0062354028217893,-0.1454627416591648,0.3274752243103881,-0.4441946469858499,-0.4012080682452838,0.7364059612007936,-1.84456375219884,1.0421476157082716,0.6973169801582675,-1.767949349355488,0.9655332128649204,0.5083333333333333,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,False,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,primary,30,primary,0.9491525423728814,positive_case_higher,3,7,0.2962498531029988,0.3295027828124294,0.0332529297094306,0.062570629131044,0.5314463058983747,0.48001601823079,0.9885006891936408,-1.457445332588746,2.417477369050326,0.700422327813984,-0.8928117442846186,1.8528437807461984,0.4416666666666666,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,primary,30,primary,0.9491525423728814,positive_case_higher,3,7,-0.2739148313466659,0.0704454808474986,0.3443603121941645,0.2084735896534801,1.651817444917373,1.491964143796337,1.0059484415576017,-0.4796948016565623,3.463623089249236,0.7844187587563465,-0.0454966233661022,3.029424910958776,0.0333333333333333,exact_120_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_1,endothelial,singscore,primary,30,primary,0.9625,positive_case_higher,4,4,0.8139687445332089,0.8051514873836875,-0.0088172571495214,0.0385893885703707,-0.2284891644096012,-0.1986862299213923,0.7099970268936756,-1.5902804026329964,1.1929079427902118,0.709429126009097,-1.5891673168992224,1.1917948570564378,0.7428571428571429,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,False,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_1,endothelial,standardized_mean,primary,30,primary,0.9625,positive_case_higher,4,4,0.1519743754758865,-0.0995052897634411,-0.2514796652393277,0.4657326328747994,-0.5399657388983772,-0.4695354251290236,0.7099970268936755,-1.861129597840628,0.9220587475825804,0.7199805272512059,-1.880697258541387,0.94162640828334,0.4,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,False,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_2,endothelial,singscore,primary,30,primary,0.9555555555555556,positive_case_higher,4,4,0.2808284446007382,0.3100418193386688,0.0292133747379306,0.0673578072526381,0.4337043607782593,0.3771342267637038,0.7099970268936755,-1.0144599459479,1.7687283994753078,0.715438689721014,-1.0251256050894837,1.7793940586168913,0.5428571428571428,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_2,endothelial,standardized_mean,primary,30,primary,0.9555555555555556,positive_case_higher,4,4,-0.1734745719724376,-0.0524626870582611,0.1210118849141764,0.346706082183449,0.3490330603722915,0.3035070090193839,0.7099970268936754,-1.0880871636922198,1.6951011817309876,0.7125141229316028,-1.0930206719265576,1.7000346899653254,0.7142857142857143,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_3,endothelial,singscore,primary,30,primary,0.9487179487179488,positive_case_higher,4,4,0.5864159322679502,0.6005865089945808,0.0141705767266305,0.0501260550651594,0.2826988221636448,0.2458250627509955,0.7099970268936755,-1.1457691099606084,1.6374192354625994,0.7106587297170451,-1.147066047494413,1.638716172996404,0.8285714285714286,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_3,endothelial,standardized_mean,primary,30,primary,0.9487179487179488,positive_case_higher,4,4,0.0153868302007663,-0.0913605773856231,-0.1067474075863894,0.3569897276893715,-0.2990209502030095,-0.2600182175678343,0.7099970268936756,-1.6516123902794384,1.13157595514377,0.7110795474410226,-1.6537341305522386,1.13369769541657,0.6857142857142857,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,False,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_4,endothelial,singscore,primary,30,primary,0.9659090909090908,positive_case_higher,4,4,0.5757986994361456,0.6404913723477329,0.0646926729115873,0.0777600800340464,0.8319522418606348,0.7234367320527259,0.7099970268936756,-0.6681574406588783,2.11503090476433,0.7373014255424488,-0.7216740620104739,2.1685475261159257,0.3142857142857143,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_4,endothelial,standardized_mean,primary,30,primary,0.9659090909090908,positive_case_higher,4,4,-0.2034397337904545,0.1614755457988479,0.3649152795893025,0.4853676483093124,0.751832720743578,0.6537675832552852,0.7099970268936756,-0.737826589456319,2.0453617559668893,0.7318590513727954,-0.7806761574353938,2.088211323945964,0.3428571428571428,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_5,endothelial,singscore,primary,30,primary,0.96,positive_case_higher,4,4,0.5161083007572602,0.5095924185865188,-0.0065158821707413,0.0708763465704534,-0.0919330987844356,-0.079941825029944,0.7099970268936754,-1.4715359977415476,1.3116523476816595,0.7074832563029977,-1.4666090073838194,1.3067253573239317,0.9714285714285714,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,False,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_5,endothelial,standardized_mean,primary,30,primary,0.96,positive_case_higher,4,4,-0.0707277380343102,0.1696326636028434,0.2403604016371537,0.3964002356014257,0.6063578677557406,0.5272677110919484,0.7099970268936755,-0.8643264616196555,1.9188618838035525,0.7233032581589448,-0.8904066748995834,1.94494209708348,0.4,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,primary,30,primary,1.0,positive_case_higher,4,4,0.4331232997279564,0.4969021710140289,0.0637788712860725,0.0837974699335955,0.761107362031496,0.66183248872304,0.7099970268936753,-0.7297616839885634,2.0534266614346435,0.7324628684063862,-0.7737947333534769,2.0974597107995567,0.4285714285714285,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,clinical_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,primary,30,primary,1.0,positive_case_higher,4,4,-0.1014786219311615,0.0173520701809145,0.1188306921120761,0.476868359558985,0.2491897181477347,0.2166867114328128,0.7099970268936754,-1.1749074612787909,1.6082808841444165,0.7098681292390139,-1.1746548218756545,1.60802824474128,0.7142857142857143,exact_70_allocations,results/primary/gse202379_primary_effects.csv,,,,,,snRNA-seq,author labels,clinical_cirrhosis_vs_healthy,True,True,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,sensitivity,20,evaluable_flagged,0.795045045045045,positive_case_higher,3,12,0.241832363012987,0.2863625609490487,0.0445301979360617,0.056357477339723,0.7901382396453545,0.7436595196662159,0.86440922138812,-0.9505825542544994,2.437901593586932,0.661768109935669,-0.5534059758076955,2.0407250151401275,0.2461538461538461,exact_455_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,False,False
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,sensitivity,20,evaluable_flagged,0.795045045045045,positive_case_higher,3,12,-0.3813292937347197,-0.0283533225952294,0.3529759711394903,0.2385020919528883,1.4799701262545493,1.3929130600042816,0.736850938720298,-0.0513147798875026,2.837140899896066,0.7009208263767089,0.0191082403059321,2.766717879702631,0.0461538461538461,exact_455_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,advanced_f3f4_vs_f0,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_1,endothelial,singscore,sensitivity,20,primary,0.9625,positive_case_higher,5,20,0.7987728563931258,0.7954643960914005,-0.0033084603017252,0.0434760920106194,-0.0760983830128325,-0.0735896451113106,0.5363989121650035,-1.1249315129547175,0.9777522227320962,0.5001177130103344,-1.053820362611566,0.9066410723889448,0.8808770939205722,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,False,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_1,endothelial,standardized_mean,sensitivity,20,primary,0.9625,positive_case_higher,5,20,-0.0437810173438297,-0.1611145545723479,-0.1173335372285182,0.5734602544944103,-0.2046062238994488,-0.1978609637708955,0.4262350738916922,-1.0332817085986123,0.6375597810568212,0.5008503412889173,-1.1795276326971735,0.7838057051553823,0.6903444381705252,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,False,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_2,endothelial,singscore,sensitivity,20,primary,0.9555555555555556,positive_case_higher,5,20,0.2451501338844675,0.3446850399567278,0.0995349060722602,0.0937620744080175,1.06156894139438,1.0265721631066531,0.406957815016822,0.228934845673682,1.8242094805396245,0.5224076869995367,0.0026530965875612,2.050491229625745,0.0437794089968003,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_2,endothelial,standardized_mean,sensitivity,20,primary,0.9555555555555556,positive_case_higher,5,20,-0.3635092118715762,0.0498577078350211,0.4133669197065974,0.3804347734297926,1.086564500873321,1.0507436931522225,0.4222884591002998,0.2230583133156347,1.8784290729888096,0.5234513869853995,0.0247789746608393,2.076708411643605,0.0408996800301148,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_3,endothelial,singscore,sensitivity,20,primary,0.9487179487179488,positive_case_higher,5,20,0.5834955070381079,0.5987289419464308,0.0152334349083228,0.0610342079337076,0.24958847544755,0.2413602839492791,0.3523309076013465,-0.44920829494936,0.9319288628479184,0.501264808664869,-0.741118741033864,1.2238393089324224,0.6250517598343686,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_3,endothelial,standardized_mean,sensitivity,20,primary,0.9487179487179488,positive_case_higher,5,20,-0.0689913140999599,-0.0559983378259034,0.0129929762740564,0.3607203947120356,0.0360195222242113,0.0348320654475889,0.3205278801132099,-0.5934025795743023,0.6630667104694803,0.5000263747996601,-0.9452196291597448,1.0148837600549223,0.943459439111613,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_4,endothelial,singscore,sensitivity,20,primary,0.9659090909090908,positive_case_higher,5,20,0.5743822887810328,0.6168076931786445,0.0424254043976116,0.0732725146151302,0.5790084402105553,0.5599202498739436,0.3565243933173521,-0.1388675610280665,1.2587080607759538,0.5067696219194782,-0.4333482090882335,1.553188708836121,0.2594391116130246,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_4,endothelial,standardized_mean,sensitivity,20,primary,0.9659090909090908,positive_case_higher,5,20,-0.2320622879500406,-0.0188300188914569,0.2132322690585837,0.4292687522715962,0.4967337313284632,0.4803578940319205,0.3503433523254003,-0.2063150765258641,1.1670308645897052,0.5049912549040219,-0.5094249655799623,1.4701407536438034,0.3318464144551101,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_5,endothelial,singscore,sensitivity,20,primary,0.96,positive_case_higher,5,20,0.4749740993516827,0.5008882320270863,0.0259141326754036,0.0831302967296585,0.3117291011203399,0.3014523175669221,0.4731081865342966,-0.6258397280402993,1.2287443631741437,0.5019716235650064,-0.6824120646204903,1.2853166997543346,0.540617353660832,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_5,endothelial,standardized_mean,sensitivity,20,primary,0.96,positive_case_higher,5,20,-0.2135985052700262,0.0263650623418967,0.239963567611923,0.4025383498371714,0.5961259783297402,0.576473473549639,0.5160545126821243,-0.4349933713073247,1.5879403184066023,0.5071729330682931,-0.4175854752642156,1.5705324223634936,0.2449463579898362,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,sensitivity,20,primary,1.0,positive_case_higher,5,20,0.4091694671147383,0.5239982397183549,0.1148287726036165,0.1138676788105512,1.0084404442340862,0.9751951548637317,0.4791526438282794,0.0360559729603039,1.91433433676716,0.5202634280503796,-0.0445211641150122,1.994911473842476,0.0531150009410879,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,sensitivity,20,primary,1.0,positive_case_higher,5,20,-0.2851181931995055,0.2059775550868689,0.4910957482863744,0.6459431458968459,0.7602770482292572,0.7352129697162048,0.4424701466673373,-0.1320285177517763,1.602454457184186,0.5116158993781353,-0.2675541930649404,1.7379801324973498,0.1416149068322981,exact_53130_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,True,False,False
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,sensitivity,20,primary,0.8,positive_case_higher,3,17,0.2122116276837423,0.2044415500817804,-0.0077700776019619,0.1117405263313442,-0.0695367907872688,-0.0665986165286518,0.284795902996036,-0.6247985864008825,0.4916013533435788,0.6263226545689587,-1.2941910194838109,1.1609937864265072,0.9157894736842104,exact_1140_allocations,results/sensitivity/gse202379_sensitivity_effects.csv,,,,,,snRNA-seq,author labels,unmapped,False,False,False
