dataset_id,contrast,program_id,lineage,score_method,analysis_tier,cell_gate,coverage_tier,program_coverage,expected_direction,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,cohens_d,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,conventional_se_g,conventional_ci95_low,conventional_ci95_high,permutation_p_two_sided,permutation_mode
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,sensitivity,20,evaluable_flagged,0.795045045045045,positive_case_higher,3,12,0.24183236301298705,0.28636256094904877,0.04453019793606172,0.056357477339723044,0.7901382396453545,0.7436595196662159,0.86440922138812,-0.9505825542544994,2.4379015935869313,0.661768109935669,-0.5534059758076955,2.0407250151401275,0.24615384615384617,exact_455_allocations
GSE202379,advanced_f3f4_vs_f0_non_end_stage,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,sensitivity,20,evaluable_flagged,0.795045045045045,positive_case_higher,3,12,-0.38132929373471974,-0.028353322595229435,0.3529759711394903,0.23850209195288838,1.4799701262545493,1.3929130600042816,0.736850938720298,-0.05131477988750266,2.837140899896066,0.7009208263767089,0.019108240305932167,2.766717879702631,0.046153846153846156,exact_455_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_1,endothelial,singscore,sensitivity,20,primary,0.9625,positive_case_higher,5,20,0.7987728563931258,0.7954643960914005,-0.003308460301725269,0.04347609201061945,-0.07609838301283257,-0.07358964511131062,0.5363989121650035,-1.1249315129547175,0.9777522227320962,0.5001177130103344,-1.053820362611566,0.9066410723889448,0.8808770939205722,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_1,endothelial,standardized_mean,sensitivity,20,primary,0.9625,positive_case_higher,5,20,-0.0437810173438297,-0.1611145545723479,-0.11733353722851822,0.5734602544944103,-0.20460622389944882,-0.19786096377089557,0.42623507389169224,-1.0332817085986123,0.6375597810568212,0.5008503412889173,-1.1795276326971735,0.7838057051553823,0.6903444381705252,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_2,endothelial,singscore,sensitivity,20,primary,0.9555555555555556,positive_case_higher,5,20,0.24515013388446755,0.3446850399567278,0.09953490607226023,0.09376207440801751,1.0615689413943799,1.0265721631066531,0.406957815016822,0.22893484567368205,1.8242094805396243,0.5224076869995367,0.002653096587561299,2.050491229625745,0.0437794089968003,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_2,endothelial,standardized_mean,sensitivity,20,primary,0.9555555555555556,positive_case_higher,5,20,-0.36350921187157625,0.04985770783502112,0.4133669197065974,0.3804347734297926,1.0865645008733207,1.0507436931522223,0.4222884591002998,0.22305831331563475,1.8784290729888098,0.5234513869853995,0.024778974660839337,2.0767084116436054,0.040899680030114814,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_3,endothelial,singscore,sensitivity,20,primary,0.9487179487179488,positive_case_higher,5,20,0.5834955070381079,0.5987289419464308,0.015233434908322852,0.06103420793370763,0.24958847544755006,0.24136028394927916,0.35233090760134655,-0.44920829494936004,0.9319288628479183,0.501264808664869,-0.741118741033864,1.2238393089324224,0.6250517598343686,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_3,endothelial,standardized_mean,sensitivity,20,primary,0.9487179487179488,positive_case_higher,5,20,-0.06899131409995993,-0.05599833782590348,0.012992976274056448,0.36072039471203565,0.03601952222421132,0.03483206544758897,0.3205278801132099,-0.5934025795743023,0.6630667104694803,0.5000263747996601,-0.9452196291597447,1.0148837600549225,0.943459439111613,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_4,endothelial,singscore,sensitivity,20,primary,0.9659090909090908,positive_case_higher,5,20,0.5743822887810328,0.6168076931786445,0.042425404397611666,0.07327251461513022,0.5790084402105553,0.5599202498739436,0.35652439331735214,-0.13886756102806652,1.2587080607759538,0.5067696219194782,-0.43334820908823357,1.553188708836121,0.25943911161302463,exact_53130_allocations
GSE202379,advanced_f3f4_vs_f0_pooled_end_stage_sensitivity,RAM2019_ENDO_4,endothelial,standardized_mean,sensitivity,20,primary,0.9659090909090908,positive_case_higher,5,20,-0.23206228795004064,-0.018830018891456912,0.21323226905858372,0.4292687522715962,0.49673373132846327,0.48035789403192053,0.3503433523254003,-0.20631507652586412,1.1670308645897052,0.5049912549040219,-0.5094249655799623,1.4701407536438034,0.3318464144551101,exact_53130_allocations
